,time,PM10,PM25,NO2,NO,NOX
,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3
2025-01-01 01:00:00Z,14.0,9.3,,,
2025-01-01 02:00:00Z,11.7,5.7,,,
2025-01-01 03:00:00Z,9.1,3.8,,,
2025-01-01 04:00:00Z,10.3,4.4,,,
2025-01-01 05:00:00Z,9.9,5.0,,,
2025-01-01 06:00:00Z,10.1,5.1,,,
2025-01-01 07:00:00Z,8.1,6.9,,,
2025-01-01 08:00:00Z,13.6,6.4,,,
2025-01-01 09:00:00Z,11.4,7.2,,,
2025-01-01 10:00:00Z,31.6,12.6,,,
2025-01-01 11:00:00Z,10.8,9.8,,,
2025-01-01 12:00:00Z,8.6,6.6,,,
2025-01-01 13:00:00Z,10.2,3.1,,,
2025-01-01 14:00:00Z,11.1,5.6,,,
2025-01-01 15:00:00Z,13.2,4.5,,,
2025-01-01 16:00:00Z,11.4,6.6,,,
2025-01-01 17:00:00Z,10.4,8.6,,,
2025-01-01 18:00:00Z,12.3,6.6,,,
2025-01-01 19:00:00Z,16.0,8.7,,,
2025-01-01 20:00:00Z,11.0,8.7,,,
2025-01-01 21:00:00Z,17.7,6.0,,,
2025-01-01 22:00:00Z,13.2,4.5,,,
2025-01-01 23:00:00Z,11.0,6.1,,,
2025-01-02 00:00:00Z,15.8,9.6,,,
2025-01-02 01:00:00Z,18.4,6.9,,,
2025-01-02 02:00:00Z,8.0,4.5,,,
2025-01-02 03:00:00Z,4.5,2.8,,,
2025-01-02 04:00:00Z,2.8,2.9,,,
2025-01-02 05:00:00Z,5.3,0.5,,,
2025-01-02 06:00:00Z,3.7,-1.0,,,
2025-01-02 07:00:00Z,3.6,0.3,,,
2025-01-02 08:00:00Z,5.4,0.9,,,
2025-01-02 09:00:00Z,9.0,1.7,,,
2025-01-02 10:00:00Z,7.9,3.2,,,
2025-01-02 11:00:00Z,5.8,4.1,,,
2025-01-02 12:00:00Z,12.0,8.7,,,
2025-01-02 13:00:00Z,10.0,7.1,,,
2025-01-02 14:00:00Z,10.0,5.9,,,
2025-01-02 15:00:00Z,11.5,6.0,38.3,15.4,61.9
2025-01-02 16:00:00Z,16.3,5.4,,,
2025-01-02 17:00:00Z,8.0,6.4,32.0,5.7,40.8
2025-01-02 18:00:00Z,9.9,11.5,33.4,7.9,45.4
2025-01-02 19:00:00Z,15.5,9.2,34.7,6.3,44.3
2025-01-02 20:00:00Z,15.5,15.4,37.2,6.3,46.8
2025-01-02 21:00:00Z,23.1,14.6,34.0,4.7,41.2
2025-01-02 22:00:00Z,11.0,10.4,27.6,3.9,33.6
2025-01-02 23:00:00Z,19.2,7.2,28.3,4.7,35.5
2025-01-03 00:00:00Z,16.6,9.0,28.5,3.6,34.0
2025-01-03 01:00:00Z,18.2,9.3,25.6,2.7,29.7
2025-01-03 02:00:00Z,13.1,5.9,24.3,3.4,29.5
2025-01-03 03:00:00Z,9.6,4.6,27.2,3.4,32.5
2025-01-03 04:00:00Z,16.9,9.5,30.4,3.1,35.1
2025-01-03 05:00:00Z,14.8,8.3,28.5,3.8,34.3
2025-01-03 06:00:00Z,17.0,10.2,44.4,9.7,59.2
2025-01-03 07:00:00Z,19.5,11.0,51.3,28.2,94.4
2025-01-03 08:00:00Z,28.8,20.3,57.1,47.8,130.5
2025-01-03 09:00:00Z,28.4,15.0,57.5,44.0,124.8
2025-01-03 10:00:00Z,29.6,9.9,57.5,51.9,137.1
2025-01-03 11:00:00Z,29.1,11.5,54.5,45.8,124.7
2025-01-03 12:00:00Z,18.7,13.3,53.6,35.9,108.6
2025-01-03 13:00:00Z,18.4,9.6,39.0,16.9,64.9
2025-01-03 14:00:00Z,16.8,9.4,27.2,8.4,40.0
2025-01-03 15:00:00Z,15.1,9.4,28.1,9.2,42.2
2025-01-03 16:00:00Z,15.1,5.0,25.4,5.0,33.0
2025-01-03 17:00:00Z,18.3,4.2,35.7,10.6,51.9
2025-01-03 18:00:00Z,10.3,6.8,35.7,7.3,46.8
2025-01-03 19:00:00Z,16.9,10.9,41.6,13.3,61.9
2025-01-03 20:00:00Z,30.3,16.7,73.8,52.0,153.5
2025-01-03 21:00:00Z,31.8,17.9,72.2,51.1,150.5
2025-01-03 22:00:00Z,18.8,16.7,64.3,31.0,111.8
2025-01-03 23:00:00Z,41.0,23.6,77.2,93.3,220.2
2025-01-04 00:00:00Z,43.8,33.1,69.3,87.0,202.7
2025-01-04 01:00:00Z,42.5,34.1,62.4,48.2,136.3
2025-01-04 02:00:00Z,55.8,52.7,60.5,102.5,217.7
2025-01-04 03:00:00Z,48.2,38.7,48.7,76.5,165.9
2025-01-04 04:00:00Z,30.1,25.5,44.5,43.7,111.4
2025-01-04 05:00:00Z,23.9,19.0,45.8,35.8,100.7
2025-01-04 06:00:00Z,23.2,15.0,44.8,44.3,112.8
2025-01-04 07:00:00Z,20.7,11.6,48.4,39.5,109.0
2025-01-04 08:00:00Z,24.5,13.1,45.7,40.0,106.9
2025-01-04 09:00:00Z,21.3,13.1,37.3,27.8,79.9
2025-01-04 10:00:00Z,25.6,11.9,34.1,23.3,69.9
2025-01-04 11:00:00Z,26.5,12.5,31.3,20.6,62.7
2025-01-04 12:00:00Z,17.3,16.0,25.4,12.6,44.7
2025-01-04 13:00:00Z,22.5,9.6,31.3,17.3,57.9
2025-01-04 14:00:00Z,12.6,10.4,27.8,11.9,45.9
2025-01-04 15:00:00Z,16.1,7.8,31.3,19.5,61.1
2025-01-04 16:00:00Z,15.2,8.4,38.0,25.4,77.0
2025-01-04 17:00:00Z,23.6,9.8,40.1,36.0,95.1
2025-01-04 18:00:00Z,20.8,11.5,39.7,34.0,91.9
2025-01-04 19:00:00Z,21.9,12.3,41.3,32.3,90.8
2025-01-04 20:00:00Z,18.0,11.1,32.1,19.0,61.2
2025-01-04 21:00:00Z,15.9,12.4,24.3,9.6,39.0
2025-01-04 22:00:00Z,14.8,14.1,25.2,16.9,51.2
2025-01-04 23:00:00Z,14.7,9.2,25.9,16.8,51.7
2025-01-05 00:00:00Z,14.1,9.0,25.8,11.7,43.9
2025-01-05 01:00:00Z,9.5,6.4,23.1,7.7,35.0
2025-01-05 02:00:00Z,9.1,3.2,19.8,4.7,27.2
2025-01-05 03:00:00Z,4.5,2.3,11.3,4.2,17.8
2025-01-05 04:00:00Z,2.8,3.1,5.8,3.1,10.5
2025-01-05 05:00:00Z,4.3,4.9,6.0,2.7,10.1
2025-01-05 06:00:00Z,4.1,7.4,7.4,3.6,12.9
2025-01-05 07:00:00Z,5.9,6.7,7.5,3.1,12.3
2025-01-05 08:00:00Z,6.9,4.5,8.3,2.7,12.5
2025-01-05 09:00:00Z,8.1,2.1,8.5,3.2,13.3
2025-01-05 10:00:00Z,7.8,3.0,10.5,3.3,15.5
2025-01-05 11:00:00Z,7.3,3.6,10.1,4.2,16.5
2025-01-05 12:00:00Z,18.7,5.6,12.0,5.2,19.9
2025-01-05 13:00:00Z,15.1,5.4,13.7,7.4,25.1
2025-01-05 14:00:00Z,11.2,5.4,12.9,4.8,20.4
2025-01-05 15:00:00Z,10.4,4.7,18.0,11.9,36.3
2025-01-05 16:00:00Z,13.1,5.3,19.1,11.6,36.9
2025-01-05 17:00:00Z,9.4,5.7,19.5,9.5,34.1
2025-01-05 18:00:00Z,13.5,3.8,25.1,13.3,45.4
2025-01-05 19:00:00Z,15.2,4.9,30.0,14.3,51.8
2025-01-05 20:00:00Z,9.6,8.6,23.2,14.8,45.1
2025-01-05 21:00:00Z,13.5,6.2,,,
2025-01-05 22:00:00Z,13.6,9.2,30.8,25.1,69.8
2025-01-05 23:00:00Z,11.0,6.0,16.7,9.9,31.8
2025-01-06 00:00:00Z,8.3,1.7,9.3,3.3,14.5
2025-01-06 01:00:00Z,9.7,2.3,9.0,4.1,16.0
2025-01-06 02:00:00Z,9.8,0.8,7.7,3.0,12.4
2025-01-06 03:00:00Z,9.6,-0.2,7.3,3.1,12.2
2025-01-06 04:00:00Z,10.3,0.7,8.6,3.0,13.2
2025-01-06 05:00:00Z,11.0,0.3,8.5,3.2,13.5
2025-01-06 06:00:00Z,10.9,1.3,13.3,5.4,21.6
2025-01-06 07:00:00Z,11.3,-0.7,21.5,10.2,37.2
2025-01-06 08:00:00Z,13.5,0.9,20.0,8.2,32.5
2025-01-06 09:00:00Z,13.3,6.7,24.7,11.9,43.0
2025-01-06 10:00:00Z,11.5,4.5,18.0,8.7,31.3
2025-01-06 11:00:00Z,13.2,2.9,24.8,17.9,52.3
2025-01-06 12:00:00Z,9.7,1.8,27.5,22.0,61.4
2025-01-06 13:00:00Z,5.5,0.7,20.0,11.9,38.2
2025-01-06 14:00:00Z,18.2,2.9,25.9,17.2,52.2
2025-01-06 15:00:00Z,11.7,4.2,25.5,15.9,50.0
2025-01-06 16:00:00Z,7.8,2.6,35.4,19.8,65.8
2025-01-06 17:00:00Z,15.6,4.4,38.2,13.7,59.3
2025-01-06 18:00:00Z,13.4,11.2,24.8,9.2,38.9
2025-01-06 19:00:00Z,12.9,6.6,20.3,6.9,30.9
2025-01-06 20:00:00Z,12.2,9.9,17.6,5.8,26.4
2025-01-06 21:00:00Z,11.6,5.9,15.1,6.2,24.7
2025-01-06 22:00:00Z,8.3,1.5,16.9,6.8,27.4
2025-01-06 23:00:00Z,6.2,-0.4,13.2,7.2,24.5
2025-01-07 00:00:00Z,6.0,-1.3,12.4,5.5,20.7
2025-01-07 01:00:00Z,7.2,-1.4,9.5,4.1,15.7
2025-01-07 02:00:00Z,7.8,-1.6,10.1,4.2,16.9
2025-01-07 03:00:00Z,9.2,,9.0,3.9,14.9
2025-01-07 04:00:00Z,9.5,-1.5,8.4,3.4,13.5
2025-01-07 05:00:00Z,9.5,0.8,10.4,6.0,19.7
2025-01-07 06:00:00Z,9.1,1.6,20.5,11.1,37.4
2025-01-07 07:00:00Z,11.7,1.3,30.7,13.7,51.9
2025-01-07 08:00:00Z,20.8,0.9,37.7,21.9,71.2
2025-01-07 09:00:00Z,16.6,2.5,37.4,20.0,67.5
2025-01-07 10:00:00Z,19.0,1.5,41.6,28.1,84.4
2025-01-07 11:00:00Z,14.7,0.5,35.4,28.4,78.9
2025-01-07 12:00:00Z,16.1,0.1,39.9,36.8,95.9
2025-01-07 13:00:00Z,15.4,1.8,24.3,15.7,47.7
2025-01-07 14:00:00Z,15.4,6.0,26.1,13.6,47.2
2025-01-07 15:00:00Z,16.8,4.2,26.7,17.7,54.0
2025-01-07 16:00:00Z,16.4,5.4,33.1,17.8,60.0
2025-01-07 17:00:00Z,20.4,4.9,32.7,15.1,55.6
2025-01-07 18:00:00Z,14.5,6.9,34.7,12.8,54.1
2025-01-07 19:00:00Z,19.5,5.7,31.2,10.9,48.0
2025-01-07 20:00:00Z,18.7,3.5,33.4,11.4,50.9
2025-01-07 21:00:00Z,16.7,6.1,27.3,8.2,39.7
2025-01-07 22:00:00Z,18.6,5.4,29.1,8.2,41.5
2025-01-07 23:00:00Z,16.4,5.4,30.6,9.8,45.7
2025-01-08 00:00:00Z,14.5,4.4,23.2,9.0,37.1
2025-01-08 01:00:00Z,13.2,4.7,21.1,8.0,33.4
2025-01-08 02:00:00Z,10.1,6.1,18.9,7.2,29.8
2025-01-08 03:00:00Z,7.9,5.6,17.6,5.0,25.0
2025-01-08 04:00:00Z,8.0,1.8,14.8,2.8,19.1
2025-01-08 05:00:00Z,10.4,0.3,19.0,6.7,29.2
2025-01-08 06:00:00Z,9.4,8.3,25.7,7.2,36.7
2025-01-08 07:00:00Z,19.3,5.8,46.8,32.0,95.7
2025-01-08 08:00:00Z,18.7,8.1,53.3,35.8,107.8
2025-01-08 09:00:00Z,16.6,5.8,44.8,21.6,77.9
2025-01-08 10:00:00Z,13.2,8.1,31.1,10.6,47.4
2025-01-08 11:00:00Z,7.8,7.5,32.9,18.1,60.7
2025-01-08 12:00:00Z,11.6,5.6,35.6,16.7,61.2
2025-01-08 13:00:00Z,13.9,4.5,33.3,11.9,51.5
2025-01-08 14:00:00Z,12.5,5.4,38.4,15.0,61.4
2025-01-08 15:00:00Z,13.7,5.9,41.4,15.1,64.6
2025-01-08 16:00:00Z,12.0,4.6,55.8,30.0,101.8
2025-01-08 17:00:00Z,14.7,10.3,46.7,21.7,80.0
2025-01-08 18:00:00Z,13.3,6.5,17.8,9.1,31.8
2025-01-08 19:00:00Z,10.3,8.6,19.6,6.9,30.2
2025-01-08 20:00:00Z,10.6,6.6,17.4,5.1,25.2
2025-01-08 21:00:00Z,23.0,9.3,16.9,5.6,25.5
2025-01-08 22:00:00Z,18.2,6.3,15.1,4.9,22.6
2025-01-08 23:00:00Z,13.3,8.0,12.9,4.6,20.0
2025-01-09 00:00:00Z,13.0,8.5,11.4,3.8,17.2
2025-01-09 01:00:00Z,8.2,4.3,9.1,2.6,13.1
2025-01-09 02:00:00Z,6.6,0.6,9.8,3.0,14.4
2025-01-09 03:00:00Z,4.4,1.6,8.6,3.0,13.2
2025-01-09 04:00:00Z,4.2,0.1,11.8,3.8,17.5
2025-01-09 05:00:00Z,3.0,-1.5,14.5,6.1,23.8
2025-01-09 06:00:00Z,3.2,0.3,25.0,10.2,40.6
2025-01-09 07:00:00Z,7.1,2.3,39.0,13.8,60.2
2025-01-09 08:00:00Z,7.5,6.4,36.6,11.5,54.3
2025-01-09 09:00:00Z,5.9,-0.8,23.8,5.1,31.6
2025-01-09 10:00:00Z,3.7,,24.4,6.5,34.5
2025-01-09 11:00:00Z,7.4,4.1,22.1,5.6,30.7
2025-01-09 12:00:00Z,9.0,5.6,19.7,5.4,28.0
2025-01-09 13:00:00Z,,,22.9,6.9,33.6
2025-01-09 14:00:00Z,,,,,
2025-01-09 15:00:00Z,17.5,3.8,23.7,9.6,38.4
2025-01-09 16:00:00Z,13.7,3.2,33.6,15.2,56.8
2025-01-09 17:00:00Z,14.9,8.5,47.1,29.4,92.3
2025-01-09 18:00:00Z,15.0,6.4,46.0,22.3,80.1
2025-01-09 19:00:00Z,18.8,7.7,48.3,27.2,90.0
2025-01-09 20:00:00Z,17.5,8.8,38.2,16.9,64.3
2025-01-09 21:00:00Z,20.0,8.3,36.3,10.3,52.2
2025-01-09 22:00:00Z,26.5,8.4,40.6,11.5,58.2
2025-01-09 23:00:00Z,15.0,6.4,38.7,14.6,61.0
2025-01-10 00:00:00Z,13.6,7.6,31.5,10.0,46.8
2025-01-10 01:00:00Z,14.1,7.1,24.0,6.3,33.8
2025-01-10 02:00:00Z,15.3,4.5,24.9,9.0,38.6
2025-01-10 03:00:00Z,12.5,3.5,22.2,5.9,31.2
2025-01-10 04:00:00Z,11.8,4.9,24.9,8.4,37.6
2025-01-10 05:00:00Z,9.4,7.3,26.3,12.9,46.1
2025-01-10 06:00:00Z,16.6,5.3,33.2,19.8,63.5
2025-01-10 07:00:00Z,20.1,7.1,42.5,34.8,95.8
2025-01-10 08:00:00Z,15.9,5.9,50.2,35.7,104.9
2025-01-10 09:00:00Z,37.4,5.2,59.5,53.5,141.4
2025-01-10 10:00:00Z,26.5,11.7,56.2,39.4,116.5
2025-01-10 11:00:00Z,24.2,9.1,50.8,42.8,116.3
2025-01-10 12:00:00Z,20.0,11.0,50.1,49.5,126.0
2025-01-10 13:00:00Z,27.9,15.7,38.9,23.7,75.2
2025-01-10 14:00:00Z,18.6,5.7,35.0,21.3,67.6
2025-01-10 15:00:00Z,13.5,3.6,34.2,15.3,57.8
2025-01-10 16:00:00Z,16.7,3.0,39.8,11.4,57.2
2025-01-10 17:00:00Z,22.6,4.4,43.0,10.2,58.6
2025-01-10 18:00:00Z,25.4,15.2,57.6,15.6,81.5
2025-01-10 19:00:00Z,24.4,16.3,65.2,21.2,97.6
2025-01-10 20:00:00Z,29.1,21.3,66.5,43.9,133.7
2025-01-10 21:00:00Z,32.1,17.8,58.4,31.8,107.2
2025-01-10 22:00:00Z,28.8,17.2,53.8,24.4,91.1
2025-01-10 23:00:00Z,30.5,22.5,50.7,25.5,89.8
2025-01-11 00:00:00Z,26.7,19.3,48.0,22.4,82.4
2025-01-11 01:00:00Z,20.2,15.1,35.7,11.5,53.4
2025-01-11 02:00:00Z,21.3,9.7,21.9,5.0,29.6
2025-01-11 03:00:00Z,10.7,8.2,16.5,3.4,21.5
2025-01-11 04:00:00Z,9.4,6.1,18.5,2.8,22.8
2025-01-11 05:00:00Z,10.7,7.3,14.5,3.6,20.1
2025-01-11 06:00:00Z,9.9,7.6,14.8,3.3,19.9
2025-01-11 07:00:00Z,13.2,7.7,14.8,2.7,18.9
2025-01-11 08:00:00Z,12.0,8.2,22.0,6.0,31.0
2025-01-11 09:00:00Z,13.5,12.0,22.7,3.5,28.1
2025-01-11 10:00:00Z,16.0,13.0,27.3,7.1,38.2
2025-01-11 11:00:00Z,18.0,10.0,29.8,8.6,42.9
2025-01-11 12:00:00Z,25.1,13.2,28.9,7.1,39.7
2025-01-11 13:00:00Z,21.9,16.9,32.4,11.4,50.0
2025-01-11 14:00:00Z,23.9,19.9,34.6,14.2,56.4
2025-01-11 15:00:00Z,22.7,16.5,38.9,12.9,58.6
2025-01-11 16:00:00Z,23.0,15.3,33.3,10.3,48.9
2025-01-11 17:00:00Z,28.8,17.3,37.5,10.9,54.2
2025-01-11 18:00:00Z,26.1,16.9,30.0,6.5,40.1
2025-01-11 19:00:00Z,21.4,11.1,27.4,5.9,36.5
2025-01-11 20:00:00Z,28.6,20.6,35.9,8.0,48.1
2025-01-11 21:00:00Z,31.0,21.5,32.6,7.8,44.5
2025-01-11 22:00:00Z,23.9,18.6,25.2,3.5,30.5
2025-01-11 23:00:00Z,16.6,14.0,23.2,6.0,32.3
2025-01-12 00:00:00Z,13.7,11.6,20.1,4.5,27.1
2025-01-12 01:00:00Z,21.8,11.0,20.4,4.4,27.2
2025-01-12 02:00:00Z,17.2,11.1,23.1,3.7,28.9
2025-01-12 03:00:00Z,11.1,6.4,18.7,3.1,23.4
2025-01-12 04:00:00Z,12.2,9.1,15.9,3.1,20.7
2025-01-12 05:00:00Z,14.1,12.3,14.4,2.6,18.3
2025-01-12 06:00:00Z,14.1,14.1,17.4,3.4,22.6
2025-01-12 07:00:00Z,12.4,17.1,20.4,3.8,26.3
2025-01-12 08:00:00Z,18.1,11.9,24.4,3.9,30.4
2025-01-12 09:00:00Z,16.5,9.5,27.6,7.9,39.8
2025-01-12 10:00:00Z,16.6,13.5,30.1,10.9,46.8
2025-01-12 11:00:00Z,20.7,19.0,31.4,12.5,50.5
2025-01-12 12:00:00Z,23.2,14.5,31.5,12.1,50.0
2025-01-12 13:00:00Z,29.6,16.2,31.3,9.9,46.4
2025-01-12 14:00:00Z,23.4,14.2,32.7,11.9,51.0
2025-01-12 15:00:00Z,28.9,18.0,34.3,10.0,49.6
2025-01-12 16:00:00Z,21.7,13.8,40.3,12.8,59.9
2025-01-12 17:00:00Z,20.8,10.6,41.0,14.2,62.7
2025-01-12 18:00:00Z,19.6,13.6,41.5,7.3,52.6
2025-01-12 19:00:00Z,19.3,12.9,45.8,8.8,59.2
2025-01-12 20:00:00Z,24.5,19.8,52.9,10.3,68.7
2025-01-12 21:00:00Z,29.4,19.2,53.8,10.8,70.4
2025-01-12 22:00:00Z,30.2,22.1,47.9,6.8,58.4
2025-01-12 23:00:00Z,23.8,21.3,40.3,7.1,51.1
2025-01-13 00:00:00Z,19.5,19.1,39.8,6.6,49.9
2025-01-13 01:00:00Z,25.6,12.3,41.2,6.0,50.3
2025-01-13 02:00:00Z,19.3,13.2,21.4,4.2,27.8
2025-01-13 03:00:00Z,13.3,8.3,15.5,2.7,19.6
2025-01-13 04:00:00Z,15.5,9.1,14.0,2.6,17.9
2025-01-13 05:00:00Z,12.5,10.3,18.1,3.4,23.3
2025-01-13 06:00:00Z,13.8,8.3,20.0,4.8,27.4
2025-01-13 07:00:00Z,17.0,8.9,36.6,11.6,54.5
2025-01-13 08:00:00Z,25.5,13.6,36.6,13.1,56.8
2025-01-13 09:00:00Z,24.7,10.3,48.5,17.5,75.2
2025-01-13 10:00:00Z,20.9,11.0,47.7,15.4,71.3
2025-01-13 11:00:00Z,28.0,15.0,45.1,16.5,70.3
2025-01-13 12:00:00Z,23.8,14.4,35.3,12.9,55.1
2025-01-13 13:00:00Z,21.8,9.5,31.6,10.5,47.5
2025-01-13 14:00:00Z,25.9,8.5,34.5,14.5,56.8
2025-01-13 15:00:00Z,19.7,13.3,38.0,15.4,61.5
2025-01-13 16:00:00Z,21.1,11.9,41.5,13.6,62.3
2025-01-13 17:00:00Z,20.2,11.5,42.1,6.0,51.2
2025-01-13 18:00:00Z,22.1,9.2,46.6,6.7,56.9
2025-01-13 19:00:00Z,23.7,16.4,56.4,8.9,70.0
2025-01-13 20:00:00Z,23.5,16.7,64.0,12.5,83.1
2025-01-13 21:00:00Z,27.1,15.1,62.6,9.5,77.1
2025-01-13 22:00:00Z,33.2,21.9,59.4,8.0,71.7
2025-01-13 23:00:00Z,22.9,15.9,52.8,8.3,65.6
2025-01-14 00:00:00Z,23.7,15.2,44.3,5.3,52.5
2025-01-14 01:00:00Z,18.4,14.6,40.3,4.1,46.5
2025-01-14 02:00:00Z,18.8,15.3,38.3,3.9,44.2
2025-01-14 03:00:00Z,20.3,11.3,39.9,5.4,48.2
2025-01-14 04:00:00Z,19.6,15.2,43.6,5.4,52.0
2025-01-14 05:00:00Z,22.1,15.8,52.1,9.8,67.0
2025-01-14 06:00:00Z,19.6,11.1,49.8,26.8,91.0
2025-01-14 07:00:00Z,29.4,20.4,59.4,57.4,147.4
2025-01-14 08:00:00Z,40.6,27.3,66.0,95.6,212.5
2025-01-14 09:00:00Z,42.2,25.8,63.2,72.8,174.8
2025-01-14 10:00:00Z,48.4,21.0,65.3,74.0,178.8
2025-01-14 11:00:00Z,53.4,28.5,71.6,90.5,210.4
2025-01-14 12:00:00Z,62.5,35.8,74.7,94.5,219.6
2025-01-14 13:00:00Z,69.3,38.4,76.9,91.0,216.5
2025-01-14 14:00:00Z,70.0,49.2,80.7,86.9,214.0
2025-01-14 15:00:00Z,54.4,36.8,65.7,47.2,138.1
2025-01-14 16:00:00Z,32.8,21.9,52.3,15.6,76.1
2025-01-14 17:00:00Z,26.2,20.9,50.3,7.8,62.2
2025-01-14 18:00:00Z,36.2,24.6,67.1,19.6,97.0
2025-01-14 19:00:00Z,38.6,22.9,68.0,34.4,120.5
2025-01-14 20:00:00Z,39.0,29.0,64.0,26.6,104.7
2025-01-14 21:00:00Z,40.8,32.8,65.6,36.9,122.2
2025-01-14 22:00:00Z,45.6,28.1,63.4,36.2,119.0
2025-01-14 23:00:00Z,37.4,29.7,61.6,34.6,114.5
2025-01-15 00:00:00Z,34.2,29.2,55.9,18.3,83.9
2025-01-15 01:00:00Z,45.7,41.7,56.3,28.0,99.3
2025-01-15 02:00:00Z,44.4,32.2,54.4,28.8,98.6
2025-01-15 03:00:00Z,30.2,21.8,54.1,14.8,76.9
2025-01-15 04:00:00Z,31.0,25.4,55.1,16.2,79.9
2025-01-15 05:00:00Z,30.4,25.9,54.1,13.4,74.6
2025-01-15 06:00:00Z,35.5,32.8,51.3,20.4,82.5
2025-01-15 07:00:00Z,34.2,31.3,50.1,40.4,111.9
2025-01-15 08:00:00Z,32.6,28.1,49.2,57.4,137.0
2025-01-15 09:00:00Z,35.7,24.6,45.2,50.7,122.9
2025-01-15 10:00:00Z,31.8,26.3,44.8,58.0,133.8
2025-01-15 11:00:00Z,34.9,34.5,,,
2025-01-15 12:00:00Z,40.5,33.1,,,
2025-01-15 13:00:00Z,40.6,30.0,47.1,55.5,132.2
2025-01-15 14:00:00Z,38.9,31.5,47.1,52.3,127.2
2025-01-15 15:00:00Z,24.5,22.3,46.8,34.6,99.7
2025-01-15 16:00:00Z,24.5,11.4,45.1,18.3,73.1
2025-01-15 17:00:00Z,23.8,17.9,51.9,26.3,92.3
2025-01-15 18:00:00Z,17.8,13.8,51.3,19.4,81.0
2025-01-15 19:00:00Z,18.0,19.2,45.7,12.0,64.1
2025-01-15 20:00:00Z,19.5,16.2,49.2,19.1,78.4
2025-01-15 21:00:00Z,18.5,13.4,47.6,17.5,74.5
2025-01-15 22:00:00Z,10.5,18.1,44.8,15.7,69.0
2025-01-15 23:00:00Z,20.5,16.5,40.7,13.5,61.4
2025-01-16 00:00:00Z,18.5,16.6,38.3,10.6,54.5
2025-01-16 01:00:00Z,16.3,17.8,38.4,11.9,56.5
2025-01-16 02:00:00Z,13.1,11.3,37.4,8.9,51.0
2025-01-16 03:00:00Z,14.0,12.4,34.3,7.7,46.0
2025-01-16 04:00:00Z,14.4,8.7,33.3,6.5,43.1
2025-01-16 05:00:00Z,22.2,11.4,36.5,9.7,51.3
2025-01-16 06:00:00Z,15.8,10.8,39.9,15.5,63.7
2025-01-16 07:00:00Z,17.3,12.9,43.7,30.2,90.0
2025-01-16 08:00:00Z,23.3,12.7,50.1,48.0,123.7
2025-01-16 09:00:00Z,24.9,9.6,46.8,21.3,79.5
2025-01-16 10:00:00Z,25.8,17.4,46.8,24.9,85.1
2025-01-16 11:00:00Z,20.6,8.2,36.7,15.1,59.9
2025-01-16 12:00:00Z,22.0,13.3,36.5,16.4,61.4
2025-01-16 13:00:00Z,22.8,10.5,31.2,13.9,52.6
2025-01-16 14:00:00Z,23.6,10.9,36.3,27.3,78.2
2025-01-16 15:00:00Z,19.3,14.3,36.9,32.4,87.4
2025-01-16 16:00:00Z,25.4,13.4,35.5,24.2,73.2
2025-01-16 17:00:00Z,21.1,14.7,31.9,15.9,56.2
2025-01-16 18:00:00Z,26.1,13.2,30.4,16.0,54.4
2025-01-16 19:00:00Z,20.1,9.0,27.7,14.1,49.6
2025-01-16 20:00:00Z,18.5,10.6,24.8,8.7,38.0
2025-01-16 21:00:00Z,15.1,9.2,23.4,7.5,34.9
2025-01-16 22:00:00Z,10.8,9.4,20.1,7.9,32.0
2025-01-16 23:00:00Z,17.0,10.5,18.1,4.9,25.7
2025-01-17 00:00:00Z,16.6,7.2,21.2,6.3,30.7
2025-01-17 01:00:00Z,18.2,10.0,22.0,5.4,30.3
2025-01-17 02:00:00Z,20.3,10.8,26.6,5.8,35.5
2025-01-17 03:00:00Z,16.4,10.0,33.3,6.6,43.2
2025-01-17 04:00:00Z,20.3,11.2,35.0,5.6,43.6
2025-01-17 05:00:00Z,21.0,11.9,31.5,6.3,41.1
2025-01-17 06:00:00Z,22.2,16.2,38.4,13.5,59.1
2025-01-17 07:00:00Z,26.3,22.3,42.3,27.3,84.1
2025-01-17 08:00:00Z,28.2,17.3,41.5,26.5,82.3
2025-01-17 09:00:00Z,31.2,19.1,40.8,39.9,101.6
2025-01-17 10:00:00Z,27.3,21.0,39.2,41.8,103.4
2025-01-17 11:00:00Z,29.1,24.0,33.1,31.7,81.8
2025-01-17 12:00:00Z,26.7,23.2,28.3,20.5,59.8
2025-01-17 13:00:00Z,32.2,24.2,34.4,26.5,74.7
2025-01-17 14:00:00Z,34.8,21.4,42.1,26.4,82.8
2025-01-17 15:00:00Z,32.5,19.1,40.2,27.5,82.3
2025-01-17 16:00:00Z,30.9,16.7,39.4,24.1,76.5
2025-01-17 17:00:00Z,31.1,21.0,43.4,29.5,88.3
2025-01-17 18:00:00Z,24.4,23.5,40.2,20.9,72.1
2025-01-17 19:00:00Z,30.6,25.1,37.5,18.2,65.4
2025-01-17 20:00:00Z,34.6,27.8,35.1,12.3,53.9
2025-01-17 21:00:00Z,31.4,20.6,33.6,9.9,48.9
2025-01-17 22:00:00Z,24.7,19.2,28.2,10.2,43.5
2025-01-17 23:00:00Z,23.2,17.3,24.8,7.3,36.1
2025-01-18 00:00:00Z,20.3,20.9,20.8,6.0,29.9
2025-01-18 01:00:00Z,17.7,17.0,17.9,6.0,27.2
