,time,PM10,PM25,NO2,NO,NOX
,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3
2025-05-02 16:00:00Z,20.5,6.1,36.5,10.9,53.0
2025-05-02 17:00:00Z,27.5,9.4,29.0,3.0,33.4
2025-05-02 18:00:00Z,27.9,10.1,35.2,4.4,42.0
2025-05-02 19:00:00Z,29.5,9.9,37.6,3.6,43.1
2025-05-02 20:00:00Z,27.7,14.8,34.4,2.1,37.6
2025-05-02 21:00:00Z,25.0,15.8,54.7,7.5,66.2
2025-05-02 22:00:00Z,28.1,13.2,49.4,2.0,52.4
2025-05-02 23:00:00Z,42.6,19.5,26.2,1.7,28.9
2025-05-03 00:00:00Z,27.5,14.9,18.8,1.5,21.2
2025-05-03 01:00:00Z,32.2,16.0,18.1,1.2,19.9
2025-05-03 02:00:00Z,36.7,14.4,18.4,1.4,20.6
2025-05-03 03:00:00Z,37.4,15.4,18.1,1.3,20.2
2025-05-03 04:00:00Z,32.3,18.3,20.1,1.1,21.9
2025-05-03 05:00:00Z,41.2,20.2,22.7,1.1,24.3
2025-05-03 06:00:00Z,45.0,26.9,35.1,8.2,47.6
2025-05-03 07:00:00Z,50.4,24.6,42.8,12.3,61.5
2025-05-03 08:00:00Z,32.6,13.0,31.5,11.8,49.6
2025-05-03 09:00:00Z,35.6,13.5,22.2,7.7,34.0
2025-05-03 10:00:00Z,38.6,14.1,19.7,5.5,28.2
2025-05-03 11:00:00Z,50.4,12.8,17.0,3.8,22.8
2025-05-03 12:00:00Z,42.4,12.9,19.7,7.5,31.1
2025-05-03 13:00:00Z,42.6,11.3,27.1,12.1,45.6
2025-05-03 14:00:00Z,38.1,12.7,24.7,5.7,33.3
2025-05-03 15:00:00Z,60.3,14.9,21.0,2.7,25.2
2025-05-03 16:00:00Z,28.9,17.6,25.9,5.1,33.6
2025-05-03 17:00:00Z,38.8,26.2,18.9,2.4,22.6
2025-05-03 18:00:00Z,34.7,22.4,16.6,1.9,19.7
2025-05-03 19:00:00Z,34.9,26.0,19.6,1.6,22.0
2025-05-03 20:00:00Z,21.4,18.6,13.2,0.9,14.7
2025-05-03 21:00:00Z,30.0,15.5,13.4,0.9,14.8
2025-05-03 22:00:00Z,26.7,21.4,16.3,0.9,17.6
2025-05-03 23:00:00Z,24.9,15.1,17.4,1.1,19.1
2025-05-04 00:00:00Z,28.7,13.6,14.8,0.8,16.1
2025-05-04 01:00:00Z,32.6,7.4,13.2,1.1,14.9
2025-05-04 02:00:00Z,25.5,9.7,10.9,0.5,11.8
2025-05-04 03:00:00Z,21.7,9.3,8.2,0.5,8.8
2025-05-04 04:00:00Z,22.3,7.0,7.1,0.6,8.0
2025-05-04 05:00:00Z,14.8,6.6,7.4,0.4,7.9
2025-05-04 06:00:00Z,16.3,12.4,8.8,0.9,10.0
2025-05-04 07:00:00Z,18.6,8.0,8.6,2.0,11.7
2025-05-04 08:00:00Z,16.1,6.9,7.7,1.2,9.5
2025-05-04 09:00:00Z,31.8,6.4,7.1,1.5,9.3
2025-05-04 10:00:00Z,22.5,5.1,10.2,3.0,14.9
2025-05-04 11:00:00Z,22.2,5.5,9.1,2.4,12.9
2025-05-04 12:00:00Z,24.1,6.5,7.4,1.5,9.7
2025-05-04 13:00:00Z,24.9,6.6,10.0,2.9,14.3
2025-05-04 14:00:00Z,26.1,3.9,8.8,1.8,11.5
2025-05-04 15:00:00Z,27.3,7.9,9.3,1.8,12.1
2025-05-04 16:00:00Z,20.4,8.7,9.1,1.3,11.1
2025-05-04 17:00:00Z,14.5,6.9,11.1,1.6,13.7
2025-05-04 18:00:00Z,20.6,5.0,10.5,1.2,12.5
2025-05-04 19:00:00Z,18.1,4.0,10.4,0.8,11.6
2025-05-04 20:00:00Z,25.7,8.2,10.4,0.4,11.0
2025-05-04 21:00:00Z,17.7,5.5,10.2,0.4,10.7
2025-05-04 22:00:00Z,15.6,3.0,9.7,0.4,10.2
2025-05-04 23:00:00Z,19.3,3.0,9.0,0.3,9.5
2025-05-05 00:00:00Z,15.0,3.1,8.2,0.3,8.8
2025-05-05 01:00:00Z,13.0,2.9,8.0,0.2,8.5
2025-05-05 02:00:00Z,11.3,3.6,8.0,0.2,8.3
2025-05-05 03:00:00Z,11.7,8.1,7.8,0.2,8.1
2025-05-05 04:00:00Z,11.5,5.3,10.0,0.3,10.5
2025-05-05 05:00:00Z,17.4,4.2,14.6,1.1,16.4
2025-05-05 06:00:00Z,19.6,5.8,17.5,3.6,23.0
2025-05-05 07:00:00Z,19.8,5.8,16.2,4.8,23.6
2025-05-05 08:00:00Z,31.2,7.3,13.4,5.0,21.0
2025-05-05 09:00:00Z,29.0,5.5,11.0,4.2,17.2
2025-05-05 10:00:00Z,30.0,4.1,12.8,4.7,20.0
2025-05-05 11:00:00Z,23.4,5.4,9.6,2.4,13.3
2025-05-05 12:00:00Z,29.2,10.1,10.7,2.7,14.9
2025-05-05 13:00:00Z,29.9,6.4,11.2,2.4,14.7
2025-05-05 14:00:00Z,22.4,4.7,13.8,3.3,19.1
2025-05-05 15:00:00Z,25.7,7.7,14.7,3.3,19.8
2025-05-05 16:00:00Z,20.4,6.3,11.0,2.2,14.5
2025-05-05 17:00:00Z,18.1,4.6,10.9,1.9,13.8
2025-05-05 18:00:00Z,15.7,6.2,12.1,1.6,14.5
2025-05-05 19:00:00Z,16.8,9.8,14.2,1.2,16.1
2025-05-05 20:00:00Z,16.3,6.4,16.2,0.9,17.6
2025-05-05 21:00:00Z,15.0,9.5,18.2,1.0,19.7
2025-05-05 22:00:00Z,18.0,10.7,24.5,6.5,34.5
2025-05-05 23:00:00Z,19.0,8.2,19.8,4.5,26.8
2025-05-06 00:00:00Z,17.8,6.1,16.0,3.5,21.3
2025-05-06 01:00:00Z,17.3,7.0,16.8,5.9,25.8
2025-05-06 02:00:00Z,19.8,6.8,12.7,1.5,15.1
2025-05-06 03:00:00Z,14.9,3.7,13.6,0.5,14.4
2025-05-06 04:00:00Z,16.8,8.6,15.5,0.7,16.5
2025-05-06 05:00:00Z,15.7,5.8,19.9,1.8,22.7
2025-05-06 06:00:00Z,11.1,7.0,25.0,4.8,32.3
2025-05-06 07:00:00Z,23.7,7.5,23.6,5.3,31.7
2025-05-06 08:00:00Z,31.2,10.9,21.0,6.4,30.9
2025-05-06 09:00:00Z,27.1,7.1,19.9,7.4,31.3
2025-05-06 10:00:00Z,30.6,10.4,15.8,5.0,23.5
2025-05-06 11:00:00Z,25.6,9.8,12.8,3.7,18.4
2025-05-06 12:00:00Z,24.2,7.5,13.4,3.5,18.7
2025-05-06 13:00:00Z,26.1,8.6,13.9,3.2,18.8
2025-05-06 14:00:00Z,19.5,6.6,12.8,2.3,16.3
2025-05-06 15:00:00Z,20.5,5.3,12.7,2.3,16.1
2025-05-06 16:00:00Z,19.1,5.2,14.3,2.4,18.1
2025-05-06 17:00:00Z,16.1,7.4,13.3,2.1,16.4
2025-05-06 18:00:00Z,21.6,8.9,14.3,1.8,17.0
2025-05-06 19:00:00Z,15.9,7.2,14.5,1.3,16.5
2025-05-06 20:00:00Z,19.4,5.8,15.8,0.6,16.7
2025-05-06 21:00:00Z,20.5,11.3,17.1,0.5,17.7
2025-05-06 22:00:00Z,28.3,10.0,13.4,0.5,14.2
2025-05-06 23:00:00Z,21.3,7.0,12.0,0.5,12.7
2025-05-07 00:00:00Z,21.1,6.8,10.8,0.6,11.9
2025-05-07 01:00:00Z,13.9,7.9,9.8,0.6,10.6
2025-05-07 02:00:00Z,18.5,9.5,9.9,0.5,10.7
2025-05-07 03:00:00Z,14.6,7.8,10.8,0.5,11.6
2025-05-07 04:00:00Z,13.3,9.7,11.2,0.6,12.1
2025-05-07 05:00:00Z,15.3,7.2,16.3,2.1,19.5
2025-05-07 06:00:00Z,16.7,5.3,20.6,3.5,26.0
2025-05-07 07:00:00Z,21.3,6.6,19.3,4.4,26.1
2025-05-07 08:00:00Z,20.3,8.6,16.0,3.1,20.7
2025-05-07 09:00:00Z,21.2,12.0,19.0,5.7,27.7
2025-05-07 10:00:00Z,21.4,9.0,16.7,5.2,24.7
2025-05-07 11:00:00Z,22.6,8.2,16.1,4.4,22.8
2025-05-07 12:00:00Z,19.8,7.7,13.2,3.0,17.8
2025-05-07 13:00:00Z,22.4,9.1,11.6,2.4,15.3
2025-05-07 14:00:00Z,24.3,6.9,11.4,2.1,14.6
2025-05-07 15:00:00Z,22.5,6.2,12.1,2.0,15.3
2025-05-07 16:00:00Z,24.9,8.9,12.6,2.2,15.9
2025-05-07 17:00:00Z,24.1,7.8,16.4,2.5,20.3
2025-05-07 18:00:00Z,30.8,11.6,13.5,1.4,15.7
2025-05-07 19:00:00Z,22.7,11.6,15.1,1.2,17.0
2025-05-07 20:00:00Z,22.8,8.0,13.7,0.5,14.4
2025-05-07 21:00:00Z,24.5,13.2,15.5,0.4,16.3
2025-05-07 22:00:00Z,28.5,10.3,17.5,0.7,18.7
2025-05-07 23:00:00Z,31.0,13.6,18.0,0.6,18.9
2025-05-08 00:00:00Z,30.0,9.2,14.4,0.5,15.1
2025-05-08 01:00:00Z,27.1,10.2,13.7,0.6,14.7
2025-05-08 02:00:00Z,28.0,10.8,14.7,0.8,15.9
2025-05-08 03:00:00Z,26.3,12.9,13.7,0.5,14.5
2025-05-08 04:00:00Z,22.8,13.1,12.7,0.6,13.6
2025-05-08 05:00:00Z,22.9,15.1,14.2,1.2,16.2
2025-05-08 06:00:00Z,29.0,15.2,16.0,2.3,19.5
2025-05-08 07:00:00Z,31.3,18.0,16.3,3.1,21.0
2025-05-08 08:00:00Z,32.6,15.8,14.6,4.2,21.0
2025-05-08 09:00:00Z,26.3,16.0,14.0,4.0,20.2
2025-05-08 10:00:00Z,30.7,16.2,13.3,3.0,17.8
2025-05-08 11:00:00Z,25.8,13.8,15.2,2.8,19.3
2025-05-08 12:00:00Z,20.1,,16.3,2.8,20.7
2025-05-08 13:00:00Z,20.2,12.8,11.6,2.0,14.7
2025-05-08 14:00:00Z,20.8,10.7,13.5,2.0,16.6
2025-05-08 15:00:00Z,15.1,6.6,10.3,1.3,12.3
2025-05-08 16:00:00Z,19.6,5.6,12.7,1.7,15.3
2025-05-08 17:00:00Z,23.9,5.3,13.3,1.8,16.1
2025-05-08 18:00:00Z,19.8,4.9,14.8,1.6,17.2
2025-05-08 19:00:00Z,19.9,6.8,18.6,1.7,21.2
2025-05-08 20:00:00Z,21.2,7.9,19.8,0.6,20.7
2025-05-08 21:00:00Z,19.5,8.8,23.3,0.6,24.1
2025-05-08 22:00:00Z,22.7,7.5,16.5,0.6,17.3
2025-05-08 23:00:00Z,26.7,9.6,14.8,0.6,15.8
2025-05-09 00:00:00Z,27.2,13.8,15.1,0.7,16.2
2025-05-09 01:00:00Z,24.7,9.5,13.5,0.6,14.4
2025-05-09 02:00:00Z,24.5,8.5,12.1,0.6,13.0
2025-05-09 03:00:00Z,17.1,10.2,14.9,0.7,15.9
2025-05-09 04:00:00Z,13.4,9.8,19.6,1.3,21.6
2025-05-09 05:00:00Z,16.9,8.3,36.9,5.2,44.8
2025-05-09 06:00:00Z,20.4,8.9,42.7,11.5,60.2
2025-05-09 07:00:00Z,23.6,9.8,40.6,12.4,59.6
2025-05-09 08:00:00Z,26.7,7.5,34.8,11.7,52.8
2025-05-09 09:00:00Z,29.1,6.9,29.9,9.7,44.6
2025-05-09 10:00:00Z,27.8,12.0,27.8,7.4,39.3
2025-05-09 11:00:00Z,29.2,10.7,23.9,6.2,33.2
2025-05-09 12:00:00Z,24.7,10.3,20.8,3.6,26.2
2025-05-09 13:00:00Z,17.4,9.9,20.2,4.5,27.1
2025-05-09 14:00:00Z,21.4,11.0,20.1,3.9,26.0
2025-05-09 15:00:00Z,21.4,8.9,29.6,9.3,43.8
2025-05-09 16:00:00Z,30.5,7.3,28.2,7.8,40.1
2025-05-09 17:00:00Z,22.8,6.7,26.1,4.3,32.6
2025-05-09 18:00:00Z,19.5,10.1,28.5,7.0,39.2
2025-05-09 19:00:00Z,26.5,10.3,30.4,4.4,37.1
2025-05-09 20:00:00Z,29.2,15.6,33.5,4.0,39.7
2025-05-09 21:00:00Z,28.5,9.7,37.3,7.2,48.4
2025-05-09 22:00:00Z,22.3,8.9,42.3,4.6,49.3
2025-05-09 23:00:00Z,20.7,9.6,41.7,4.4,48.6
2025-05-10 00:00:00Z,20.6,6.8,37.3,3.5,42.7
2025-05-10 01:00:00Z,20.1,12.1,27.2,2.2,30.7
2025-05-10 02:00:00Z,13.2,7.5,22.2,1.8,24.9
2025-05-10 03:00:00Z,13.8,8.7,22.7,1.8,25.5
2025-05-10 04:00:00Z,15.1,6.2,25.8,2.7,30.0
2025-05-10 05:00:00Z,19.1,4.9,37.7,3.7,43.3
2025-05-10 06:00:00Z,23.0,12.8,47.3,8.7,60.7
2025-05-10 07:00:00Z,22.3,10.9,35.6,10.0,51.0
2025-05-10 08:00:00Z,14.2,10.3,25.1,6.6,35.1
2025-05-10 09:00:00Z,26.5,7.5,19.3,4.9,26.8
2025-05-10 10:00:00Z,20.7,8.7,18.5,4.3,25.2
2025-05-10 11:00:00Z,19.1,6.5,16.6,2.8,20.9
2025-05-10 12:00:00Z,26.1,7.4,19.3,4.6,26.2
2025-05-10 13:00:00Z,24.3,8.6,19.9,4.2,26.4
2025-05-10 14:00:00Z,19.8,10.3,14.7,2.4,18.3
2025-05-10 15:00:00Z,23.6,5.9,21.5,5.7,30.2
2025-05-10 16:00:00Z,17.3,7.9,25.4,5.2,33.3
2025-05-10 17:00:00Z,15.7,7.7,23.9,4.8,31.2
2025-05-10 18:00:00Z,15.1,9.6,24.6,3.1,29.3
2025-05-10 19:00:00Z,21.8,10.9,25.1,2.7,29.1
2025-05-10 20:00:00Z,23.1,13.2,31.4,3.6,36.9
2025-05-10 21:00:00Z,22.5,8.3,33.3,3.2,38.1
2025-05-10 22:00:00Z,19.6,12.1,34.2,5.2,42.1
2025-05-10 23:00:00Z,14.7,10.8,18.7,1.4,20.9
2025-05-11 00:00:00Z,14.0,9.3,16.6,1.3,18.5
2025-05-11 01:00:00Z,12.4,7.9,14.9,0.8,16.2
2025-05-11 02:00:00Z,12.6,7.0,16.1,1.6,18.6
2025-05-11 03:00:00Z,7.6,4.9,12.7,2.3,16.1
2025-05-11 04:00:00Z,14.2,6.5,12.4,1.4,14.4
2025-05-11 05:00:00Z,13.0,12.3,29.4,7.0,40.2
2025-05-11 06:00:00Z,22.6,7.5,33.6,12.8,53.1
2025-05-11 07:00:00Z,24.1,10.5,20.8,7.2,31.7
2025-05-11 08:00:00Z,18.3,9.3,26.0,13.2,46.2
2025-05-11 09:00:00Z,22.2,7.9,20.9,8.5,33.9
2025-05-11 10:00:00Z,17.8,7.7,20.1,9.1,34.1
2025-05-11 11:00:00Z,18.5,7.6,22.7,8.6,35.9
2025-05-11 12:00:00Z,16.0,10.8,16.5,5.4,24.8
2025-05-11 13:00:00Z,23.2,7.9,22.9,10.7,39.2
2025-05-11 14:00:00Z,21.9,8.2,18.9,7.2,30.0
2025-05-11 15:00:00Z,18.1,6.5,23.7,8.1,36.2
2025-05-11 16:00:00Z,17.5,5.9,20.8,6.7,31.0
2025-05-11 17:00:00Z,17.9,4.8,25.7,11.8,43.8
2025-05-11 18:00:00Z,16.2,8.4,24.9,8.2,37.4
2025-05-11 19:00:00Z,21.2,13.6,23.7,7.2,34.6
2025-05-11 20:00:00Z,13.6,11.9,13.4,3.8,19.3
2025-05-11 21:00:00Z,12.3,7.5,20.9,4.6,27.8
2025-05-11 22:00:00Z,11.2,6.1,25.2,5.9,34.3
2025-05-11 23:00:00Z,10.8,5.6,15.3,4.4,21.9
2025-05-12 00:00:00Z,8.8,4.6,9.7,2.7,13.9
2025-05-12 01:00:00Z,8.9,3.5,7.5,1.6,9.9
2025-05-12 02:00:00Z,7.3,1.8,7.8,2.3,11.2
2025-05-12 03:00:00Z,13.0,3.1,9.8,3.6,15.3
2025-05-12 04:00:00Z,10.1,5.3,13.0,3.8,18.8
2025-05-12 05:00:00Z,8.6,6.3,24.0,17.0,50.1
2025-05-12 06:00:00Z,19.8,3.6,32.4,21.4,65.1
2025-05-12 07:00:00Z,27.2,9.4,36.6,20.9,68.5
2025-05-12 08:00:00Z,28.7,8.8,38.4,22.1,72.4
2025-05-12 09:00:00Z,32.1,11.0,37.9,22.1,71.8
2025-05-12 10:00:00Z,24.0,13.6,35.3,21.4,68.1
2025-05-12 11:00:00Z,18.2,10.5,22.6,10.0,38.1
2025-05-12 12:00:00Z,30.5,19.1,25.9,11.7,43.8
2025-05-12 13:00:00Z,38.4,10.7,29.0,18.0,56.6
2025-05-12 14:00:00Z,22.9,9.8,27.0,15.5,50.6
2025-05-12 15:00:00Z,32.5,10.0,33.2,18.7,61.9
2025-05-12 16:00:00Z,17.0,7.1,24.4,12.6,43.8
2025-05-12 17:00:00Z,25.0,7.0,33.6,13.1,53.6
2025-05-12 18:00:00Z,23.8,8.1,35.6,7.1,46.5
2025-05-12 19:00:00Z,26.3,12.1,39.1,7.8,51.0
2025-05-12 20:00:00Z,18.1,12.9,33.8,4.3,40.4
2025-05-12 21:00:00Z,20.5,13.3,39.9,10.6,56.0
2025-05-12 22:00:00Z,16.4,8.7,38.1,8.7,51.4
2025-05-12 23:00:00Z,15.0,5.7,33.9,6.2,43.3
2025-05-13 00:00:00Z,16.1,5.9,31.8,8.0,44.0
2025-05-13 01:00:00Z,18.1,7.8,26.9,5.9,35.9
2025-05-13 02:00:00Z,14.8,5.7,30.6,6.1,40.0
2025-05-13 03:00:00Z,15.9,7.3,35.1,8.7,48.5
2025-05-13 04:00:00Z,19.4,9.9,42.5,13.7,63.5
2025-05-13 05:00:00Z,24.3,10.5,46.3,39.4,106.6
2025-05-13 06:00:00Z,26.5,15.6,48.4,60.1,140.5
2025-05-13 07:00:00Z,30.4,13.3,49.9,39.1,109.8
2025-05-13 08:00:00Z,36.2,12.3,51.8,24.6,89.5
2025-05-13 09:00:00Z,28.7,8.0,42.6,16.3,67.5
2025-05-13 10:00:00Z,27.0,9.2,31.5,6.6,41.5
2025-05-13 11:00:00Z,24.1,8.5,25.0,5.8,33.9
2025-05-13 12:00:00Z,24.5,6.3,28.2,7.7,40.0
2025-05-13 13:00:00Z,22.4,10.1,24.7,4.5,31.7
2025-05-13 14:00:00Z,16.8,8.5,18.2,3.0,22.8
2025-05-13 15:00:00Z,16.2,7.1,22.4,3.6,27.9
2025-05-13 16:00:00Z,28.5,4.4,25.0,3.8,30.8
2025-05-13 17:00:00Z,17.7,3.7,26.5,3.4,31.8
2025-05-13 18:00:00Z,14.9,6.8,38.3,7.1,49.1
2025-05-13 19:00:00Z,15.3,7.8,30.7,5.1,38.4
2025-05-13 20:00:00Z,13.7,9.8,30.2,1.0,31.7
2025-05-13 21:00:00Z,17.1,12.9,28.4,1.1,30.2
2025-05-13 22:00:00Z,18.0,11.8,28.1,1.3,30.1
2025-05-13 23:00:00Z,18.3,13.2,27.6,1.4,29.8
2025-05-14 00:00:00Z,20.8,9.4,34.9,2.9,39.2
2025-05-14 01:00:00Z,16.1,13.8,32.5,2.3,36.1
2025-05-14 02:00:00Z,21.7,14.1,35.4,2.7,39.5
2025-05-14 03:00:00Z,22.3,9.5,28.2,3.9,34.1
2025-05-14 04:00:00Z,20.5,8.6,33.6,3.7,39.3
2025-05-14 05:00:00Z,24.8,10.4,34.3,5.9,43.3
2025-05-14 06:00:00Z,24.4,15.4,43.5,14.9,66.2
2025-05-14 07:00:00Z,24.1,15.8,45.0,16.9,70.9
2025-05-14 08:00:00Z,33.3,20.2,48.0,18.8,76.9
2025-05-14 09:00:00Z,40.0,26.0,50.8,19.4,80.4
2025-05-14 10:00:00Z,44.3,27.4,53.6,17.0,79.6
2025-05-14 11:00:00Z,32.4,16.6,25.4,5.3,33.7
2025-05-14 12:00:00Z,23.1,16.1,23.0,4.0,29.2
2025-05-14 13:00:00Z,23.8,10.9,21.5,2.3,25.1
2025-05-14 14:00:00Z,22.0,10.7,20.4,3.6,26.0
2025-05-14 15:00:00Z,25.0,13.2,18.8,2.5,22.6
2025-05-14 16:00:00Z,28.7,22.8,21.3,1.8,24.0
2025-05-14 17:00:00Z,30.0,14.7,19.3,1.6,21.8
2025-05-14 18:00:00Z,25.4,14.9,16.7,0.9,18.0
2025-05-14 19:00:00Z,23.8,15.5,17.8,0.7,18.9
2025-05-14 20:00:00Z,26.1,13.1,17.9,0.5,18.6
2025-05-14 21:00:00Z,30.5,15.3,15.4,0.5,16.1
2025-05-14 22:00:00Z,27.8,12.4,14.7,0.7,15.8
2025-05-14 23:00:00Z,23.6,10.2,12.3,0.5,13.1
2025-05-15 00:00:00Z,17.1,7.6,10.3,0.6,11.2
2025-05-15 01:00:00Z,21.3,7.8,9.4,0.7,10.5
2025-05-15 02:00:00Z,20.4,7.7,7.7,0.4,8.2
2025-05-15 03:00:00Z,20.4,7.1,7.1,0.5,7.7
2025-05-15 04:00:00Z,22.7,9.1,7.2,0.5,8.0
2025-05-15 05:00:00Z,23.1,8.8,10.7,0.9,12.0
2025-05-15 06:00:00Z,27.7,11.5,12.1,1.6,14.6
2025-05-15 07:00:00Z,39.4,14.1,14.9,2.6,19.0
2025-05-15 08:00:00Z,35.0,11.6,18.9,4.6,25.9
2025-05-15 09:00:00Z,34.9,11.2,17.2,4.6,24.1
2025-05-15 10:00:00Z,33.5,13.3,11.2,2.3,14.7
2025-05-15 11:00:00Z,32.1,10.8,11.3,2.3,14.9
2025-05-15 12:00:00Z,34.3,9.6,10.7,2.4,14.2
2025-05-15 13:00:00Z,31.7,11.6,9.8,2.2,13.1
2025-05-15 14:00:00Z,39.1,13.1,10.0,2.3,13.5
2025-05-15 15:00:00Z,32.0,8.4,10.2,2.2,13.6
2025-05-15 16:00:00Z,27.4,9.3,10.4,1.9,13.4
2025-05-15 17:00:00Z,30.6,10.4,9.9,1.5,12.1
2025-05-15 18:00:00Z,29.0,12.9,10.6,1.3,12.6
2025-05-15 19:00:00Z,31.0,10.8,11.8,0.9,13.2
2025-05-15 20:00:00Z,28.2,11.5,12.4,0.6,13.2
2025-05-15 21:00:00Z,28.3,10.4,13.6,0.6,14.5
2025-05-15 22:00:00Z,22.0,10.5,11.4,0.5,12.2
2025-05-15 23:00:00Z,27.9,7.6,10.2,0.5,10.9
2025-05-16 00:00:00Z,27.2,8.4,9.2,0.5,9.9
2025-05-16 01:00:00Z,26.7,9.1,7.2,0.4,7.8
2025-05-16 02:00:00Z,21.9,9.0,7.9,0.4,8.6
2025-05-16 03:00:00Z,23.5,8.6,9.5,0.4,10.0
2025-05-16 04:00:00Z,23.0,8.3,12.5,0.6,13.5
2025-05-16 05:00:00Z,,,19.5,2.1,22.6
2025-05-16 06:00:00Z,,,23.6,4.8,31.1
2025-05-16 07:00:00Z,32.6,9.6,24.5,6.8,34.9
2025-05-16 08:00:00Z,28.3,9.7,22.0,7.0,32.7
2025-05-16 09:00:00Z,30.9,9.4,17.0,5.0,24.6
2025-05-16 10:00:00Z,32.6,9.3,19.8,5.7,28.6
2025-05-16 11:00:00Z,32.6,9.6,14.0,3.0,18.5
2025-05-16 12:00:00Z,30.0,7.2,11.8,2.0,14.9
2025-05-16 13:00:00Z,31.5,9.4,9.8,1.3,11.9
2025-05-16 14:00:00Z,39.1,6.5,11.5,1.8,14.2
2025-05-16 15:00:00Z,27.3,4.1,12.6,1.7,15.1
2025-05-16 16:00:00Z,23.7,3.4,10.8,1.6,13.3
2025-05-16 17:00:00Z,21.7,6.3,9.3,1.2,11.1
2025-05-16 18:00:00Z,16.7,5.4,9.1,0.9,10.4
2025-05-16 19:00:00Z,19.7,10.3,10.9,0.9,12.3
2025-05-16 20:00:00Z,26.9,8.0,10.1,0.5,10.8
2025-05-16 21:00:00Z,36.4,9.4,8.8,0.5,9.5
2025-05-16 22:00:00Z,26.9,8.0,9.2,0.5,9.9
2025-05-16 23:00:00Z,22.3,9.6,9.0,0.5,9.7
2025-05-17 00:00:00Z,21.5,7.1,6.8,0.4,7.4
2025-05-17 01:00:00Z,15.9,8.1,6.3,0.5,7.1
2025-05-17 02:00:00Z,14.5,8.2,4.9,0.2,5.2
2025-05-17 03:00:00Z,15.4,6.6,4.7,0.2,5.0
2025-05-17 04:00:00Z,15.1,8.5,4.2,0.2,4.5
2025-05-17 05:00:00Z,15.0,9.2,8.0,0.6,8.8
2025-05-17 06:00:00Z,18.4,7.4,9.1,0.8,10.2
2025-05-17 07:00:00Z,18.4,5.1,9.7,1.0,11.3
2025-05-17 08:00:00Z,20.8,8.8,11.6,1.4,13.7
2025-05-17 09:00:00Z,24.2,8.8,12.4,2.3,15.8
2025-05-17 10:00:00Z,29.0,11.8,10.7,1.5,13.1
2025-05-17 11:00:00Z,33.3,8.0,11.4,2.2,14.8
2025-05-17 12:00:00Z,24.0,11.1,12.4,2.3,16.0
2025-05-17 13:00:00Z,25.5,15.0,9.6,1.6,12.0
2025-05-17 14:00:00Z,25.5,8.4,9.7,1.6,12.2
2025-05-17 15:00:00Z,22.4,8.2,12.7,2.4,16.4
2025-05-17 16:00:00Z,23.6,12.5,13.0,1.6,15.5
2025-05-17 17:00:00Z,20.2,14.3,16.5,2.1,19.7
2025-05-17 18:00:00Z,28.9,14.2,15.7,1.4,17.9
2025-05-17 19:00:00Z,24.7,13.6,22.1,1.5,24.4
2025-05-17 20:00:00Z,23.6,9.8,21.1,0.8,22.3
2025-05-17 21:00:00Z,21.0,8.4,20.0,0.6,20.9
2025-05-17 22:00:00Z,22.0,8.3,19.6,0.9,20.9
2025-05-17 23:00:00Z,23.3,9.6,17.7,0.6,18.8
2025-05-18 00:00:00Z,17.7,12.0,17.6,0.6,18.5
2025-05-18 01:00:00Z,11.5,11.4,13.3,0.5,14.0
2025-05-18 02:00:00Z,17.4,7.5,12.9,0.9,14.2
2025-05-18 03:00:00Z,14.5,6.7,9.8,0.7,10.9
2025-05-18 04:00:00Z,13.0,4.4,10.3,0.6,11.3
2025-05-18 05:00:00Z,22.0,3.6,11.5,0.8,12.8
2025-05-18 06:00:00Z,17.9,3.8,15.2,1.8,18.1
2025-05-18 07:00:00Z,17.7,9.6,10.3,1.2,12.0
2025-05-18 08:00:00Z,20.7,12.5,7.5,0.8,8.7
2025-05-18 09:00:00Z,19.5,12.7,7.8,1.3,9.8
2025-05-18 10:00:00Z,20.4,9.1,12.7,3.6,18.3
2025-05-18 11:00:00Z,22.6,10.3,15.2,4.8,22.5
2025-05-18 12:00:00Z,19.1,10.3,10.5,2.2,13.8
2025-05-18 13:00:00Z,21.3,11.5,11.2,2.4,14.7
2025-05-18 14:00:00Z,21.9,9.3,10.2,1.5,12.5
2025-05-18 15:00:00Z,28.2,9.5,9.3,1.2,11.1
2025-05-18 16:00:00Z,19.4,9.0,16.9,3.6,22.3
2025-05-18 17:00:00Z,27.4,9.5,12.1,1.7,14.7
2025-05-18 18:00:00Z,17.4,8.3,12.4,1.4,14.6
2025-05-18 19:00:00Z,16.5,9.1,18.2,1.9,21.1
2025-05-18 20:00:00Z,22.8,11.6,22.5,2.2,25.9
2025-05-18 21:00:00Z,17.2,9.6,17.9,1.6,20.4
2025-05-18 22:00:00Z,18.0,10.4,20.5,2.2,23.9
2025-05-18 23:00:00Z,22.9,10.4,20.5,2.6,24.5
2025-05-19 00:00:00Z,15.0,11.6,21.6,1.7,24.2
2025-05-19 01:00:00Z,19.1,9.4,13.2,0.9,14.7
2025-05-19 02:00:00Z,15.2,7.7,12.9,1.1,14.5
2025-05-19 03:00:00Z,10.7,7.0,14.4,0.6,15.2
2025-05-19 04:00:00Z,14.6,6.1,21.4,0.8,22.6
2025-05-19 05:00:00Z,13.5,9.0,33.1,2.9,37.5
