,VITRY:PM10,VITRY:PM25,VITRY:NO2,VITRY:SO2,VITRY:NO,VITRY:NOX,VITRY:O3
,VITRY-SUR-SEINE,VITRY-SUR-SEINE,VITRY-SUR-SEINE,VITRY-SUR-SEINE,VITRY-SUR-SEINE,VITRY-SUR-SEINE,VITRY-SUR-SEINE
,VITRY,VITRY,VITRY,VITRY,VITRY,VITRY,VITRY
,PM 10 particules,"PM 2,5 particules",dioxyde d azote,dioxyde de soufre,monoxyde d azote,oxydes d azote,ozone
,PM10,PM25,NO2,SO2,NO,NOX,O3
,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3
2025-03-16 23:00:00Z,26.8,24.2,19.7,,0.8,21.0,57.2
2025-03-17 00:00:00Z,23.7,21.1,20.9,,0.7,22.0,56.0
2025-03-17 01:00:00Z,22.5,19.5,15.3,,0.4,15.9,58.7
2025-03-17 02:00:00Z,22.1,19.0,14.7,,0.3,15.2,57.2
2025-03-17 03:00:00Z,21.1,18.5,15.2,,0.3,15.8,55.2
2025-03-17 04:00:00Z,20.2,17.5,16.9,,0.6,17.9,51.1
2025-03-17 05:00:00Z,19.1,16.6,17.9,,1.1,19.6,48.5
2025-03-17 06:00:00Z,17.7,15.6,24.1,,1.3,26.1,42.1
2025-03-17 07:00:00Z,19.5,15.2,33.3,,3.6,38.7,34.9
2025-03-17 08:00:00Z,21.9,16.0,35.8,,8.6,49.1,35.2
2025-03-17 09:00:00Z,24.0,17.3,26.4,,8.3,39.1,44.7
2025-03-17 10:00:00Z,28.4,18.3,18.6,,5.9,27.6,54.0
2025-03-17 11:00:00Z,27.8,19.0,15.1,,4.6,22.2,61.0
2025-03-17 12:00:00Z,27.0,19.4,12.7,,3.5,18.0,68.0
2025-03-17 13:00:00Z,24.2,18.7,8.7,,1.7,11.2,80.3
2025-03-17 14:00:00Z,22.2,17.8,6.9,,1.0,8.3,86.8
2025-03-17 15:00:00Z,23.2,17.5,8.6,,1.2,10.4,86.8
2025-03-17 16:00:00Z,24.4,16.8,8.9,,1.0,10.4,87.4
2025-03-17 17:00:00Z,20.2,14.0,10.3,,0.8,11.6,88.5
2025-03-17 18:00:00Z,17.4,11.8,11.3,,0.2,11.7,84.5
2025-03-17 19:00:00Z,18.0,11.7,23.3,,0.2,23.8,67.1
2025-03-17 20:00:00Z,17.4,11.6,11.4,,0.1,11.6,77.5
2025-03-17 21:00:00Z,15.6,10.7,9.8,,0.1,10.0,73.8
2025-03-17 22:00:00Z,12.8,9.2,9.0,,0.1,9.3,72.5
2025-03-17 23:00:00Z,15.1,10.7,9.0,,0.1,9.2,70.7
2025-03-18 00:00:00Z,13.4,11.0,9.4,,0.1,9.6,68.0
2025-03-18 01:00:00Z,12.9,10.3,9.2,,0.1,9.3,65.8
2025-03-18 02:00:00Z,12.4,9.7,8.4,,0.1,8.6,65.4
2025-03-18 03:00:00Z,11.3,8.5,8.3,,0.1,8.5,64.7
2025-03-18 04:00:00Z,10.8,7.8,8.6,,0.1,8.8,63.2
2025-03-18 05:00:00Z,10.0,7.2,10.6,,0.3,11.0,60.1
2025-03-18 06:00:00Z,13.0,10.0,15.3,,0.2,15.6,54.6
2025-03-18 07:00:00Z,17.6,10.1,25.4,,1.8,28.0,44.1
2025-03-18 08:00:00Z,20.7,9.1,22.6,,4.1,28.8,47.1
2025-03-18 09:00:00Z,18.9,9.2,14.2,,3.5,19.7,57.1
2025-03-18 10:00:00Z,18.1,9.7,8.5,,2.2,11.9,62.9
2025-03-18 11:00:00Z,17.9,10.7,8.0,,2.1,11.3,64.5
2025-03-18 12:00:00Z,17.9,11.9,7.2,,1.9,10.0,67.5
2025-03-18 13:00:00Z,20.0,13.7,7.1,,1.6,9.6,71.8
2025-03-18 14:00:00Z,20.0,15.2,12.5,,9.5,27.0,69.3
2025-03-18 15:00:00Z,22.3,16.4,8.7,,1.6,11.2,74.2
2025-03-18 16:00:00Z,23.0,17.4,9.4,,1.3,11.3,77.2
2025-03-18 17:00:00Z,22.8,18.4,11.4,,0.9,12.7,78.4
2025-03-18 18:00:00Z,26.0,20.4,20.0,,0.5,20.8,69.9
2025-03-18 19:00:00Z,29.7,23.4,33.1,,0.2,33.6,53.1
2025-03-18 20:00:00Z,32.2,25.9,34.5,,0.4,35.2,48.3
2025-03-18 21:00:00Z,34.6,27.4,40.6,,0.4,41.2,42.0
2025-03-18 22:00:00Z,34.0,24.9,27.6,,0.3,28.1,54.0
2025-03-18 23:00:00Z,26.1,19.7,18.3,,0.4,18.9,58.1
2025-03-19 00:00:00Z,23.6,17.9,14.8,,0.4,15.4,56.1
2025-03-19 01:00:00Z,22.1,16.8,15.0,,0.4,15.6,53.8
2025-03-19 02:00:00Z,20.4,17.2,16.2,,0.5,16.8,48.4
2025-03-19 03:00:00Z,18.3,15.6,14.8,,0.5,15.6,46.6
2025-03-19 04:00:00Z,17.4,15.0,20.8,,0.6,21.8,37.6
2025-03-19 05:00:00Z,17.4,14.8,30.9,,1.5,33.2,26.9
2025-03-19 06:00:00Z,17.5,14.7,40.6,,2.7,44.8,18.6
2025-03-19 07:00:00Z,18.7,15.0,43.5,,7.6,55.2,16.9
2025-03-19 08:00:00Z,18.5,13.8,33.2,,8.6,46.4,34.1
2025-03-19 09:00:00Z,22.4,13.9,28.7,,10.1,44.3,42.5
2025-03-19 10:00:00Z,20.3,10.7,17.7,,5.2,25.7,60.5
2025-03-19 11:00:00Z,15.2,9.4,14.2,,3.8,20.1,68.7
2025-03-19 12:00:00Z,11.1,6.5,9.4,,2.0,12.6,82.1
2025-03-19 13:00:00Z,9.2,5.1,7.0,,1.3,9.0,90.4
2025-03-19 14:00:00Z,8.6,4.9,6.1,,0.9,7.4,95.1
2025-03-19 15:00:00Z,8.9,4.8,6.1,,0.6,7.2,97.0
2025-03-19 16:00:00Z,8.9,4.7,8.4,,0.7,9.5,95.2
2025-03-19 17:00:00Z,7.8,4.3,10.9,,0.8,12.1,91.1
2025-03-19 18:00:00Z,11.1,6.6,16.6,,0.4,17.2,83.7
2025-03-19 19:00:00Z,11.0,5.4,34.4,,0.6,35.3,64.6
2025-03-19 20:00:00Z,15.9,9.5,51.2,,0.6,52.1,41.7
2025-03-19 21:00:00Z,18.9,13.0,55.9,,0.9,57.2,31.0
2025-03-19 22:00:00Z,16.8,11.7,39.8,,0.5,40.6,40.9
2025-03-19 23:00:00Z,19.6,13.8,36.4,,0.6,37.3,44.0
2025-03-20 00:00:00Z,15.3,11.5,25.7,,0.4,26.2,51.4
2025-03-20 01:00:00Z,14.0,10.9,21.0,,0.3,21.6,53.7
2025-03-20 02:00:00Z,14.6,11.3,23.4,,0.4,24.0,47.6
2025-03-20 03:00:00Z,14.7,11.5,25.4,,0.5,26.2,41.3
2025-03-20 04:00:00Z,14.2,11.1,21.8,,0.5,22.6,40.2
2025-03-20 05:00:00Z,16.6,10.9,42.4,,2.8,46.7,17.5
2025-03-20 06:00:00Z,17.0,9.3,55.6,,16.3,80.5,5.7
2025-03-20 07:00:00Z,18.3,10.5,50.5,,18.7,79.1,7.6
2025-03-20 08:00:00Z,16.2,9.1,37.9,,14.1,59.5,24.8
2025-03-20 09:00:00Z,17.9,9.1,26.8,,10.3,42.6,40.9
2025-03-20 10:00:00Z,16.7,6.6,18.7,,6.0,27.9,56.9
2025-03-20 11:00:00Z,10.9,4.9,11.5,,2.9,16.0,71.0
2025-03-20 12:00:00Z,10.1,4.0,9.4,,2.1,12.7,78.1
2025-03-20 13:00:00Z,8.9,4.0,6.9,,1.4,9.0,84.4
2025-03-20 14:00:00Z,10.7,3.8,16.0,,12.9,35.8,79.0
2025-03-20 15:00:00Z,10.5,4.2,7.2,,0.8,8.5,89.2
2025-03-20 16:00:00Z,11.8,4.7,9.2,,0.8,10.5,87.1
2025-03-20 17:00:00Z,10.6,4.6,13.0,,0.7,14.1,84.8
2025-03-20 18:00:00Z,13.6,5.4,17.5,,0.3,18.1,77.6
2025-03-20 19:00:00Z,15.1,6.6,27.4,,0.3,27.9,62.8
2025-03-20 20:00:00Z,19.0,9.0,28.5,,0.5,29.3,56.0
2025-03-20 21:00:00Z,21.3,10.5,32.1,,0.4,32.7,51.3
2025-03-20 22:00:00Z,20.2,10.8,27.2,,0.4,27.8,51.3
2025-03-20 23:00:00Z,19.4,11.0,27.6,,0.4,28.2,48.1
2025-03-21 00:00:00Z,18.7,12.2,24.6,,0.4,25.2,48.7
2025-03-21 01:00:00Z,15.3,9.8,18.1,,0.3,18.6,53.8
2025-03-21 02:00:00Z,15.0,8.9,18.2,,0.4,18.8,50.2
2025-03-21 03:00:00Z,15.8,7.6,15.0,,0.2,15.4,54.4
2025-03-21 04:00:00Z,15.4,8.1,12.7,,0.2,13.1,56.1
2025-03-21 05:00:00Z,17.0,8.6,14.2,,0.3,14.6,54.2
2025-03-21 06:00:00Z,18.8,8.5,17.5,,0.4,18.0,50.2
2025-03-21 07:00:00Z,22.4,8.7,18.2,,0.7,19.4,49.6
2025-03-21 08:00:00Z,34.5,11.5,22.6,,2.5,26.4,45.9
2025-03-21 09:00:00Z,51.4,15.1,17.3,,2.8,21.6,54.3
2025-03-21 10:00:00Z,51.8,16.3,16.1,,3.1,20.9,55.5
2025-03-21 11:00:00Z,52.7,16.1,18.1,,3.3,23.2,56.3
2025-03-21 12:00:00Z,50.4,14.7,13.4,,1.9,16.3,65.0
2025-03-21 13:00:00Z,51.5,15.4,14.0,,2.8,18.3,63.1
2025-03-21 14:00:00Z,49.3,15.0,12.7,,1.7,15.5,72.2
2025-03-21 15:00:00Z,43.5,13.5,12.6,,1.2,14.5,76.3
2025-03-21 16:00:00Z,37.1,11.7,12.6,,0.9,14.1,76.0
2025-03-21 17:00:00Z,35.5,12.1,13.9,,0.5,14.6,72.1
2025-03-21 18:00:00Z,36.8,13.0,35.4,,1.0,37.0,45.2
2025-03-21 19:00:00Z,34.9,15.7,32.0,,1.1,33.8,42.0
2025-03-21 20:00:00Z,29.9,14.1,32.7,,0.8,33.9,39.9
2025-03-21 21:00:00Z,31.0,15.9,26.0,,0.8,27.1,43.0
2025-03-21 22:00:00Z,34.1,16.7,22.1,,0.6,22.9,45.9
2025-03-21 23:00:00Z,34.7,17.2,19.6,,0.5,20.3,43.9
2025-03-22 00:00:00Z,36.5,17.5,14.8,,0.3,15.3,51.8
2025-03-22 01:00:00Z,36.9,17.2,20.9,,0.6,21.8,38.2
2025-03-22 02:00:00Z,35.1,16.1,15.3,,0.4,15.9,45.6
2025-03-22 03:00:00Z,34.1,15.7,16.2,,0.4,16.8,41.8
2025-03-22 04:00:00Z,28.6,14.2,12.6,,0.5,13.3,43.0
2025-03-22 05:00:00Z,19.9,10.7,10.9,,0.3,11.4,49.3
2025-03-22 06:00:00Z,17.4,10.1,20.3,,0.6,21.2,39.8
2025-03-22 07:00:00Z,16.1,9.2,15.1,,0.6,16.1,42.1
2025-03-22 08:00:00Z,10.1,5.4,11.8,,0.7,12.9,49.6
2025-03-22 09:00:00Z,8.7,4.5,15.9,,1.5,18.2,48.8
2025-03-22 10:00:00Z,6.5,3.7,14.5,,1.8,17.4,51.7
2025-03-22 11:00:00Z,5.7,3.0,10.1,,3.1,14.9,65.3
2025-03-22 12:00:00Z,4.0,2.0,8.0,,1.9,10.9,75.8
2025-03-22 13:00:00Z,3.1,1.5,6.1,,1.0,7.7,83.6
2025-03-22 14:00:00Z,2.5,1.4,5.2,,0.7,6.3,88.5
2025-03-22 15:00:00Z,3.4,2.1,4.7,,0.5,5.5,91.0
2025-03-22 16:00:00Z,4.2,2.4,7.0,,0.6,7.9,86.5
2025-03-22 17:00:00Z,5.9,2.8,9.2,,0.3,9.7,82.2
2025-03-22 18:00:00Z,5.0,2.5,17.9,,0.4,18.4,65.3
2025-03-22 19:00:00Z,5.7,3.3,15.7,,0.3,16.2,62.1
2025-03-22 20:00:00Z,5.9,3.9,11.9,,0.3,12.2,71.1
2025-03-22 21:00:00Z,6.8,5.2,24.4,,0.4,25.1,60.7
2025-03-22 22:00:00Z,6.9,5.0,20.4,,0.4,21.0,58.6
2025-03-22 23:00:00Z,6.8,5.0,14.6,,0.3,15.0,58.1
2025-03-23 00:00:00Z,6.1,4.3,15.7,,0.4,16.3,54.6
2025-03-23 01:00:00Z,5.1,3.8,11.9,,0.3,12.4,57.2
2025-03-23 02:00:00Z,4.5,2.9,9.6,,0.2,9.9,59.4
2025-03-23 03:00:00Z,4.4,2.7,11.0,,0.2,11.4,56.0
2025-03-23 04:00:00Z,3.9,2.5,8.0,,0.1,8.3,57.8
2025-03-23 05:00:00Z,4.2,2.4,8.8,,0.1,9.0,55.9
2025-03-23 06:00:00Z,4.4,2.2,9.1,,0.2,9.4,53.7
2025-03-23 07:00:00Z,3.1,1.7,7.7,,0.4,8.3,56.8
2025-03-23 08:00:00Z,2.7,1.6,6.9,,0.5,7.4,58.2
2025-03-23 09:00:00Z,3.0,1.8,7.0,,0.6,8.0,57.3
2025-03-23 10:00:00Z,3.3,2.5,8.5,,1.3,10.6,56.8
2025-03-23 11:00:00Z,2.4,1.7,10.0,,2.0,13.2,58.0
2025-03-23 12:00:00Z,1.8,1.2,8.2,,1.4,10.4,68.5
2025-03-23 13:00:00Z,2.3,1.4,8.6,,1.5,11.1,73.3
2025-03-23 14:00:00Z,2.1,1.4,8.1,,1.2,10.1,69.2
2025-03-23 15:00:00Z,2.4,1.7,6.0,,1.0,7.5,79.0
2025-03-23 16:00:00Z,3.1,2.0,6.0,,0.6,6.9,84.6
2025-03-23 17:00:00Z,2.2,1.2,8.4,,0.6,9.2,81.1
2025-03-23 18:00:00Z,2.0,1.2,16.2,,0.6,17.2,72.5
2025-03-23 19:00:00Z,4.2,2.9,22.2,,0.4,22.9,56.0
2025-03-23 20:00:00Z,6.8,5.5,31.0,,0.6,31.9,43.8
2025-03-23 21:00:00Z,8.2,7.1,21.6,,0.4,22.4,51.0
2025-03-23 22:00:00Z,8.5,7.0,19.3,,0.5,19.9,51.5
2025-03-23 23:00:00Z,7.4,6.0,32.6,,0.6,33.4,32.4
2025-03-24 00:00:00Z,8.5,7.5,28.8,,0.6,29.9,33.7
2025-03-24 01:00:00Z,8.5,7.5,25.6,,0.5,26.3,34.1
2025-03-24 02:00:00Z,9.8,8.5,24.7,,0.5,25.5,27.9
2025-03-24 03:00:00Z,9.1,7.9,24.6,,0.5,25.4,25.4
2025-03-24 04:00:00Z,9.0,7.8,28.5,,1.0,30.1,17.2
2025-03-24 05:00:00Z,11.6,9.3,30.0,,4.7,37.3,4.3
2025-03-24 06:00:00Z,14.0,10.6,32.8,,16.8,58.6,0.7
2025-03-24 07:00:00Z,18.3,13.0,35.2,,58.7,125.2,1.9
2025-03-24 08:00:00Z,30.3,20.8,51.8,,85.4,182.6,3.9
2025-03-24 09:00:00Z,30.6,21.0,46.8,,42.2,111.4,8.7
2025-03-24 10:00:00Z,27.2,20.4,44.6,,33.2,95.6,20.3
2025-03-24 11:00:00Z,19.9,15.2,35.1,,13.2,55.3,41.7
2025-03-24 12:00:00Z,12.2,9.1,14.8,,4.9,22.3,67.9
2025-03-24 13:00:00Z,8.7,5.8,11.6,,3.2,16.5,74.8
2025-03-24 14:00:00Z,7.7,4.5,10.3,,2.4,13.9,78.8
2025-03-24 15:00:00Z,8.0,3.7,10.8,,1.6,13.2,78.3
2025-03-24 16:00:00Z,11.2,5.6,29.7,,2.4,33.4,55.2
2025-03-24 17:00:00Z,15.1,7.6,29.0,,2.8,33.3,52.6
2025-03-24 18:00:00Z,12.0,7.5,21.4,,1.7,24.0,59.0
2025-03-24 19:00:00Z,12.4,8.1,19.8,,1.0,21.4,56.8
2025-03-24 20:00:00Z,14.0,10.9,21.4,,0.9,22.9,47.8
2025-03-24 21:00:00Z,29.9,25.4,32.3,,1.1,34.0,24.7
2025-03-24 22:00:00Z,45.3,39.3,31.9,,1.4,34.1,18.0
2025-03-24 23:00:00Z,50.4,44.9,24.1,,1.2,26.0,24.7
2025-03-25 00:00:00Z,53.5,48.0,18.4,,0.9,19.9,34.0
2025-03-25 01:00:00Z,49.5,44.9,14.0,,0.5,14.8,40.7
2025-03-25 02:00:00Z,47.7,43.7,11.6,,0.4,12.3,45.4
2025-03-25 03:00:00Z,48.6,44.7,11.7,,0.5,12.3,44.0
2025-03-25 04:00:00Z,48.7,44.3,12.0,,0.5,12.9,46.0
2025-03-25 05:00:00Z,45.8,41.7,12.0,,0.6,12.9,48.1
2025-03-25 06:00:00Z,48.5,43.6,17.3,,1.0,18.8,46.2
2025-03-25 07:00:00Z,46.7,41.0,18.3,,1.9,21.1,57.6
2025-03-25 08:00:00Z,49.5,41.2,21.9,,3.4,27.1,58.6
2025-03-25 09:00:00Z,59.3,45.0,23.8,,5.2,31.8,60.6
2025-03-25 10:00:00Z,56.7,43.5,21.4,,5.0,29.0,66.8
2025-03-25 11:00:00Z,55.4,42.4,19.7,,5.1,27.6,71.2
2025-03-25 12:00:00Z,53.5,41.6,17.5,,4.5,24.4,75.7
2025-03-25 13:00:00Z,50.6,40.3,15.5,,3.8,21.4,79.4
2025-03-25 14:00:00Z,44.7,35.3,12.4,,2.6,16.4,86.9
2025-03-25 15:00:00Z,38.4,31.2,11.6,,2.2,15.0,89.7
2025-03-25 16:00:00Z,35.7,28.0,10.7,,1.6,13.1,87.1
2025-03-25 17:00:00Z,36.6,28.9,14.0,,1.6,16.4,78.8
2025-03-25 18:00:00Z,33.7,28.0,18.3,,1.7,21.0,73.3
2025-03-25 19:00:00Z,38.6,32.2,22.7,,1.6,25.2,63.6
2025-03-25 20:00:00Z,46.3,39.8,24.9,,1.3,27.0,58.1
2025-03-25 21:00:00Z,43.1,37.6,20.2,,0.7,21.3,65.9
2025-03-25 22:00:00Z,49.9,43.2,19.3,,0.7,20.6,66.2
2025-03-25 23:00:00Z,53.0,46.5,16.4,,0.4,17.0,67.5
2025-03-26 00:00:00Z,47.3,39.5,11.8,,0.4,12.4,73.0
2025-03-26 01:00:00Z,39.0,33.8,11.8,,0.2,12.1,71.1
2025-03-26 02:00:00Z,37.7,32.1,12.5,,0.2,12.8,68.4
2025-03-26 03:00:00Z,38.2,32.4,12.5,,0.3,13.0,65.2
2025-03-26 04:00:00Z,35.4,31.4,13.2,,0.3,13.7,58.3
2025-03-26 05:00:00Z,37.0,32.5,15.4,,0.5,16.2,52.5
2025-03-26 06:00:00Z,33.6,30.8,17.5,,1.2,19.3,47.0
2025-03-26 07:00:00Z,32.5,29.9,25.5,,2.2,28.9,32.5
2025-03-26 08:00:00Z,27.4,24.9,29.4,,5.0,37.0,26.7
2025-03-26 09:00:00Z,24.9,21.5,26.0,,5.8,34.8,26.4
2025-03-26 10:00:00Z,28.1,23.2,22.9,,5.4,31.2,29.5
2025-03-26 11:00:00Z,30.3,20.9,22.3,,6.9,32.9,31.8
2025-03-26 12:00:00Z,20.8,16.5,23.3,,5.6,31.9,31.2
2025-03-26 13:00:00Z,20.1,14.0,17.8,,5.7,26.6,42.5
2025-03-26 14:00:00Z,21.3,15.9,14.4,,3.7,20.1,52.5
2025-03-26 15:00:00Z,17.0,12.5,10.3,,2.6,14.3,67.0
2025-03-26 16:00:00Z,17.6,13.5,13.5,,2.4,17.2,69.1
2025-03-26 17:00:00Z,20.1,15.5,16.2,,2.5,20.1,68.3
2025-03-26 18:00:00Z,23.1,17.7,22.9,,3.3,27.8,60.0
2025-03-26 19:00:00Z,27.7,21.5,26.0,,1.3,28.0,47.7
2025-03-26 20:00:00Z,25.4,20.7,23.2,,0.7,24.4,39.4
2025-03-26 21:00:00Z,23.7,19.9,21.5,,0.9,23.0,36.3
2025-03-26 22:00:00Z,21.9,17.5,18.6,,0.7,19.6,39.7
2025-03-26 23:00:00Z,19.9,15.4,20.5,,0.6,21.5,38.4
2025-03-27 00:00:00Z,19.6,15.3,28.4,,1.3,30.6,31.1
2025-03-27 01:00:00Z,20.3,15.7,29.3,,0.9,30.6,30.0
2025-03-27 02:00:00Z,19.9,15.6,20.6,,0.6,21.6,37.7
2025-03-27 03:00:00Z,21.0,16.0,20.7,,0.5,21.5,35.9
2025-03-27 04:00:00Z,20.7,16.4,19.5,,0.9,20.8,34.4
2025-03-27 05:00:00Z,20.8,16.3,22.4,,0.9,23.8,31.1
2025-03-27 06:00:00Z,21.5,16.9,32.5,,2.6,36.5,21.1
2025-03-27 07:00:00Z,23.8,18.1,38.5,,9.5,53.1,16.8
2025-03-27 08:00:00Z,27.6,20.2,34.0,,15.4,57.6,22.8
2025-03-27 09:00:00Z,30.9,23.4,25.8,,11.3,43.2,33.6
2025-03-27 10:00:00Z,29.0,22.3,15.4,,5.6,24.0,54.4
2025-03-27 11:00:00Z,26.2,20.1,10.6,,3.2,15.5,64.0
2025-03-27 12:00:00Z,30.0,22.5,11.0,,3.3,16.0,66.8
2025-03-27 13:00:00Z,31.8,24.4,11.9,,3.3,17.0,70.9
2025-03-27 14:00:00Z,29.0,24.0,13.2,,3.3,18.2,74.4
2025-03-27 15:00:00Z,32.8,25.2,18.8,,4.4,25.4,71.8
2025-03-27 16:00:00Z,36.8,27.9,21.9,,4.2,28.4,71.9
2025-03-27 17:00:00Z,34.6,26.7,23.9,,3.5,29.4,73.0
2025-03-27 18:00:00Z,35.3,26.6,31.7,,2.8,35.9,66.3
2025-03-27 19:00:00Z,36.5,28.9,35.9,,0.8,37.0,55.3
2025-03-27 20:00:00Z,40.9,32.3,47.7,,1.4,49.8,37.4
2025-03-27 21:00:00Z,40.0,32.2,40.3,,0.8,41.5,43.5
2025-03-27 22:00:00Z,40.4,32.5,43.9,,0.8,45.2,37.0
2025-03-27 23:00:00Z,41.6,33.5,49.5,,1.2,51.4,27.9
2025-03-28 00:00:00Z,40.4,32.3,50.5,,2.0,53.6,21.7
2025-03-28 01:00:00Z,44.1,34.3,63.2,,2.9,67.8,7.5
2025-03-28 02:00:00Z,42.2,35.9,50.2,,1.2,52.1,9.2
2025-03-28 03:00:00Z,40.0,34.5,45.1,,1.6,47.7,8.2
2025-03-28 04:00:00Z,39.9,33.6,36.3,,1.6,38.7,20.2
2025-03-28 05:00:00Z,38.4,32.8,28.1,,1.0,29.6,30.9
2025-03-28 06:00:00Z,33.4,29.1,24.5,,0.8,25.7,40.4
2025-03-28 07:00:00Z,22.6,18.4,21.6,,1.7,24.3,40.1
2025-03-28 08:00:00Z,13.5,8.9,22.1,,3.1,26.9,43.4
2025-03-28 09:00:00Z,16.6,10.8,21.4,,4.2,27.8,43.1
2025-03-28 10:00:00Z,18.5,12.9,16.9,,3.2,21.8,59.0
2025-03-28 11:00:00Z,23.4,17.7,14.8,,3.9,20.6,57.6
2025-03-28 12:00:00Z,21.8,16.8,11.1,,3.1,16.0,73.7
2025-03-28 13:00:00Z,19.9,14.9,10.7,,2.0,13.7,78.6
2025-03-28 14:00:00Z,16.2,10.7,9.5,,2.0,12.6,76.2
2025-03-28 15:00:00Z,10.4,6.2,9.8,,1.7,12.5,71.8
2025-03-28 16:00:00Z,6.9,3.8,11.1,,2.2,14.4,65.0
2025-03-28 17:00:00Z,4.9,3.3,14.7,,2.2,18.2,54.7
2025-03-28 18:00:00Z,5.5,4.4,20.0,,3.2,24.8,42.7
2025-03-28 19:00:00Z,9.2,7.1,13.8,,1.2,15.5,71.0
2025-03-28 20:00:00Z,14.2,10.5,17.5,,0.9,18.7,65.5
2025-03-28 21:00:00Z,16.0,11.3,17.7,,1.0,19.2,61.0
2025-03-28 22:00:00Z,15.7,10.3,14.3,,0.6,15.2,67.4
2025-03-28 23:00:00Z,14.1,9.1,10.5,,0.2,10.9,74.6
2025-03-29 00:00:00Z,17.9,11.8,9.9,,0.2,10.4,73.0
2025-03-29 01:00:00Z,15.1,9.5,9.5,,0.2,9.8,70.8
2025-03-29 02:00:00Z,14.3,8.5,10.6,,0.2,11.0,65.4
2025-03-29 03:00:00Z,13.1,7.7,12.4,,0.2,12.8,59.2
2025-03-29 04:00:00Z,11.6,7.0,14.1,,0.3,14.6,55.7
2025-03-29 05:00:00Z,11.4,7.0,14.9,,0.4,15.6,54.3
2025-03-29 06:00:00Z,12.3,7.9,19.7,,0.5,20.5,49.1
2025-03-29 07:00:00Z,12.9,8.6,20.7,,1.7,23.3,49.7
2025-03-29 08:00:00Z,13.4,8.0,15.2,,2.6,19.3,59.5
2025-03-29 09:00:00Z,11.9,7.1,12.5,,3.0,17.1,64.7
2025-03-29 10:00:00Z,9.6,6.0,10.0,,2.6,14.0,71.6
2025-03-29 11:00:00Z,8.5,5.2,9.6,,2.5,13.3,74.4
2025-03-29 12:00:00Z,9.3,5.2,9.0,,2.2,12.4,75.6
2025-03-29 13:00:00Z,8.2,4.7,6.9,,1.6,9.4,79.9
2025-03-29 14:00:00Z,7.4,4.3,7.4,,1.7,10.0,81.8
2025-03-29 15:00:00Z,8.0,4.6,8.0,,1.7,10.6,82.7
2025-03-29 16:00:00Z,7.9,4.6,7.9,,1.5,10.2,85.1
2025-03-29 17:00:00Z,7.5,4.2,9.4,,1.5,11.6,84.4
2025-03-29 18:00:00Z,7.1,4.0,11.1,,1.0,12.7,83.5
2025-03-29 19:00:00Z,8.4,5.7,16.5,,0.7,17.5,75.7
2025-03-29 20:00:00Z,10.6,6.1,20.0,,0.6,21.1,66.7
2025-03-29 21:00:00Z,10.0,6.7,25.8,,0.5,26.5,51.0
2025-03-29 22:00:00Z,13.6,9.9,46.2,,2.4,49.9,26.3
2025-03-29 23:00:00Z,17.2,13.2,42.3,,1.3,44.3,24.8
2025-03-30 00:00:00Z,18.0,13.5,64.6,,9.7,79.4,4.4
2025-03-30 01:00:00Z,12.8,9.5,49.7,,3.1,54.4,17.5
2025-03-30 02:00:00Z,9.0,6.1,31.0,,0.5,32.0,42.3
2025-03-30 03:00:00Z,7.3,5.4,28.1,,0.4,28.8,45.1
2025-03-30 04:00:00Z,7.7,5.2,19.5,,0.3,19.9,51.8
2025-03-30 05:00:00Z,8.7,5.9,23.2,,0.4,23.9,46.5
2025-03-30 06:00:00Z,8.6,6.0,24.6,,1.1,26.2,43.5
2025-03-30 07:00:00Z,10.3,7.1,17.8,,1.0,19.4,53.5
2025-03-30 08:00:00Z,9.6,6.3,12.0,,1.4,14.3,59.6
2025-03-30 09:00:00Z,6.7,4.5,10.6,,1.6,13.1,62.1
2025-03-30 10:00:00Z,4.8,3.4,8.2,,1.6,10.6,64.5
2025-03-30 11:00:00Z,5.0,3.7,7.1,,1.7,9.8,62.4
2025-03-30 12:00:00Z,4.1,3.1,5.7,,1.7,8.3,67.0
2025-03-30 13:00:00Z,3.4,2.5,4.2,,1.1,5.9,75.2
2025-03-30 14:00:00Z,3.5,2.5,5.2,,1.1,6.9,76.2
2025-03-30 15:00:00Z,5.9,4.2,5.8,,1.2,7.7,81.1
2025-03-30 16:00:00Z,10.0,7.5,5.8,,1.0,7.3,85.1
2025-03-30 17:00:00Z,11.5,8.8,7.2,,1.0,8.6,82.7
2025-03-30 18:00:00Z,11.5,8.4,9.3,,0.7,10.4,77.5
2025-03-30 19:00:00Z,12.0,7.8,10.8,,0.5,11.5,73.4
2025-03-30 20:00:00Z,14.0,9.2,12.1,,0.3,12.7,70.0
2025-03-30 21:00:00Z,15.7,10.8,15.3,,0.4,15.9,66.6
2025-03-30 22:00:00Z,17.9,12.2,19.0,,0.3,19.6,61.6
2025-03-30 23:00:00Z,18.5,12.8,20.6,,0.5,21.4,57.4
2025-03-31 00:00:00Z,19.4,13.5,18.7,,0.4,19.4,54.9
2025-03-31 01:00:00Z,19.1,13.5,13.7,,0.2,14.1,58.2
2025-03-31 02:00:00Z,19.1,13.3,14.5,,0.3,14.9,55.8
2025-03-31 03:00:00Z,20.3,13.9,17.0,,0.3,17.4,51.7
