,ELYS:PM10,ELYS:PM25,ELYS:NO2,ELYS:NO,ELYS:NOX
,Avenue des Champs Elysées,Avenue des Champs Elysées,Avenue des Champs Elysées,Avenue des Champs Elysées,Avenue des Champs Elysées
,ELYS,ELYS,ELYS,ELYS,ELYS
,PM 10 particules,"PM 2,5 particules",dioxyde d azote,monoxyde d azote,oxydes d azote
,PM10,PM25,NO2,NO,NOX
,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3
2025-03-25 10:00:00Z,,33.1,21.3,9.2,35.3
2025-03-25 11:00:00Z,,38.9,17.3,8.9,31.0
2025-03-25 12:00:00Z,,,20.0,14.0,41.4
2025-03-25 13:00:00Z,,,15.9,9.3,30.1
2025-03-25 14:00:00Z,,,18.5,13.1,38.5
2025-03-25 15:00:00Z,,26.1,16.5,8.6,29.7
2025-03-25 16:00:00Z,,28.5,19.2,10.5,35.2
2025-03-25 17:00:00Z,,28.4,20.9,8.9,34.6
2025-03-25 18:00:00Z,,27.3,25.2,9.1,39.2
2025-03-25 19:00:00Z,,38.4,30.8,10.1,46.4
2025-03-25 20:00:00Z,,32.7,37.9,16.9,63.9
2025-03-25 21:00:00Z,,34.1,29.2,10.5,45.2
2025-03-25 22:00:00Z,,39.4,29.2,9.6,43.8
2025-03-25 23:00:00Z,,36.7,21.4,4.5,28.1
2025-03-26 00:00:00Z,,27.3,14.7,2.7,18.8
2025-03-26 01:00:00Z,,23.5,13.8,3.5,19.0
2025-03-26 02:00:00Z,,25.9,12.2,2.3,15.6
2025-03-26 03:00:00Z,,30.3,13.3,2.7,17.4
2025-03-26 04:00:00Z,,34.4,12.9,2.9,17.4
2025-03-26 05:00:00Z,,26.0,13.7,2.5,17.6
2025-03-26 06:00:00Z,,32.0,21.3,3.3,26.4
2025-03-26 07:00:00Z,,30.3,30.6,5.9,39.6
2025-03-26 08:00:00Z,,18.8,31.5,8.6,44.6
2025-03-26 09:00:00Z,,23.4,19.9,4.3,26.6
2025-03-26 10:00:00Z,,9.8,17.5,5.8,26.4
2025-03-26 11:00:00Z,,19.4,25.9,12.6,45.4
2025-03-26 12:00:00Z,,13.2,23.3,14.8,46.0
2025-03-26 13:00:00Z,,11.5,18.7,7.2,29.7
2025-03-26 14:00:00Z,,10.3,12.6,8.1,25.1
2025-03-26 15:00:00Z,,13.2,12.3,4.8,19.7
2025-03-26 16:00:00Z,,10.5,12.6,3.9,18.6
2025-03-26 17:00:00Z,,13.0,17.6,4.1,23.9
2025-03-26 18:00:00Z,,13.4,21.8,2.8,26.1
2025-03-26 19:00:00Z,,15.6,21.8,1.3,23.9
2025-03-26 20:00:00Z,,19.7,25.4,1.5,27.7
2025-03-26 21:00:00Z,,13.0,24.3,1.9,27.2
2025-03-26 22:00:00Z,,15.8,24.5,1.4,26.6
2025-03-26 23:00:00Z,,14.7,24.5,1.5,26.8
2025-03-27 00:00:00Z,,17.8,24.4,1.6,27.0
2025-03-27 01:00:00Z,,13.7,23.5,1.1,25.1
2025-03-27 02:00:00Z,,14.0,26.5,1.1,28.4
2025-03-27 03:00:00Z,,18.8,19.7,1.1,21.4
2025-03-27 04:00:00Z,,18.5,20.1,2.4,23.8
2025-03-27 05:00:00Z,,17.0,25.8,1.6,28.3
2025-03-27 06:00:00Z,,16.4,35.2,3.5,40.4
2025-03-27 07:00:00Z,,20.9,38.4,14.7,60.9
2025-03-27 08:00:00Z,,23.2,35.1,17.2,61.5
2025-03-27 09:00:00Z,,21.8,35.2,22.8,70.1
2025-03-27 10:00:00Z,,18.3,27.3,13.1,47.2
2025-03-27 11:00:00Z,,17.5,20.5,10.6,36.6
2025-03-27 12:00:00Z,,20.8,21.5,10.6,37.8
2025-03-27 13:00:00Z,,17.9,20.3,11.5,38.0
2025-03-27 14:00:00Z,,13.4,14.3,6.7,24.5
2025-03-27 15:00:00Z,,18.7,15.1,6.2,24.5
2025-03-27 16:00:00Z,,16.4,17.6,4.5,24.5
2025-03-27 17:00:00Z,,17.3,21.7,6.3,31.3
2025-03-27 18:00:00Z,,27.3,23.3,3.4,28.6
2025-03-27 19:00:00Z,,23.6,27.1,3.4,32.5
2025-03-27 20:00:00Z,,24.4,41.4,2.6,45.4
2025-03-27 21:00:00Z,,31.0,48.1,3.9,54.2
2025-03-27 22:00:00Z,,29.9,58.5,13.6,79.4
2025-03-27 23:00:00Z,,30.0,65.2,15.5,88.9
2025-03-28 00:00:00Z,,36.2,64.0,16.1,88.8
2025-03-28 01:00:00Z,,30.6,44.8,8.4,57.7
2025-03-28 02:00:00Z,,27.8,31.9,5.9,41.0
2025-03-28 03:00:00Z,,30.5,27.7,7.1,38.4
2025-03-28 04:00:00Z,,33.1,22.9,4.1,29.2
2025-03-28 05:00:00Z,,31.1,21.9,5.2,29.9
2025-03-28 06:00:00Z,,24.7,24.2,7.3,35.3
2025-03-28 07:00:00Z,,6.7,25.1,14.6,47.5
2025-03-28 08:00:00Z,,7.0,26.7,16.0,51.2
2025-03-28 09:00:00Z,,14.6,28.7,17.0,54.6
2025-03-28 10:00:00Z,,18.3,27.0,19.8,57.2
2025-03-28 11:00:00Z,,18.5,19.9,13.3,40.3
2025-03-28 12:00:00Z,,12.1,18.3,14.0,39.8
2025-03-28 13:00:00Z,,9.3,20.0,13.4,40.5
2025-03-28 14:00:00Z,,7.6,13.9,8.6,27.0
2025-03-28 15:00:00Z,,10.8,21.9,17.3,48.4
2025-03-28 16:00:00Z,,8.2,18.2,11.7,36.1
2025-03-28 17:00:00Z,,7.4,23.3,14.4,45.4
2025-03-28 18:00:00Z,,10.4,26.3,17.6,53.1
2025-03-28 19:00:00Z,,7.8,25.9,8.5,38.9
2025-03-28 20:00:00Z,,12.9,30.2,12.1,48.7
2025-03-28 21:00:00Z,,11.6,26.2,6.6,36.3
2025-03-28 22:00:00Z,,17.9,22.9,9.8,37.8
2025-03-28 23:00:00Z,,12.7,18.3,6.9,28.8
2025-03-29 00:00:00Z,,11.3,17.7,4.8,25.0
2025-03-29 01:00:00Z,,11.6,22.8,11.7,40.8
2025-03-29 02:00:00Z,,14.7,22.1,9.7,37.0
2025-03-29 03:00:00Z,,11.9,18.9,6.1,28.2
2025-03-29 04:00:00Z,,9.5,17.7,3.4,22.9
2025-03-29 05:00:00Z,,6.5,18.6,4.0,24.7
2025-03-29 06:00:00Z,,11.6,23.0,3.9,29.0
2025-03-29 07:00:00Z,,9.2,26.7,9.4,41.2
2025-03-29 08:00:00Z,,12.0,19.1,5.9,28.1
2025-03-29 09:00:00Z,,9.4,15.4,7.4,26.8
2025-03-29 10:00:00Z,,6.9,11.0,5.9,20.2
2025-03-29 11:00:00Z,,6.9,10.4,5.1,18.1
2025-03-29 12:00:00Z,,8.8,10.9,6.3,20.7
2025-03-29 13:00:00Z,,6.4,9.5,5.3,17.6
2025-03-29 14:00:00Z,,9.8,10.5,7.0,21.4
2025-03-29 15:00:00Z,,9.3,12.2,8.5,25.1
2025-03-29 16:00:00Z,,12.6,13.1,7.6,24.6
2025-03-29 17:00:00Z,,7.9,16.2,7.9,28.3
2025-03-29 18:00:00Z,,11.4,22.0,10.2,37.5
2025-03-29 19:00:00Z,,12.6,27.0,7.0,37.7
2025-03-29 20:00:00Z,,13.5,33.7,9.0,47.5
2025-03-29 21:00:00Z,,12.7,37.4,11.0,54.4
2025-03-29 22:00:00Z,,18.8,43.9,14.1,65.4
2025-03-29 23:00:00Z,,13.2,65.2,30.1,111.3
2025-03-30 00:00:00Z,,14.4,59.7,28.3,103.1
2025-03-30 01:00:00Z,,8.6,43.2,20.0,73.9
2025-03-30 02:00:00Z,,9.0,37.3,13.1,57.3
2025-03-30 03:00:00Z,,7.1,25.7,7.3,37.0
2025-03-30 04:00:00Z,,6.4,20.2,11.5,37.7
2025-03-30 05:00:00Z,,11.5,22.0,3.6,27.7
2025-03-30 06:00:00Z,,9.6,15.7,2.6,19.6
2025-03-30 07:00:00Z,,5.7,15.5,4.2,22.0
2025-03-30 08:00:00Z,,5.3,17.6,5.8,26.6
2025-03-30 09:00:00Z,,5.4,11.5,6.4,21.2
2025-03-30 10:00:00Z,,6.8,9.4,4.6,16.4
2025-03-30 11:00:00Z,,5.0,12.4,8.9,25.9
2025-03-30 12:00:00Z,,6.9,9.5,6.2,19.1
2025-03-30 13:00:00Z,,8.2,9.3,5.0,16.9
2025-03-30 14:00:00Z,,7.3,11.3,6.9,21.9
2025-03-30 15:00:00Z,,11.0,13.5,8.6,26.7
2025-03-30 16:00:00Z,,21.4,14.2,7.8,26.3
2025-03-30 17:00:00Z,,12.2,15.0,8.1,27.4
2025-03-30 18:00:00Z,,8.4,17.9,6.3,27.6
2025-03-30 19:00:00Z,,11.7,23.6,8.8,37.1
2025-03-30 20:00:00Z,,16.0,22.4,5.6,31.0
2025-03-30 21:00:00Z,,8.5,25.2,5.4,33.6
2025-03-30 22:00:00Z,,16.8,28.7,4.8,36.2
2025-03-30 23:00:00Z,,10.3,27.5,10.5,43.6
2025-03-31 00:00:00Z,,13.7,26.5,4.8,33.8
2025-03-31 01:00:00Z,,12.1,20.6,5.4,28.8
2025-03-31 02:00:00Z,,15.3,21.2,3.8,27.0
2025-03-31 03:00:00Z,,18.6,25.1,8.0,37.4
2025-03-31 04:00:00Z,,13.1,28.9,9.7,43.8
2025-03-31 05:00:00Z,,12.8,42.5,15.0,65.6
2025-03-31 06:00:00Z,,21.9,53.6,31.7,102.2
2025-03-31 07:00:00Z,,16.0,45.3,18.2,73.3
2025-03-31 08:00:00Z,,13.6,25.0,7.8,36.9
2025-03-31 09:00:00Z,,15.1,17.4,6.1,26.8
2025-03-31 10:00:00Z,,17.4,15.9,6.4,25.8
2025-03-31 11:00:00Z,,16.3,16.8,9.4,31.2
2025-03-31 12:00:00Z,,14.7,13.7,6.3,23.3
2025-03-31 13:00:00Z,,10.1,12.7,5.5,21.2
2025-03-31 14:00:00Z,,13.5,11.0,3.3,16.0
2025-03-31 15:00:00Z,,17.3,11.3,2.8,15.5
2025-03-31 16:00:00Z,,15.3,11.6,2.7,15.6
2025-03-31 17:00:00Z,,13.7,11.9,2.1,15.0
2025-03-31 18:00:00Z,,10.5,13.0,1.4,15.1
2025-03-31 19:00:00Z,,13.3,18.4,1.0,20.0
2025-03-31 20:00:00Z,,15.7,21.9,1.1,23.6
2025-03-31 21:00:00Z,,10.4,25.0,1.1,26.8
2025-03-31 22:00:00Z,,16.6,27.7,1.2,29.5
2025-03-31 23:00:00Z,,15.4,26.2,1.1,28.0
2025-04-01 00:00:00Z,,12.7,22.8,1.2,24.6
2025-04-01 01:00:00Z,,12.3,18.3,1.1,19.9
2025-04-01 02:00:00Z,,10.3,18.1,1.8,20.8
2025-04-01 03:00:00Z,,13.7,17.1,2.1,20.3
2025-04-01 04:00:00Z,,9.7,19.6,1.2,21.4
2025-04-01 05:00:00Z,,14.6,26.2,1.5,28.6
2025-04-01 06:00:00Z,,16.7,37.0,2.9,41.5
2025-04-01 07:00:00Z,,17.3,36.7,8.4,49.6
2025-04-01 08:00:00Z,,15.2,30.4,9.7,45.3
2025-04-01 09:00:00Z,,15.4,21.7,9.3,35.7
2025-04-01 10:00:00Z,,17.3,14.7,5.9,23.6
2025-04-01 11:00:00Z,,13.9,10.5,4.2,16.9
2025-04-01 12:00:00Z,,13.9,8.8,2.5,12.6
2025-04-01 13:00:00Z,,13.5,9.2,3.0,13.7
2025-04-01 14:00:00Z,,17.0,8.9,2.5,12.9
2025-04-01 15:00:00Z,,19.9,8.2,2.2,11.7
2025-04-01 16:00:00Z,,14.9,8.6,1.8,11.3
2025-04-01 17:00:00Z,,35.5,9.9,2.7,14.0
2025-04-01 18:00:00Z,,18.0,9.8,1.7,12.5
2025-04-01 19:00:00Z,,8.2,13.6,1.3,15.6
2025-04-01 20:00:00Z,,7.5,13.2,1.2,15.1
2025-04-01 21:00:00Z,,9.1,14.3,1.4,16.5
2025-04-01 22:00:00Z,,7.5,14.5,1.0,16.1
2025-04-01 23:00:00Z,,15.5,15.7,1.0,17.3
2025-04-02 00:00:00Z,,5.0,10.1,1.0,11.5
2025-04-02 01:00:00Z,,1.9,9.6,0.9,10.9
2025-04-02 02:00:00Z,,5.3,9.2,1.0,10.7
2025-04-02 03:00:00Z,,6.7,9.7,0.9,11.2
2025-04-02 04:00:00Z,,7.9,13.2,2.6,17.2
2025-04-02 05:00:00Z,,7.3,18.1,1.2,20.0
2025-04-02 06:00:00Z,,8.9,27.2,3.4,32.3
2025-04-02 07:00:00Z,,11.0,28.0,5.2,35.9
2025-04-02 08:00:00Z,,11.6,20.5,5.9,29.5
2025-04-02 09:00:00Z,,12.6,14.6,5.6,23.1
2025-04-02 10:00:00Z,,8.3,13.4,7.1,24.2
2025-04-02 11:00:00Z,,11.6,11.2,5.4,19.5
2025-04-02 12:00:00Z,,,12.1,5.7,20.8
2025-04-02 13:00:00Z,,,10.3,3.5,15.7
2025-04-02 14:00:00Z,,,9.7,2.6,13.8
2025-04-02 15:00:00Z,,,10.1,2.9,14.5
2025-04-02 16:00:00Z,,,10.9,3.4,15.9
2025-04-02 17:00:00Z,,,12.5,3.3,17.6
2025-04-02 18:00:00Z,,,15.4,2.9,19.9
2025-04-02 19:00:00Z,,,19.8,1.2,21.7
2025-04-02 20:00:00Z,,,22.3,1.3,24.2
2025-04-02 21:00:00Z,,,21.2,1.6,23.7
2025-04-02 22:00:00Z,,,22.0,2.8,26.3
2025-04-02 23:00:00Z,,,27.9,1.7,30.6
2025-04-03 00:00:00Z,,,30.8,2.1,34.0
2025-04-03 01:00:00Z,,,34.9,3.3,40.0
2025-04-03 02:00:00Z,,,33.2,4.4,40.0
2025-04-03 03:00:00Z,,,29.9,3.3,35.0
2025-04-03 04:00:00Z,,,18.8,1.7,21.4
2025-04-03 05:00:00Z,,,29.9,3.5,35.3
2025-04-03 06:00:00Z,,,37.4,3.7,42.9
2025-04-03 07:00:00Z,,,42.6,9.3,56.9
2025-04-03 08:00:00Z,,,38.5,17.1,64.8
2025-04-03 09:00:00Z,,,30.6,16.5,55.9
2025-04-03 10:00:00Z,,,24.3,14.3,46.5
2025-04-03 11:00:00Z,,,17.0,9.9,32.1
2025-04-03 12:00:00Z,,,14.8,8.8,28.5
2025-04-03 13:00:00Z,,,15.4,8.0,27.6
2025-04-03 14:00:00Z,,,16.7,8.9,30.2
2025-04-03 15:00:00Z,,,17.9,12.2,36.7
2025-04-03 16:00:00Z,,,21.0,8.4,33.8
2025-04-03 17:00:00Z,,,23.4,5.8,32.4
2025-04-03 18:00:00Z,,,29.4,7.4,40.7
2025-04-03 19:00:00Z,,,45.9,6.5,55.9
2025-04-03 20:00:00Z,,,53.6,4.7,60.7
2025-04-03 21:00:00Z,,,65.9,8.5,79.0
2025-04-03 22:00:00Z,,,51.4,4.7,58.6
2025-04-03 23:00:00Z,,,41.1,5.1,49.0
2025-04-04 00:00:00Z,,,26.7,2.7,30.8
2025-04-04 01:00:00Z,,,36.0,3.5,41.5
2025-04-04 02:00:00Z,,,41.5,5.5,50.0
2025-04-04 03:00:00Z,,,34.5,6.8,45.0
2025-04-04 04:00:00Z,,,40.2,10.3,56.0
2025-04-04 05:00:00Z,,,24.5,4.7,31.7
2025-04-04 06:00:00Z,,,40.5,6.3,50.3
2025-04-04 07:00:00Z,,,53.6,8.8,67.0
2025-04-04 08:00:00Z,,,48.1,9.9,63.3
2025-04-04 09:00:00Z,,,39.4,16.9,65.1
2025-04-04 10:00:00Z,,,32.9,19.8,63.3
2025-04-04 11:00:00Z,,,24.3,9.4,38.7
2025-04-04 12:00:00Z,,,15.3,3.9,21.4
2025-04-04 13:00:00Z,,,14.0,4.4,20.7
2025-04-04 14:00:00Z,,,12.4,4.2,18.8
2025-04-04 15:00:00Z,,,13.0,3.3,18.1
2025-04-04 16:00:00Z,,,15.5,5.2,23.4
2025-04-04 17:00:00Z,,,15.9,3.0,20.4
2025-04-04 18:00:00Z,,,15.4,1.6,17.9
2025-04-04 19:00:00Z,,,22.4,1.0,23.9
2025-04-04 20:00:00Z,,,33.6,1.2,35.3
2025-04-04 21:00:00Z,,,47.1,5.6,55.8
2025-04-04 22:00:00Z,,,41.2,1.6,43.6
2025-04-04 23:00:00Z,,,34.7,1.5,37.0
2025-04-05 00:00:00Z,,,30.2,1.5,32.5
2025-04-05 01:00:00Z,,,32.4,1.8,35.2
2025-04-05 02:00:00Z,,,24.9,1.9,27.9
2025-04-05 03:00:00Z,,,30.7,1.7,33.2
2025-04-05 04:00:00Z,,,29.4,2.2,32.7
2025-04-05 05:00:00Z,,,34.8,1.9,37.8
2025-04-05 06:00:00Z,,,39.8,1.8,42.6
2025-04-05 07:00:00Z,,,38.9,5.3,47.1
2025-04-05 08:00:00Z,,,27.8,5.5,36.2
2025-04-05 09:00:00Z,,,25.0,5.4,33.1
2025-04-05 10:00:00Z,,,21.6,7.2,32.7
2025-04-05 11:00:00Z,,,20.2,4.4,26.9
2025-04-05 12:00:00Z,,,13.7,4.2,20.1
2025-04-05 13:00:00Z,,,10.5,2.2,13.9
2025-04-05 14:00:00Z,,,10.1,3.4,15.3
2025-04-05 15:00:00Z,,,11.8,2.7,15.9
2025-04-05 16:00:00Z,,,11.7,2.4,15.3
2025-04-05 17:00:00Z,,,13.0,2.3,16.6
2025-04-05 18:00:00Z,,,14.0,1.0,15.5
2025-04-05 19:00:00Z,,,20.9,1.5,23.2
2025-04-05 20:00:00Z,,,22.2,1.0,23.7
2025-04-05 21:00:00Z,,,21.9,1.4,24.1
2025-04-05 22:00:00Z,,,17.1,1.4,19.4
2025-04-05 23:00:00Z,,,20.9,5.0,28.6
2025-04-06 00:00:00Z,,,18.2,2.1,21.4
2025-04-06 01:00:00Z,,,16.0,1.7,18.5
2025-04-06 02:00:00Z,,,13.9,0.9,15.3
2025-04-06 03:00:00Z,,,14.0,2.6,18.1
2025-04-06 04:00:00Z,,,13.4,0.9,14.7
2025-04-06 05:00:00Z,,,16.6,1.1,18.2
2025-04-06 06:00:00Z,,,17.4,1.4,19.6
2025-04-06 07:00:00Z,,,17.5,2.1,20.8
2025-04-06 08:00:00Z,,,14.5,2.9,19.0
2025-04-06 09:00:00Z,,,8.9,2.4,12.6
2025-04-06 10:00:00Z,,,8.8,2.2,12.2
2025-04-06 11:00:00Z,,,8.5,2.9,12.9
2025-04-06 12:00:00Z,,,7.9,2.1,11.1
2025-04-06 13:00:00Z,,,7.2,1.7,9.8
2025-04-06 14:00:00Z,,,7.7,2.3,11.2
2025-04-06 15:00:00Z,,,8.3,2.2,11.6
2025-04-06 16:00:00Z,,,9.2,1.7,11.7
2025-04-06 17:00:00Z,,,10.3,1.6,12.8
2025-04-06 18:00:00Z,,,10.9,1.5,13.1
2025-04-06 19:00:00Z,,,12.6,1.2,14.4
2025-04-06 20:00:00Z,,,15.0,1.1,16.6
2025-04-06 21:00:00Z,,,16.1,1.2,17.9
2025-04-06 22:00:00Z,,,17.1,1.0,18.6
2025-04-06 23:00:00Z,,,18.9,1.1,20.7
2025-04-07 00:00:00Z,,,17.9,1.0,19.4
2025-04-07 01:00:00Z,,,14.9,1.1,16.6
2025-04-07 02:00:00Z,,,11.6,1.8,14.3
2025-04-07 03:00:00Z,,,10.6,1.4,12.9
2025-04-07 04:00:00Z,,,17.1,1.0,18.6
2025-04-07 05:00:00Z,,,29.6,4.0,35.8
2025-04-07 06:00:00Z,,,32.2,7.8,44.1
2025-04-07 07:00:00Z,,,41.8,10.8,58.4
2025-04-07 08:00:00Z,,,32.8,10.1,48.4
2025-04-07 09:00:00Z,,,25.6,10.0,41.0
2025-04-07 10:00:00Z,,,24.5,9.0,38.3
2025-04-07 11:00:00Z,,,22.4,8.3,35.1
2025-04-07 12:00:00Z,,,12.9,3.5,18.3
2025-04-07 13:00:00Z,,,13.4,3.1,18.2
2025-04-07 14:00:00Z,,,19.1,7.4,30.4
2025-04-07 15:00:00Z,,,18.0,5.8,26.9
2025-04-07 16:00:00Z,,,16.9,7.9,29.1
2025-04-07 17:00:00Z,,,14.8,3.4,19.9
2025-04-07 18:00:00Z,,,14.9,2.3,18.5
2025-04-07 19:00:00Z,,,18.4,1.3,20.4
2025-04-07 20:00:00Z,,,23.6,1.3,25.6
2025-04-07 21:00:00Z,,,32.3,1.2,34.1
2025-04-07 22:00:00Z,,,31.5,1.1,33.3
2025-04-07 23:00:00Z,,,37.7,1.8,40.6
2025-04-08 00:00:00Z,,,35.5,2.3,39.1
2025-04-08 01:00:00Z,,,27.5,4.5,34.4
2025-04-08 02:00:00Z,,,24.3,2.1,27.4
2025-04-08 03:00:00Z,,,19.9,2.7,24.0
2025-04-08 04:00:00Z,,,27.2,2.7,31.4
2025-04-08 05:00:00Z,,,35.0,2.1,38.2
2025-04-08 06:00:00Z,,,54.6,8.4,67.6
2025-04-08 07:00:00Z,,,61.2,25.7,100.7
2025-04-08 08:00:00Z,,,58.1,28.4,101.6
2025-04-08 09:00:00Z,,,57.2,33.5,108.6
2025-04-08 10:00:00Z,,,41.4,14.9,64.3
2025-04-08 11:00:00Z,,,35.7,12.4,54.6
2025-04-08 12:00:00Z,,,20.9,4.9,28.4
2025-04-08 13:00:00Z,,,14.9,5.3,23.0
2025-04-08 14:00:00Z,,,16.4,6.7,26.8
2025-04-08 15:00:00Z,,,18.1,6.8,28.5
2025-04-08 16:00:00Z,,,16.2,4.3,22.8
2025-04-08 17:00:00Z,,,19.2,3.8,24.9
2025-04-08 18:00:00Z,,,17.4,1.9,20.1
2025-04-08 19:00:00Z,,,21.6,2.1,24.7
2025-04-08 20:00:00Z,,,29.3,4.9,36.9
2025-04-08 21:00:00Z,,,38.3,2.2,41.8
2025-04-08 22:00:00Z,,,38.9,5.0,46.5
2025-04-08 23:00:00Z,,,42.9,7.2,54.0
2025-04-09 00:00:00Z,,,37.0,3.9,43.1
2025-04-09 01:00:00Z,,,21.9,3.8,27.7
2025-04-09 02:00:00Z,,,19.6,1.6,22.2
2025-04-09 03:00:00Z,,,23.1,2.8,27.4
2025-04-09 04:00:00Z,,,28.3,4.0,34.4
2025-04-09 05:00:00Z,,,37.4,7.9,49.5
2025-04-09 06:00:00Z,,,46.3,14.8,69.0
2025-04-09 07:00:00Z,,,36.3,11.2,53.6
2025-04-09 08:00:00Z,,,28.3,10.0,43.6
2025-04-09 09:00:00Z,,,30.4,17.3,57.0
2025-04-09 10:00:00Z,,,29.3,12.9,49.1
2025-04-09 11:00:00Z,,26.1,21.5,7.5,33.0
2025-04-09 12:00:00Z,,26.5,18.3,7.6,30.0
2025-04-09 13:00:00Z,,35.5,15.9,5.0,23.5
2025-04-09 14:00:00Z,,30.5,14.1,3.8,20.1
2025-04-09 15:00:00Z,,30.6,13.7,2.6,17.7
2025-04-09 16:00:00Z,,29.7,16.5,3.4,21.8
2025-04-09 17:00:00Z,,35.8,14.7,1.7,17.2
2025-04-09 18:00:00Z,,32.3,17.3,2.2,20.6
2025-04-09 19:00:00Z,,23.2,17.7,1.5,19.9
2025-04-09 20:00:00Z,,21.2,24.6,2.8,28.9
2025-04-09 21:00:00Z,,23.8,21.3,1.7,23.9
2025-04-09 22:00:00Z,,23.8,21.3,2.0,24.4
2025-04-09 23:00:00Z,,22.8,21.0,3.2,25.7
2025-04-10 00:00:00Z,,25.6,18.4,4.7,25.6
2025-04-10 01:00:00Z,,24.1,15.3,2.3,18.9
2025-04-10 02:00:00Z,,16.3,14.3,1.7,16.9
2025-04-10 03:00:00Z,,21.3,14.6,1.6,17.0
2025-04-10 04:00:00Z,,19.6,15.6,2.2,19.2
2025-04-10 05:00:00Z,,21.5,21.9,3.5,27.3
2025-04-10 06:00:00Z,,21.3,27.6,4.1,33.8
2025-04-10 07:00:00Z,,16.7,23.9,4.8,31.2
2025-04-10 08:00:00Z,,25.5,22.0,8.8,35.5
2025-04-10 09:00:00Z,,22.8,19.5,9.4,34.0
2025-04-10 10:00:00Z,,23.6,17.4,8.9,31.0
2025-04-10 11:00:00Z,,33.3,17.8,12.9,37.5
2025-04-10 12:00:00Z,,29.4,17.9,10.0,33.2
2025-04-10 13:00:00Z,,22.4,17.2,11.0,34.1
2025-04-10 14:00:00Z,,19.3,15.1,7.9,27.2
2025-04-10 15:00:00Z,,27.5,16.5,8.7,29.9
2025-04-10 16:00:00Z,,19.8,17.0,6.9,27.5
2025-04-10 17:00:00Z,,30.6,14.9,3.2,19.9
2025-04-10 18:00:00Z,,22.8,17.0,1.8,19.7
2025-04-10 19:00:00Z,,24.2,20.6,1.8,23.4
2025-04-10 20:00:00Z,,21.1,23.7,1.4,25.7
2025-04-10 21:00:00Z,,15.8,22.4,1.5,24.7
2025-04-10 22:00:00Z,,16.0,24.2,2.0,27.3
2025-04-10 23:00:00Z,,15.6,22.7,1.3,24.8
2025-04-11 00:00:00Z,,14.4,19.9,1.1,21.5
2025-04-11 01:00:00Z,,14.5,16.4,1.3,18.3
2025-04-11 02:00:00Z,,20.4,16.4,2.0,19.6
2025-04-11 03:00:00Z,,20.8,18.4,2.0,21.5
2025-04-11 04:00:00Z,,18.7,23.3,4.3,30.0
2025-04-11 05:00:00Z,,21.8,31.2,2.4,34.9
2025-04-11 06:00:00Z,,24.6,41.3,4.2,47.7
2025-04-11 07:00:00Z,,26.0,38.0,8.1,50.4
2025-04-11 08:00:00Z,,27.4,36.6,14.1,58.2
2025-04-11 09:00:00Z,,27.1,39.5,20.8,71.5
2025-04-11 10:00:00Z,,25.8,26.6,12.1,45.0
2025-04-11 11:00:00Z,,25.4,17.4,5.3,25.5
2025-04-11 12:00:00Z,,24.2,17.0,8.0,29.2
2025-04-11 13:00:00Z,,30.4,18.7,8.9,32.4
2025-04-11 14:00:00Z,,25.4,15.7,4.5,22.5
2025-04-11 15:00:00Z,,26.0,18.2,7.4,29.6
2025-04-11 16:00:00Z,,29.5,20.6,9.3,34.8
2025-04-11 17:00:00Z,,31.1,17.1,4.2,23.4
2025-04-11 18:00:00Z,,26.7,13.7,1.7,16.4
2025-04-11 19:00:00Z,,22.1,19.7,1.2,21.5
2025-04-11 20:00:00Z,,13.1,23.3,1.1,25.0
2025-04-11 21:00:00Z,,16.2,23.7,1.6,26.3
2025-04-11 22:00:00Z,,22.8,29.1,2.1,32.3
2025-04-11 23:00:00Z,,27.8,50.3,7.1,61.1
2025-04-12 00:00:00Z,,18.9,35.4,3.4,40.7
2025-04-12 01:00:00Z,,21.9,45.0,14.5,67.3
2025-04-12 02:00:00Z,,18.9,54.8,4.9,62.4
2025-04-12 03:00:00Z,,20.9,51.1,8.1,63.5
2025-04-12 04:00:00Z,,16.5,30.9,3.6,36.4
2025-04-12 05:00:00Z,,13.9,33.5,2.6,37.5
2025-04-12 06:00:00Z,,21.0,44.4,8.6,57.5
2025-04-12 07:00:00Z,,17.7,33.5,5.5,41.8
2025-04-12 08:00:00Z,,15.8,23.2,6.8,33.7
2025-04-12 09:00:00Z,,19.3,33.0,12.6,52.2
2025-04-12 10:00:00Z,,17.7,23.6,8.4,36.5
2025-04-12 11:00:00Z,,19.6,21.5,14.2,43.3
2025-04-12 12:00:00Z,,19.4,16.8,6.7,27.2
2025-04-12 13:00:00Z,,15.2,15.4,7.4,26.7
2025-04-12 14:00:00Z,,31.2,12.4,4.2,18.9
2025-04-12 15:00:00Z,,23.1,15.0,9.8,30.0
2025-04-12 16:00:00Z,,16.2,14.6,5.3,22.7
2025-04-12 17:00:00Z,,18.6,17.7,7.0,28.5
2025-04-12 18:00:00Z,,10.7,20.0,7.8,32.0
2025-04-12 19:00:00Z,,7.9,22.6,10.8,39.0
2025-04-12 20:00:00Z,,6.5,18.6,7.2,29.6
2025-04-12 21:00:00Z,,8.5,19.2,4.7,26.5
2025-04-12 22:00:00Z,,6.9,17.6,7.1,28.4
2025-04-12 23:00:00Z,,5.7,18.5,6.1,27.8
