,RN6:PM10,RN6:PM25,RN6:NO2,RN6:NO,RN6:NOX
,Route Nationale 6 - MELUN,Route Nationale 6 - MELUN,Route Nationale 6 - MELUN,Route Nationale 6 - MELUN,Route Nationale 6 - MELUN
,RN6,RN6,RN6,RN6,RN6
,PM 10 particules,"PM 2,5 particules",dioxyde d azote,monoxyde d azote,oxydes d azote
,PM10,PM25,NO2,NO,NOX
,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3
2025-03-03 17:00:00Z,24.5,11.2,38.1,28.5,81.7
2025-03-03 18:00:00Z,25.8,13.2,65.3,50.2,142.4
2025-03-03 19:00:00Z,36.6,16.9,82.9,46.3,153.9
2025-03-03 20:00:00Z,56.5,33.6,76.0,88.3,211.3
2025-03-03 21:00:00Z,59.1,39.4,69.0,89.9,206.8
2025-03-03 22:00:00Z,47.8,38.3,61.8,61.7,156.3
2025-03-03 23:00:00Z,50.1,32.8,51.4,59.7,142.9
2025-03-04 00:00:00Z,46.2,36.9,47.7,59.6,139.1
2025-03-04 01:00:00Z,43.4,28.6,42.7,30.1,88.9
2025-03-04 02:00:00Z,43.3,38.0,37.6,33.4,88.8
2025-03-04 03:00:00Z,41.5,34.5,33.8,29.5,78.9
2025-03-04 04:00:00Z,43.2,29.2,32.5,33.8,84.2
2025-03-04 05:00:00Z,37.5,29.5,31.4,26.3,71.9
2025-03-04 06:00:00Z,48.1,35.9,41.3,88.9,177.5
2025-03-04 07:00:00Z,54.5,39.4,42.2,118.3,223.5
2025-03-04 08:00:00Z,66.8,35.2,47.5,125.5,239.9
2025-03-04 09:00:00Z,44.5,24.8,53.6,98.7,204.9
2025-03-04 10:00:00Z,45.8,23.9,48.6,75.6,164.6
2025-03-04 11:00:00Z,42.8,23.5,50.0,72.2,160.7
2025-03-04 12:00:00Z,41.9,21.7,44.2,47.6,117.1
2025-03-04 13:00:00Z,34.1,17.9,40.6,35.3,94.7
2025-03-04 14:00:00Z,36.0,14.0,39.0,32.2,88.4
2025-03-04 15:00:00Z,30.8,19.2,49.2,42.4,114.3
2025-03-04 16:00:00Z,30.8,17.2,48.4,34.1,100.8
2025-03-04 17:00:00Z,35.0,18.6,81.9,87.6,216.2
2025-03-04 18:00:00Z,46.6,30.0,100.0,156.1,339.4
2025-03-04 19:00:00Z,84.4,44.7,98.9,174.1,365.9
2025-03-04 20:00:00Z,69.4,44.9,82.2,123.8,271.9
2025-03-04 21:00:00Z,61.4,46.6,71.1,106.7,234.7
2025-03-04 22:00:00Z,50.6,29.0,61.3,59.8,152.9
2025-03-04 23:00:00Z,50.2,33.5,51.8,58.1,140.9
2025-03-05 00:00:00Z,50.3,43.7,48.4,30.7,95.4
2025-03-05 01:00:00Z,41.4,34.9,39.0,23.2,74.4
2025-03-05 02:00:00Z,45.6,36.4,31.5,10.0,47.0
2025-03-05 03:00:00Z,52.7,32.3,30.1,23.7,66.5
2025-03-05 04:00:00Z,40.2,36.9,28.4,27.2,70.0
2025-03-05 05:00:00Z,56.7,43.5,38.2,83.0,165.6
2025-03-05 06:00:00Z,64.0,40.4,43.5,133.1,247.5
2025-03-05 07:00:00Z,60.1,33.8,41.1,160.5,287.2
2025-03-05 08:00:00Z,66.6,36.4,40.6,185.3,324.8
2025-03-05 09:00:00Z,74.4,37.1,41.1,153.7,276.8
2025-03-05 10:00:00Z,51.0,31.3,39.5,88.0,174.5
2025-03-05 11:00:00Z,51.5,23.3,53.2,87.1,186.8
2025-03-05 12:00:00Z,41.5,16.8,51.3,56.2,137.5
2025-03-05 13:00:00Z,28.2,14.0,47.1,45.7,117.2
2025-03-05 14:00:00Z,34.6,17.5,48.4,47.3,121.0
2025-03-05 15:00:00Z,31.8,18.5,49.0,41.6,112.8
2025-03-05 16:00:00Z,19.8,11.5,56.9,48.3,131.0
2025-03-05 17:00:00Z,19.5,11.8,67.6,69.5,174.0
2025-03-05 18:00:00Z,42.0,14.5,105.6,147.2,331.2
2025-03-05 19:00:00Z,48.9,18.4,95.8,144.5,317.4
2025-03-05 20:00:00Z,51.9,32.6,77.5,98.1,227.9
2025-03-05 21:00:00Z,37.0,18.4,67.0,52.2,146.9
2025-03-05 22:00:00Z,37.6,25.8,51.2,31.0,98.6
2025-03-05 23:00:00Z,39.3,29.0,49.8,41.5,113.4
2025-03-06 00:00:00Z,31.2,22.3,35.0,14.3,56.9
2025-03-06 01:00:00Z,31.7,23.3,32.8,13.6,53.8
2025-03-06 02:00:00Z,34.2,23.9,32.9,10.3,48.7
2025-03-06 03:00:00Z,,22.3,28.5,14.7,51.1
2025-03-06 04:00:00Z,,22.4,26.2,16.7,51.8
2025-03-06 05:00:00Z,36.0,19.4,37.7,48.3,111.7
2025-03-06 06:00:00Z,41.4,19.2,43.5,87.0,177.0
2025-03-06 07:00:00Z,53.8,26.9,59.5,176.0,329.5
2025-03-06 08:00:00Z,64.9,29.4,69.7,230.8,423.6
2025-03-06 09:00:00Z,57.4,19.1,67.1,170.4,328.5
2025-03-06 10:00:00Z,36.5,14.6,56.9,77.4,175.5
2025-03-06 11:00:00Z,36.3,10.8,46.2,44.7,114.8
2025-03-06 12:00:00Z,30.1,11.9,46.8,43.9,114.1
2025-03-06 13:00:00Z,34.0,9.5,46.7,39.7,107.6
2025-03-06 14:00:00Z,22.2,8.7,57.5,56.3,143.8
2025-03-06 15:00:00Z,16.4,3.2,53.4,46.0,123.9
2025-03-06 16:00:00Z,20.8,3.8,59.9,57.1,147.4
2025-03-06 17:00:00Z,15.1,5.9,63.5,58.6,153.4
2025-03-06 18:00:00Z,32.2,5.3,86.6,109.4,254.4
2025-03-06 19:00:00Z,43.9,29.8,83.8,104.1,243.4
2025-03-06 20:00:00Z,44.9,26.0,81.6,100.2,235.3
2025-03-06 21:00:00Z,34.0,19.1,59.5,55.0,143.9
2025-03-06 22:00:00Z,44.9,21.4,56.2,59.0,146.6
2025-03-06 23:00:00Z,42.6,22.8,48.0,34.7,101.3
2025-03-07 00:00:00Z,33.0,20.7,42.6,27.5,84.8
2025-03-07 01:00:00Z,21.8,12.3,32.9,13.9,54.4
2025-03-07 02:00:00Z,22.7,11.4,32.0,14.2,53.9
2025-03-07 03:00:00Z,20.3,10.3,35.2,15.0,58.2
2025-03-07 04:00:00Z,22.4,10.3,42.8,30.4,89.5
2025-03-07 05:00:00Z,27.9,13.1,54.1,69.6,160.9
2025-03-07 06:00:00Z,42.4,17.9,69.0,132.9,272.8
2025-03-07 07:00:00Z,51.1,17.6,72.9,159.3,317.1
2025-03-07 08:00:00Z,58.8,28.9,78.4,160.9,325.1
2025-03-07 09:00:00Z,32.3,9.1,58.8,86.1,190.8
2025-03-07 10:00:00Z,39.8,11.1,51.3,55.6,136.5
2025-03-07 11:00:00Z,32.6,15.6,42.1,42.9,107.7
2025-03-07 12:00:00Z,27.2,18.2,44.9,44.9,113.8
2025-03-07 13:00:00Z,29.0,16.3,36.0,31.1,83.6
2025-03-07 14:00:00Z,30.2,,45.9,47.0,117.9
2025-03-07 15:00:00Z,19.7,7.5,46.6,48.7,121.3
2025-03-07 16:00:00Z,13.4,8.1,53.0,51.9,132.5
2025-03-07 17:00:00Z,22.1,5.2,65.8,71.2,175.0
2025-03-07 18:00:00Z,25.2,11.1,84.2,100.9,239.0
2025-03-07 19:00:00Z,41.8,26.6,98.4,130.5,298.5
2025-03-07 20:00:00Z,39.4,23.0,66.9,63.6,164.3
2025-03-07 21:00:00Z,28.4,21.9,50.1,32.4,99.8
2025-03-07 22:00:00Z,37.8,19.2,,,
2025-03-07 23:00:00Z,20.6,13.1,37.5,33.6,89.0
2025-03-08 00:00:00Z,18.6,12.9,20.2,11.2,37.4
2025-03-08 01:00:00Z,18.9,16.5,22.8,7.7,34.7
2025-03-08 02:00:00Z,,17.5,19.2,5.1,27.1
2025-03-08 03:00:00Z,19.9,10.9,23.1,9.1,37.2
2025-03-08 04:00:00Z,19.5,17.0,28.5,11.5,46.2
2025-03-08 05:00:00Z,24.2,15.0,41.7,41.8,105.7
2025-03-08 06:00:00Z,32.2,12.2,44.6,46.2,115.4
2025-03-08 07:00:00Z,44.0,16.0,69.3,91.0,208.8
2025-03-08 08:00:00Z,31.4,13.8,71.3,88.3,206.8
2025-03-08 09:00:00Z,18.6,15.1,47.1,48.7,121.7
2025-03-08 10:00:00Z,27.8,15.6,31.7,26.4,72.2
2025-03-08 11:00:00Z,25.3,15.2,38.9,32.2,88.2
2025-03-08 12:00:00Z,25.2,16.4,35.3,28.4,78.9
2025-03-08 13:00:00Z,25.8,10.6,38.3,31.9,87.1
2025-03-08 14:00:00Z,24.2,15.3,36.4,23.1,71.9
2025-03-08 15:00:00Z,17.1,,38.2,23.5,74.2
2025-03-08 16:00:00Z,13.0,,38.7,20.5,70.0
2025-03-08 17:00:00Z,13.6,6.8,47.1,34.5,100.0
2025-03-08 18:00:00Z,24.1,6.4,69.1,56.9,156.3
2025-03-08 19:00:00Z,15.9,9.1,57.1,29.3,101.9
2025-03-08 20:00:00Z,16.1,,41.4,19.0,70.5
2025-03-08 21:00:00Z,25.5,12.8,55.3,35.7,109.9
2025-03-08 22:00:00Z,11.2,10.3,39.3,20.5,70.7
2025-03-08 23:00:00Z,19.2,10.4,60.6,44.4,128.7
2025-03-09 00:00:00Z,15.2,9.6,45.5,23.3,81.2
2025-03-09 01:00:00Z,14.7,11.1,31.7,12.5,50.8
2025-03-09 02:00:00Z,15.4,9.6,13.9,2.6,17.9
2025-03-09 03:00:00Z,14.3,8.8,17.7,2.8,21.9
2025-03-09 04:00:00Z,,11.1,21.3,4.6,28.4
2025-03-09 05:00:00Z,13.3,11.9,23.1,9.2,37.1
2025-03-09 06:00:00Z,14.1,13.0,32.5,15.8,56.7
2025-03-09 07:00:00Z,20.2,15.6,46.1,30.7,93.1
2025-03-09 08:00:00Z,21.7,13.8,33.0,28.3,76.3
2025-03-09 09:00:00Z,26.4,12.2,40.1,33.1,90.8
2025-03-09 10:00:00Z,19.6,10.3,30.1,23.3,65.8
2025-03-09 11:00:00Z,22.5,13.3,29.1,17.2,55.5
2025-03-09 12:00:00Z,22.4,12.9,32.1,21.3,64.8
2025-03-09 13:00:00Z,27.6,12.3,37.2,24.9,75.3
2025-03-09 14:00:00Z,23.8,13.6,29.9,18.0,57.5
2025-03-09 15:00:00Z,20.0,14.4,35.2,21.6,68.3
2025-03-09 16:00:00Z,23.7,12.4,41.4,22.3,75.6
2025-03-09 17:00:00Z,18.7,12.2,62.6,58.5,152.4
2025-03-09 18:00:00Z,17.7,13.8,66.4,59.4,157.5
2025-03-09 19:00:00Z,19.9,12.1,67.0,61.4,161.1
2025-03-09 20:00:00Z,25.8,22.1,68.2,59.9,160.1
2025-03-09 21:00:00Z,29.1,23.2,62.1,36.3,117.7
2025-03-09 22:00:00Z,30.4,22.8,49.6,25.9,89.4
2025-03-09 23:00:00Z,33.8,22.2,45.7,25.3,84.3
2025-03-10 00:00:00Z,30.1,23.4,39.6,29.0,84.0
2025-03-10 01:00:00Z,31.1,22.7,32.0,15.0,55.0
2025-03-10 02:00:00Z,29.1,20.7,30.7,13.8,51.9
2025-03-10 03:00:00Z,23.2,23.8,20.7,11.2,37.8
2025-03-10 04:00:00Z,22.1,18.5,19.6,15.9,44.0
2025-03-10 05:00:00Z,26.3,22.8,31.6,54.7,115.5
2025-03-10 06:00:00Z,30.7,17.4,49.3,95.5,195.7
2025-03-10 07:00:00Z,26.5,19.9,56.6,117.4,236.5
2025-03-10 08:00:00Z,18.6,16.0,52.6,107.7,217.9
2025-03-10 09:00:00Z,19.4,13.0,55.4,100.1,209.0
2025-03-10 10:00:00Z,19.9,12.6,47.9,76.1,164.5
2025-03-10 11:00:00Z,11.3,12.3,40.0,47.9,113.4
2025-03-10 12:00:00Z,7.4,7.8,38.3,52.7,119.1
2025-03-10 13:00:00Z,18.5,9.3,41.4,43.6,108.3
2025-03-10 14:00:00Z,24.5,7.2,46.2,47.6,119.2
2025-03-10 15:00:00Z,17.1,7.3,48.1,52.6,128.8
2025-03-10 16:00:00Z,16.2,7.1,59.0,70.9,167.8
2025-03-10 17:00:00Z,20.8,8.2,54.1,50.8,132.1
2025-03-10 18:00:00Z,31.8,17.7,67.7,80.0,190.4
2025-03-10 19:00:00Z,43.6,16.9,75.5,115.3,252.3
2025-03-10 20:00:00Z,44.2,23.4,56.8,71.3,166.2
2025-03-10 21:00:00Z,37.8,22.1,46.7,61.3,140.7
2025-03-10 22:00:00Z,28.6,13.0,36.8,43.7,103.8
2025-03-10 23:00:00Z,16.1,14.3,27.9,34.8,81.2
2025-03-11 00:00:00Z,30.9,23.7,28.8,39.2,88.9
2025-03-11 01:00:00Z,25.0,18.8,19.8,13.2,40.0
2025-03-11 02:00:00Z,24.8,13.2,17.0,11.9,35.2
2025-03-11 03:00:00Z,23.1,17.3,16.9,21.8,50.2
2025-03-11 04:00:00Z,26.8,16.7,20.6,33.5,72.0
2025-03-11 05:00:00Z,30.4,19.3,24.9,56.3,111.2
2025-03-11 06:00:00Z,23.6,16.7,30.0,70.4,137.9
2025-03-11 07:00:00Z,20.4,18.1,37.2,120.6,222.1
2025-03-11 08:00:00Z,27.7,15.5,44.0,144.2,265.2
2025-03-11 09:00:00Z,29.6,20.1,43.4,132.2,246.1
2025-03-11 10:00:00Z,30.8,17.4,39.2,75.1,154.3
2025-03-11 11:00:00Z,26.6,15.7,38.0,56.0,123.9
2025-03-11 12:00:00Z,22.3,13.1,43.4,41.5,107.1
2025-03-11 13:00:00Z,40.5,17.2,42.3,29.5,87.4
2025-03-11 14:00:00Z,59.2,33.9,36.5,27.5,78.8
2025-03-11 15:00:00Z,65.2,53.1,33.3,23.0,68.5
2025-03-11 16:00:00Z,64.8,52.0,38.7,22.0,72.5
2025-03-11 17:00:00Z,49.0,38.5,56.9,43.3,123.2
2025-03-11 18:00:00Z,40.1,28.0,44.4,25.9,84.0
2025-03-11 19:00:00Z,32.2,27.1,44.4,24.5,81.9
2025-03-11 20:00:00Z,51.1,35.1,48.8,29.6,94.2
2025-03-11 21:00:00Z,35.4,24.2,36.3,22.2,70.3
2025-03-11 22:00:00Z,29.7,23.6,27.9,14.1,49.5
2025-03-11 23:00:00Z,28.7,18.3,22.3,11.3,39.7
2025-03-12 00:00:00Z,26.4,15.3,15.9,6.5,25.9
2025-03-12 01:00:00Z,20.0,14.3,12.3,4.2,18.8
2025-03-12 02:00:00Z,17.0,9.3,14.1,5.0,21.7
2025-03-12 03:00:00Z,10.1,7.5,14.4,7.0,25.0
2025-03-12 04:00:00Z,11.8,9.3,17.1,7.9,29.2
2025-03-12 05:00:00Z,19.4,10.8,26.4,19.1,55.7
2025-03-12 06:00:00Z,27.3,15.8,39.9,41.0,102.7
2025-03-12 07:00:00Z,32.7,8.9,55.3,84.7,185.2
2025-03-12 08:00:00Z,29.7,11.3,48.8,56.0,134.6
2025-03-12 09:00:00Z,22.7,8.4,44.0,50.3,121.2
2025-03-12 10:00:00Z,20.4,6.6,39.1,38.4,98.0
2025-03-12 11:00:00Z,15.8,7.7,28.9,23.9,65.6
2025-03-12 12:00:00Z,,,,,
2025-03-12 13:00:00Z,,,,,
2025-03-12 14:00:00Z,,,,,
2025-03-12 15:00:00Z,13.9,7.4,36.1,35.1,90.1
2025-03-12 16:00:00Z,12.1,6.0,,,
2025-03-12 17:00:00Z,10.9,6.6,34.0,31.1,81.7
2025-03-12 18:00:00Z,12.3,10.1,34.4,21.1,66.9
2025-03-12 19:00:00Z,20.9,10.8,45.3,27.7,87.6
2025-03-12 20:00:00Z,16.8,12.3,49.1,29.2,93.9
2025-03-12 21:00:00Z,17.1,12.5,43.9,32.4,93.5
2025-03-12 22:00:00Z,18.8,15.1,37.8,27.9,80.5
2025-03-12 23:00:00Z,21.0,13.8,28.9,16.5,54.2
2025-03-13 00:00:00Z,11.5,12.5,22.8,7.6,34.4
2025-03-13 01:00:00Z,33.2,12.3,20.2,5.1,28.0
2025-03-13 02:00:00Z,14.6,11.4,16.8,4.9,24.2
2025-03-13 03:00:00Z,13.9,10.9,14.8,5.0,22.4
2025-03-13 04:00:00Z,11.7,8.4,17.4,7.0,28.2
2025-03-13 05:00:00Z,16.5,8.9,27.7,23.0,62.8
2025-03-13 06:00:00Z,21.9,12.6,39.9,38.0,98.2
2025-03-13 07:00:00Z,49.9,21.9,54.5,89.6,191.8
2025-03-13 08:00:00Z,44.0,17.4,50.4,78.6,170.9
2025-03-13 09:00:00Z,30.9,16.3,43.1,63.3,140.1
2025-03-13 10:00:00Z,24.7,12.1,33.0,38.2,91.7
2025-03-13 11:00:00Z,33.1,14.4,44.5,54.9,128.7
2025-03-13 12:00:00Z,20.7,14.1,40.0,44.9,108.9
2025-03-13 13:00:00Z,26.4,18.5,50.9,61.5,145.1
2025-03-13 14:00:00Z,32.2,18.9,39.5,41.2,102.7
2025-03-13 15:00:00Z,24.4,15.0,42.7,45.2,112.1
2025-03-13 16:00:00Z,10.9,8.0,31.4,31.2,79.3
2025-03-13 17:00:00Z,11.8,12.4,32.9,24.9,71.0
2025-03-13 18:00:00Z,,11.6,36.9,16.6,62.3
2025-03-13 19:00:00Z,24.1,24.6,42.8,19.1,71.9
2025-03-13 20:00:00Z,16.5,13.7,28.4,10.6,44.7
2025-03-13 21:00:00Z,12.5,10.8,28.9,18.5,57.1
2025-03-13 22:00:00Z,13.8,11.9,32.7,17.6,59.7
2025-03-13 23:00:00Z,26.8,17.8,46.2,23.0,81.4
2025-03-14 00:00:00Z,23.4,16.8,40.0,12.0,58.3
2025-03-14 01:00:00Z,21.8,21.3,32.2,9.3,46.4
2025-03-14 02:00:00Z,21.0,18.7,27.2,5.6,35.9
2025-03-14 03:00:00Z,24.5,22.1,31.7,19.5,61.4
2025-03-14 04:00:00Z,26.5,19.1,31.5,15.5,55.3
2025-03-14 05:00:00Z,28.2,13.9,43.0,32.4,92.6
2025-03-14 06:00:00Z,30.7,23.2,40.4,54.2,123.6
2025-03-14 07:00:00Z,40.7,20.9,44.2,84.6,174.0
2025-03-14 08:00:00Z,48.3,21.7,50.0,96.1,197.4
2025-03-14 09:00:00Z,35.1,17.5,36.2,62.2,131.5
2025-03-14 10:00:00Z,48.7,26.6,33.3,50.9,111.4
2025-03-14 11:00:00Z,34.2,23.0,43.5,68.3,148.3
2025-03-14 12:00:00Z,35.0,20.7,40.1,53.4,122.0
2025-03-14 13:00:00Z,27.8,16.3,29.3,29.6,74.7
2025-03-14 14:00:00Z,30.6,16.7,34.9,34.6,87.9
2025-03-14 15:00:00Z,32.5,16.9,36.0,38.4,94.8
2025-03-14 16:00:00Z,33.9,16.8,45.5,53.2,127.2
2025-03-14 17:00:00Z,26.6,15.3,43.0,44.0,110.4
2025-03-14 18:00:00Z,18.3,10.9,41.8,34.4,94.5
2025-03-14 19:00:00Z,27.9,14.3,58.2,51.4,137.0
2025-03-14 20:00:00Z,29.1,16.2,58.8,50.7,136.5
2025-03-14 21:00:00Z,25.4,17.2,53.0,43.4,119.5
2025-03-14 22:00:00Z,20.9,11.2,46.5,36.1,101.9
2025-03-14 23:00:00Z,18.3,13.6,34.6,20.0,65.2
2025-03-15 00:00:00Z,24.1,11.8,27.3,11.7,45.2
2025-03-15 01:00:00Z,,10.0,22.3,9.1,36.3
2025-03-15 02:00:00Z,,8.8,17.9,5.4,26.3
2025-03-15 03:00:00Z,21.0,10.7,16.3,6.1,25.6
2025-03-15 04:00:00Z,,8.2,15.5,4.8,23.0
2025-03-15 05:00:00Z,17.3,12.4,17.9,8.3,30.7
2025-03-15 06:00:00Z,17.1,15.0,21.2,11.7,39.2
2025-03-15 07:00:00Z,19.6,13.0,29.8,27.8,72.5
2025-03-15 08:00:00Z,24.1,15.6,35.1,39.3,95.3
2025-03-15 09:00:00Z,21.3,18.4,28.8,31.8,77.6
2025-03-15 10:00:00Z,19.7,15.4,33.3,35.6,87.9
2025-03-15 11:00:00Z,16.0,11.0,34.6,41.6,98.4
2025-03-15 12:00:00Z,25.3,16.9,27.7,24.5,65.2
2025-03-15 13:00:00Z,27.6,15.9,31.6,29.4,76.8
2025-03-15 14:00:00Z,27.7,13.0,32.2,31.3,80.3
2025-03-15 15:00:00Z,27.8,19.9,30.2,23.6,66.5
2025-03-15 16:00:00Z,33.4,17.2,32.5,25.7,71.9
2025-03-15 17:00:00Z,24.6,15.5,31.7,20.8,63.4
2025-03-15 18:00:00Z,20.6,19.0,31.3,21.4,64.1
2025-03-15 19:00:00Z,28.5,13.6,34.1,19.7,64.3
2025-03-15 20:00:00Z,23.1,17.3,27.1,16.0,51.6
2025-03-15 21:00:00Z,22.2,15.4,26.5,15.1,49.6
2025-03-15 22:00:00Z,25.4,15.8,28.5,15.6,52.4
2025-03-15 23:00:00Z,26.6,18.6,23.8,12.6,43.0
2025-03-16 00:00:00Z,23.2,15.5,23.4,12.8,43.1
2025-03-16 01:00:00Z,41.4,14.2,20.3,9.3,34.6
2025-03-16 02:00:00Z,18.3,14.7,16.6,7.3,27.9
2025-03-16 03:00:00Z,17.0,15.3,13.7,3.7,19.4
2025-03-16 04:00:00Z,25.5,13.4,13.3,4.3,19.8
2025-03-16 05:00:00Z,19.3,17.4,13.5,4.5,20.4
2025-03-16 06:00:00Z,20.8,17.8,17.0,8.1,29.3
2025-03-16 07:00:00Z,22.3,25.9,23.6,15.7,47.7
2025-03-16 08:00:00Z,28.8,23.7,24.2,18.1,51.9
2025-03-16 09:00:00Z,30.1,18.1,24.0,20.6,55.5
2025-03-16 10:00:00Z,29.0,25.1,21.9,22.3,56.1
2025-03-16 11:00:00Z,29.1,23.7,18.3,16.4,43.5
2025-03-16 12:00:00Z,28.2,19.1,23.9,24.3,61.2
2025-03-16 13:00:00Z,25.2,25.2,23.5,24.7,61.2
2025-03-16 14:00:00Z,24.9,20.9,30.9,32.7,81.2
2025-03-16 15:00:00Z,26.8,19.2,22.1,13.2,42.4
2025-03-16 16:00:00Z,27.1,23.6,34.8,20.5,66.3
2025-03-16 17:00:00Z,,46.0,45.2,32.3,94.8
2025-03-16 18:00:00Z,29.4,22.9,48.3,55.3,133.1
2025-03-16 19:00:00Z,36.7,24.6,36.5,32.7,86.5
2025-03-16 20:00:00Z,37.3,30.0,35.3,32.8,85.5
2025-03-16 21:00:00Z,37.9,32.0,33.7,34.1,86.1
2025-03-16 22:00:00Z,59.1,48.0,44.6,50.1,121.2
2025-03-16 23:00:00Z,51.3,42.3,37.7,39.4,98.0
2025-03-17 00:00:00Z,39.7,37.1,31.8,34.8,85.2
2025-03-17 01:00:00Z,43.6,35.1,28.2,26.0,68.0
2025-03-17 02:00:00Z,,26.4,31.8,13.8,53.1
2025-03-17 03:00:00Z,26.7,21.5,25.6,4.4,32.4
2025-03-17 04:00:00Z,27.0,19.9,28.9,10.8,45.4
2025-03-17 05:00:00Z,39.3,22.0,46.1,40.5,108.2
2025-03-17 06:00:00Z,38.9,23.3,63.7,76.5,180.9
2025-03-17 07:00:00Z,32.9,28.4,58.8,83.6,187.0
2025-03-17 08:00:00Z,32.5,21.7,54.4,72.4,165.3
2025-03-17 09:00:00Z,26.2,14.3,34.8,40.2,96.3
2025-03-17 10:00:00Z,32.0,16.6,37.3,50.4,114.6
2025-03-17 11:00:00Z,30.8,13.6,31.2,32.6,81.2
2025-03-17 12:00:00Z,27.7,19.1,28.0,26.9,69.3
2025-03-17 13:00:00Z,24.5,18.9,24.8,19.9,55.4
2025-03-17 14:00:00Z,22.2,15.2,28.7,29.0,73.1
2025-03-17 15:00:00Z,28.3,17.9,28.8,22.7,63.4
2025-03-17 16:00:00Z,20.2,12.1,37.6,33.5,89.1
2025-03-17 17:00:00Z,33.5,19.2,48.5,49.6,124.5
2025-03-17 18:00:00Z,24.2,15.5,56.1,55.3,140.9
2025-03-17 19:00:00Z,32.5,18.2,53.1,48.3,127.2
2025-03-17 20:00:00Z,22.1,12.6,41.1,35.9,96.1
2025-03-17 21:00:00Z,23.2,8.0,28.6,21.0,60.8
2025-03-17 22:00:00Z,15.2,10.2,28.2,23.9,64.9
2025-03-17 23:00:00Z,12.7,7.1,19.4,12.4,38.4
2025-03-18 00:00:00Z,15.0,9.0,18.1,9.4,32.5
2025-03-18 01:00:00Z,16.1,9.6,14.3,6.0,23.5
2025-03-18 02:00:00Z,,9.6,13.8,4.9,21.5
2025-03-18 03:00:00Z,,5.4,12.3,4.0,18.4
2025-03-18 04:00:00Z,12.6,6.7,14.9,6.0,24.0
2025-03-18 05:00:00Z,16.0,10.0,24.8,20.2,55.9
2025-03-18 06:00:00Z,19.3,8.3,,,
2025-03-18 07:00:00Z,23.8,11.0,,,
2025-03-18 08:00:00Z,21.4,11.6,,,
2025-03-18 09:00:00Z,20.2,8.1,,,
2025-03-18 10:00:00Z,21.1,8.6,,,
2025-03-18 11:00:00Z,25.7,12.1,29.1,35.6,83.7
2025-03-18 12:00:00Z,,12.9,29.1,33.0,79.6
2025-03-18 13:00:00Z,28.6,12.3,,,
2025-03-18 14:00:00Z,24.2,13.2,33.9,32.8,84.2
2025-03-18 15:00:00Z,25.9,15.2,34.2,33.8,85.9
2025-03-18 16:00:00Z,21.7,12.3,38.8,33.1,89.6
2025-03-18 17:00:00Z,,12.8,44.6,37.8,102.6
2025-03-18 18:00:00Z,27.0,19.0,74.7,91.5,215.1
2025-03-18 19:00:00Z,37.3,16.5,89.0,105.0,250.0
2025-03-18 20:00:00Z,38.7,25.5,84.4,48.0,157.9
2025-03-18 21:00:00Z,43.7,24.8,86.7,85.3,217.6
2025-03-18 22:00:00Z,46.8,25.7,75.6,74.9,190.5
2025-03-18 23:00:00Z,48.6,35.4,57.1,44.4,125.2
2025-03-19 00:00:00Z,27.1,27.6,36.7,19.0,65.8
2025-03-19 01:00:00Z,18.9,10.7,16.9,5.7,25.5
2025-03-19 02:00:00Z,17.9,10.7,13.9,4.2,20.4
2025-03-19 03:00:00Z,15.8,15.4,20.9,8.3,33.6
2025-03-19 04:00:00Z,15.3,10.2,27.1,21.0,59.3
2025-03-19 05:00:00Z,29.7,14.4,46.1,49.1,121.4
2025-03-19 06:00:00Z,42.6,17.6,52.7,91.2,192.5
2025-03-19 07:00:00Z,59.3,24.2,80.3,253.7,469.2
2025-03-19 08:00:00Z,61.7,17.1,64.6,135.0,271.7
2025-03-19 09:00:00Z,30.8,12.4,52.0,88.0,186.9
2025-03-19 10:00:00Z,30.0,11.6,37.0,45.9,107.4
2025-03-19 11:00:00Z,36.4,9.5,38.4,45.1,107.5
2025-03-19 12:00:00Z,36.7,10.8,41.1,38.9,100.8
2025-03-19 13:00:00Z,30.9,8.2,37.9,28.4,81.3
2025-03-19 14:00:00Z,25.0,9.3,44.5,35.9,99.5
2025-03-19 15:00:00Z,21.7,8.0,46.7,37.8,104.7
2025-03-19 16:00:00Z,14.2,4.1,47.5,32.3,97.0
2025-03-19 17:00:00Z,11.6,3.7,47.6,40.0,109.0
2025-03-19 18:00:00Z,20.3,5.9,64.7,59.3,155.6
2025-03-19 19:00:00Z,38.9,14.6,80.2,81.0,204.3
2025-03-19 20:00:00Z,28.4,11.9,78.8,74.1,192.3
2025-03-19 21:00:00Z,24.1,11.7,57.5,48.4,131.6
2025-03-19 22:00:00Z,24.6,20.5,44.2,33.3,95.2
2025-03-19 23:00:00Z,27.8,16.3,43.2,36.0,98.5
2025-03-20 00:00:00Z,25.8,15.7,40.6,16.9,66.4
2025-03-20 01:00:00Z,26.1,12.6,34.4,10.6,50.7
2025-03-20 02:00:00Z,22.8,13.6,31.6,6.3,41.3
2025-03-20 03:00:00Z,21.6,12.9,29.1,17.4,55.8
2025-03-20 04:00:00Z,27.9,12.8,30.1,22.5,64.5
2025-03-20 05:00:00Z,34.8,16.9,41.6,74.9,156.4
2025-03-20 06:00:00Z,45.4,18.7,50.1,107.0,214.2
