,RN6:PM10,RN6:PM25,RN6:NO2,RN6:NO,RN6:NOX
,Route Nationale 6 - MELUN,Route Nationale 6 - MELUN,Route Nationale 6 - MELUN,Route Nationale 6 - MELUN,Route Nationale 6 - MELUN
,RN6,RN6,RN6,RN6,RN6
,PM 10 particules,"PM 2,5 particules",dioxyde d azote,monoxyde d azote,oxydes d azote
,PM10,PM25,NO2,NO,NOX
,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3
2025-05-04 20:00:00Z,17.0,9.3,26.7,12.9,46.5
2025-05-04 21:00:00Z,16.9,12.5,26.0,17.1,52.4
2025-05-04 22:00:00Z,11.6,8.2,15.8,7.1,26.7
2025-05-04 23:00:00Z,16.2,6.3,8.5,2.9,13.0
2025-05-05 00:00:00Z,13.2,6.3,7.1,1.6,9.6
2025-05-05 01:00:00Z,10.8,4.1,5.9,1.3,7.8
2025-05-05 02:00:00Z,10.6,2.3,6.8,1.9,9.8
2025-05-05 03:00:00Z,9.6,3.6,17.8,10.6,34.1
2025-05-05 04:00:00Z,14.3,3.6,18.5,14.2,40.2
2025-05-05 05:00:00Z,15.9,3.0,28.1,24.5,65.5
2025-05-05 06:00:00Z,17.1,6.3,32.5,40.7,95.0
2025-05-05 07:00:00Z,22.1,8.9,29.9,41.4,93.4
2025-05-05 08:00:00Z,29.5,9.2,25.2,35.1,79.0
2025-05-05 09:00:00Z,39.5,15.9,19.7,21.3,52.2
2025-05-05 10:00:00Z,25.1,12.9,22.6,21.0,54.8
2025-05-05 11:00:00Z,29.9,10.2,24.0,21.0,56.3
2025-05-05 12:00:00Z,25.6,7.6,24.5,21.6,57.5
2025-05-05 13:00:00Z,21.3,7.9,26.8,23.0,62.0
2025-05-05 14:00:00Z,25.9,10.6,25.1,20.4,56.3
2025-05-05 15:00:00Z,23.3,7.2,31.7,25.1,70.1
2025-05-05 16:00:00Z,21.7,5.0,35.7,33.0,86.2
2025-05-05 17:00:00Z,21.7,8.3,34.2,26.3,74.5
2025-05-05 18:00:00Z,23.9,9.8,30.2,21.6,63.3
2025-05-05 19:00:00Z,26.2,10.6,32.4,17.5,59.2
2025-05-05 20:00:00Z,22.4,8.9,34.5,21.9,68.0
2025-05-05 21:00:00Z,17.4,7.8,22.4,9.2,36.5
2025-05-05 22:00:00Z,14.7,11.0,28.1,13.7,49.2
2025-05-05 23:00:00Z,14.7,7.6,19.5,6.3,29.1
2025-05-06 00:00:00Z,10.0,4.9,18.1,6.3,27.8
2025-05-06 01:00:00Z,15.9,8.2,11.3,4.2,17.7
2025-05-06 02:00:00Z,16.1,13.5,10.2,2.5,14.1
2025-05-06 03:00:00Z,17.8,9.8,16.8,11.5,34.1
2025-05-06 04:00:00Z,20.3,10.7,26.1,18.7,54.7
2025-05-06 05:00:00Z,25.7,7.6,34.0,34.8,87.5
2025-05-06 06:00:00Z,23.9,10.7,39.9,64.6,138.9
2025-05-06 07:00:00Z,20.5,12.2,35.0,40.2,96.7
2025-05-06 08:00:00Z,28.9,16.4,39.4,64.2,137.8
2025-05-06 09:00:00Z,27.9,10.5,30.0,38.7,89.4
2025-05-06 10:00:00Z,24.9,7.6,25.5,31.2,73.3
2025-05-06 11:00:00Z,29.2,8.2,17.3,19.3,46.9
2025-05-06 12:00:00Z,27.4,9.6,20.7,16.3,45.6
2025-05-06 13:00:00Z,17.8,6.5,24.6,16.4,49.9
2025-05-06 14:00:00Z,18.0,5.8,28.8,22.5,63.3
2025-05-06 15:00:00Z,24.0,12.4,36.2,30.7,83.4
2025-05-06 16:00:00Z,19.9,8.3,31.1,26.6,71.5
2025-05-06 17:00:00Z,20.5,8.7,32.0,21.4,64.7
2025-05-06 18:00:00Z,21.1,8.0,30.4,18.9,59.3
2025-05-06 19:00:00Z,21.9,11.1,37.6,17.3,64.2
2025-05-06 20:00:00Z,20.6,9.9,33.6,14.2,55.2
2025-05-06 21:00:00Z,23.9,10.4,30.1,13.4,50.7
2025-05-06 22:00:00Z,19.9,7.3,27.0,12.4,46.0
2025-05-06 23:00:00Z,19.4,10.5,17.3,6.1,26.7
2025-05-07 00:00:00Z,15.9,8.8,13.4,3.7,19.0
2025-05-07 01:00:00Z,19.0,10.6,11.4,4.4,18.2
2025-05-07 02:00:00Z,15.5,9.5,11.3,4.0,17.6
2025-05-07 03:00:00Z,11.5,9.8,16.3,8.8,29.7
2025-05-07 04:00:00Z,20.6,10.0,28.4,25.8,68.2
2025-05-07 05:00:00Z,24.1,14.1,39.3,47.6,112.3
2025-05-07 06:00:00Z,27.2,15.5,38.7,54.8,122.9
2025-05-07 07:00:00Z,25.6,9.5,34.1,35.7,88.9
2025-05-07 08:00:00Z,22.1,10.5,29.9,31.4,78.2
2025-05-07 09:00:00Z,23.7,12.4,39.4,42.8,105.0
2025-05-07 10:00:00Z,27.3,15.7,36.0,47.0,108.0
2025-05-07 11:00:00Z,28.2,13.4,36.7,43.4,103.2
2025-05-07 12:00:00Z,23.1,8.8,29.8,29.4,74.8
2025-05-07 13:00:00Z,18.7,11.5,39.4,46.4,110.5
2025-05-07 14:00:00Z,27.6,14.3,34.6,29.6,79.9
2025-05-07 15:00:00Z,21.2,9.5,34.9,28.3,78.3
2025-05-07 16:00:00Z,23.9,8.1,39.7,37.9,97.9
2025-05-07 17:00:00Z,26.7,11.7,37.5,25.2,76.1
2025-05-07 18:00:00Z,28.8,10.7,41.5,26.8,82.6
2025-05-07 19:00:00Z,28.8,13.8,47.2,25.5,86.3
2025-05-07 20:00:00Z,30.2,12.4,44.1,20.7,75.7
2025-05-07 21:00:00Z,19.6,7.8,39.1,17.4,65.9
2025-05-07 22:00:00Z,27.3,10.3,39.8,16.6,65.3
2025-05-07 23:00:00Z,23.7,11.6,31.2,11.9,49.4
2025-05-08 00:00:00Z,21.2,10.7,27.7,6.6,37.7
2025-05-08 01:00:00Z,19.9,10.8,18.8,2.4,22.4
2025-05-08 02:00:00Z,21.1,14.8,17.7,3.5,23.0
2025-05-08 03:00:00Z,22.1,15.6,13.9,4.0,20.0
2025-05-08 04:00:00Z,30.3,15.6,14.3,5.3,22.5
2025-05-08 05:00:00Z,26.5,15.4,17.3,9.3,31.7
2025-05-08 06:00:00Z,30.0,15.2,22.8,17.9,50.3
2025-05-08 07:00:00Z,30.5,17.8,24.8,24.8,62.8
2025-05-08 08:00:00Z,32.7,12.9,19.8,18.1,47.6
2025-05-08 09:00:00Z,26.2,14.7,20.7,19.3,50.3
2025-05-08 10:00:00Z,34.6,13.2,23.4,19.9,53.8
2025-05-08 11:00:00Z,21.4,12.5,17.7,10.5,33.8
2025-05-08 12:00:00Z,18.2,12.8,20.5,10.9,37.4
2025-05-08 13:00:00Z,19.0,10.3,17.4,9.4,31.8
2025-05-08 14:00:00Z,18.1,6.9,20.5,11.6,38.3
2025-05-08 15:00:00Z,17.1,7.4,19.6,9.8,34.5
2025-05-08 16:00:00Z,18.0,5.7,24.7,10.9,41.6
2025-05-08 17:00:00Z,16.6,5.4,27.5,16.9,53.4
2025-05-08 18:00:00Z,23.7,7.3,36.1,17.8,63.5
2025-05-08 19:00:00Z,15.1,7.2,55.1,33.7,106.8
2025-05-08 20:00:00Z,12.8,,52.5,27.1,94.6
2025-05-08 21:00:00Z,18.0,8.9,44.7,15.6,68.7
2025-05-08 22:00:00Z,21.5,8.5,31.7,12.1,50.2
2025-05-08 23:00:00Z,15.3,7.2,20.4,5.6,29.1
2025-05-09 00:00:00Z,12.8,6.0,13.2,2.7,17.4
2025-05-09 01:00:00Z,35.9,6.2,16.6,4.7,23.7
2025-05-09 02:00:00Z,9.3,5.2,12.9,2.6,16.8
2025-05-09 03:00:00Z,18.8,4.8,14.0,3.3,19.0
2025-05-09 04:00:00Z,13.0,5.9,18.8,6.5,28.7
2025-05-09 05:00:00Z,20.6,7.0,33.1,17.4,59.8
2025-05-09 06:00:00Z,15.5,10.1,31.1,26.8,72.4
2025-05-09 07:00:00Z,21.4,10.6,35.5,32.6,85.5
2025-05-09 08:00:00Z,17.9,14.4,35.3,43.4,101.4
2025-05-09 09:00:00Z,34.4,12.3,33.4,28.9,77.8
2025-05-09 10:00:00Z,29.4,15.0,23.8,15.5,47.5
2025-05-09 11:00:00Z,36.0,13.2,19.3,10.2,34.9
2025-05-09 12:00:00Z,20.5,7.7,24.9,16.0,49.5
2025-05-09 13:00:00Z,21.5,7.0,23.9,13.6,44.7
2025-05-09 14:00:00Z,25.1,8.7,20.4,10.1,36.0
2025-05-09 15:00:00Z,23.5,10.9,31.6,16.0,56.2
2025-05-09 16:00:00Z,22.9,11.3,37.2,22.7,72.0
2025-05-09 17:00:00Z,18.9,8.8,33.8,24.7,71.7
2025-05-09 18:00:00Z,25.4,12.5,32.1,19.4,61.8
2025-05-09 19:00:00Z,21.3,12.9,20.0,4.1,26.3
2025-05-09 20:00:00Z,16.7,12.1,15.7,3.5,21.0
2025-05-09 21:00:00Z,20.8,8.9,17.8,4.1,24.1
2025-05-09 22:00:00Z,17.2,9.5,15.4,2.3,19.0
2025-05-09 23:00:00Z,13.6,7.5,16.6,2.7,20.8
2025-05-10 00:00:00Z,14.1,12.4,28.2,8.1,40.5
2025-05-10 01:00:00Z,,10.5,20.9,5.9,30.0
2025-05-10 02:00:00Z,,8.9,15.6,9.2,29.7
2025-05-10 03:00:00Z,,7.7,16.8,6.4,26.6
2025-05-10 04:00:00Z,22.4,6.2,28.6,18.1,56.2
2025-05-10 05:00:00Z,17.3,7.4,30.5,16.9,56.4
2025-05-10 06:00:00Z,21.9,7.5,34.4,26.4,74.9
2025-05-10 07:00:00Z,23.7,15.0,39.5,34.1,91.6
2025-05-10 08:00:00Z,26.5,13.6,34.3,33.0,85.0
2025-05-10 09:00:00Z,29.8,11.7,24.8,20.6,56.3
2025-05-10 10:00:00Z,26.8,8.8,22.2,13.4,42.7
2025-05-10 11:00:00Z,28.5,8.7,31.9,24.7,69.8
2025-05-10 12:00:00Z,26.3,9.4,29.3,19.4,58.9
2025-05-10 13:00:00Z,21.3,11.0,21.5,11.1,38.5
2025-05-10 14:00:00Z,16.2,10.0,26.0,15.0,48.9
2025-05-10 15:00:00Z,23.3,10.4,29.0,18.5,57.3
2025-05-10 16:00:00Z,16.2,9.3,28.3,12.8,48.0
2025-05-10 17:00:00Z,18.6,7.4,39.0,23.7,75.4
2025-05-10 18:00:00Z,12.2,9.7,41.0,22.4,75.3
2025-05-10 19:00:00Z,14.1,8.9,52.0,29.7,97.5
2025-05-10 20:00:00Z,13.3,6.4,30.0,10.7,46.3
2025-05-10 21:00:00Z,20.6,13.6,52.6,39.6,113.3
2025-05-10 22:00:00Z,18.7,10.2,44.3,26.6,85.2
2025-05-10 23:00:00Z,20.0,11.0,33.9,16.4,59.0
2025-05-11 00:00:00Z,16.1,9.5,28.9,11.6,46.6
2025-05-11 01:00:00Z,14.4,7.9,17.3,5.5,25.8
2025-05-11 02:00:00Z,14.2,8.5,13.6,1.7,16.2
2025-05-11 03:00:00Z,10.1,7.9,13.3,1.7,15.9
2025-05-11 04:00:00Z,8.6,9.4,13.5,2.2,16.8
2025-05-11 05:00:00Z,10.1,7.0,18.6,8.2,31.1
2025-05-11 06:00:00Z,11.2,7.8,11.0,4.5,17.9
2025-05-11 07:00:00Z,15.9,10.3,13.8,7.7,25.7
2025-05-11 08:00:00Z,21.3,9.1,14.6,10.3,30.4
2025-05-11 09:00:00Z,17.2,8.2,18.3,11.8,36.4
2025-05-11 10:00:00Z,13.5,9.3,19.4,12.7,38.8
2025-05-11 11:00:00Z,14.0,10.3,17.4,12.1,36.0
2025-05-11 12:00:00Z,16.3,7.5,18.1,10.0,33.6
2025-05-11 13:00:00Z,16.8,5.1,14.7,6.6,24.9
2025-05-11 14:00:00Z,15.9,4.6,19.4,9.8,34.2
2025-05-11 15:00:00Z,10.0,5.3,27.4,14.5,49.5
2025-05-11 16:00:00Z,15.9,6.9,35.1,25.7,74.5
2025-05-11 17:00:00Z,10.3,8.4,30.8,22.6,65.5
2025-05-11 18:00:00Z,14.6,6.6,27.6,23.7,63.9
2025-05-11 19:00:00Z,18.3,9.5,24.8,17.4,51.3
2025-05-11 20:00:00Z,8.0,11.6,37.3,23.8,73.9
2025-05-11 21:00:00Z,7.5,7.8,21.8,21.3,54.4
2025-05-11 22:00:00Z,8.4,5.8,20.4,13.1,40.3
2025-05-11 23:00:00Z,7.6,3.8,8.7,3.4,14.1
2025-05-12 00:00:00Z,6.8,4.8,4.9,1.5,7.1
2025-05-12 01:00:00Z,,5.9,8.9,6.2,18.5
2025-05-12 02:00:00Z,,4.6,7.5,4.0,13.6
2025-05-12 03:00:00Z,,4.2,19.1,18.5,47.5
2025-05-12 04:00:00Z,5.6,4.8,20.9,19.9,51.3
2025-05-12 05:00:00Z,11.1,8.5,21.9,32.1,71.1
2025-05-12 06:00:00Z,10.4,8.7,32.0,63.5,129.4
2025-05-12 07:00:00Z,18.9,8.1,34.9,76.5,152.1
2025-05-12 08:00:00Z,26.1,6.5,35.4,66.0,136.6
2025-05-12 09:00:00Z,23.7,7.0,38.0,50.4,115.3
2025-05-12 10:00:00Z,19.3,9.0,28.2,25.3,67.0
2025-05-12 11:00:00Z,19.3,9.2,26.9,28.1,70.0
2025-05-12 12:00:00Z,20.1,8.5,28.3,22.8,63.1
2025-05-12 13:00:00Z,21.5,9.1,33.8,31.3,81.8
2025-05-12 14:00:00Z,14.5,9.3,37.5,35.4,91.8
2025-05-12 15:00:00Z,16.6,7.3,26.4,19.8,56.7
2025-05-12 16:00:00Z,23.1,5.1,37.5,34.3,90.2
2025-05-12 17:00:00Z,14.3,6.9,43.2,49.0,118.4
2025-05-12 18:00:00Z,24.3,6.2,41.2,43.7,108.1
2025-05-12 19:00:00Z,20.8,5.4,39.7,30.1,86.0
2025-05-12 20:00:00Z,19.2,7.8,38.6,37.7,96.5
2025-05-12 21:00:00Z,15.8,10.5,27.9,21.7,61.0
2025-05-12 22:00:00Z,22.5,8.8,25.9,23.5,61.9
2025-05-12 23:00:00Z,14.0,9.2,15.6,13.7,36.5
2025-05-13 00:00:00Z,14.8,8.1,11.6,12.7,31.1
2025-05-13 01:00:00Z,11.4,6.5,10.2,13.2,30.6
2025-05-13 02:00:00Z,9.3,3.8,8.4,8.8,21.9
2025-05-13 03:00:00Z,11.2,5.2,9.2,18.5,37.6
2025-05-13 04:00:00Z,18.5,3.6,14.7,46.4,85.4
2025-05-13 05:00:00Z,,2.9,16.5,65.6,117.1
2025-05-13 06:00:00Z,22.0,5.2,18.0,62.4,113.6
2025-05-13 07:00:00Z,13.5,9.0,16.7,33.4,67.8
2025-05-13 08:00:00Z,28.8,18.0,33.7,85.7,165.1
2025-05-13 09:00:00Z,22.9,11.2,41.4,43.4,108.0
2025-05-13 10:00:00Z,21.3,11.0,39.3,34.2,91.7
2025-05-13 11:00:00Z,13.9,6.3,31.3,25.1,69.8
2025-05-13 12:00:00Z,18.3,4.2,38.3,32.8,88.7
2025-05-13 13:00:00Z,16.4,7.7,30.9,23.6,67.0
2025-05-13 14:00:00Z,7.4,7.6,28.9,25.2,67.5
2025-05-13 15:00:00Z,16.5,5.0,30.9,21.0,63.1
2025-05-13 16:00:00Z,21.4,7.2,22.0,11.4,39.5
2025-05-13 17:00:00Z,15.5,6.7,32.5,22.9,67.6
2025-05-13 18:00:00Z,13.2,9.3,18.1,7.8,30.1
2025-05-13 19:00:00Z,22.1,7.6,36.5,18.6,65.0
2025-05-13 20:00:00Z,15.2,9.2,42.3,25.1,80.7
2025-05-13 21:00:00Z,14.6,8.1,44.6,15.3,68.2
2025-05-13 22:00:00Z,16.0,5.7,39.1,12.6,58.5
2025-05-13 23:00:00Z,21.4,9.4,31.3,9.9,46.5
2025-05-14 00:00:00Z,17.7,10.1,25.3,10.2,41.0
2025-05-14 01:00:00Z,15.2,7.6,21.2,9.4,35.7
2025-05-14 02:00:00Z,17.0,5.8,19.3,9.8,34.3
2025-05-14 03:00:00Z,11.1,8.4,19.6,11.0,36.5
2025-05-14 04:00:00Z,21.5,8.1,24.0,25.8,63.6
2025-05-14 05:00:00Z,22.5,11.2,24.3,53.1,105.8
2025-05-14 06:00:00Z,27.5,14.2,28.3,81.1,152.5
2025-05-14 07:00:00Z,28.2,12.9,28.9,46.5,100.3
2025-05-14 08:00:00Z,34.8,15.6,40.5,53.7,122.7
2025-05-14 09:00:00Z,31.8,17.5,43.2,39.2,103.3
2025-05-14 10:00:00Z,22.8,13.6,41.2,28.6,84.9
2025-05-14 11:00:00Z,,,38.4,26.8,79.6
2025-05-14 12:00:00Z,,,,,
2025-05-14 13:00:00Z,,,,,
2025-05-14 14:00:00Z,,,,,
2025-05-14 15:00:00Z,24.6,7.4,37.6,14.5,59.8
2025-05-14 16:00:00Z,13.1,9.6,44.9,21.7,78.1
2025-05-14 17:00:00Z,16.8,9.9,46.5,26.5,87.3
2025-05-14 18:00:00Z,13.4,9.7,54.0,23.7,90.4
2025-05-14 19:00:00Z,23.6,8.2,61.7,22.4,96.0
2025-05-14 20:00:00Z,20.4,8.1,58.9,22.5,93.3
2025-05-14 21:00:00Z,17.1,9.1,44.5,7.0,55.3
2025-05-14 22:00:00Z,27.4,14.3,57.1,10.1,72.4
2025-05-14 23:00:00Z,23.3,9.4,40.1,6.4,49.9
2025-05-15 00:00:00Z,23.1,10.3,21.5,4.1,27.7
2025-05-15 01:00:00Z,11.1,8.6,16.9,3.7,22.4
2025-05-15 02:00:00Z,19.8,11.5,15.3,3.6,20.8
2025-05-15 03:00:00Z,19.5,7.4,15.7,7.4,27.2
2025-05-15 04:00:00Z,18.7,8.1,23.7,13.0,43.6
2025-05-15 05:00:00Z,21.8,7.7,41.1,31.7,89.7
2025-05-15 06:00:00Z,30.0,8.2,39.5,40.4,101.6
2025-05-15 07:00:00Z,28.2,13.1,29.1,21.1,61.4
2025-05-15 08:00:00Z,41.6,14.7,34.6,38.3,93.3
2025-05-15 09:00:00Z,38.5,18.7,,,
2025-05-15 10:00:00Z,37.4,16.2,26.1,18.2,53.6
2025-05-15 11:00:00Z,37.2,13.7,17.9,12.8,37.6
2025-05-15 12:00:00Z,30.0,18.7,25.4,16.7,51.4
2025-05-15 13:00:00Z,38.8,14.8,25.8,17.4,52.1
2025-05-15 14:00:00Z,41.2,15.5,33.7,37.1,90.2
2025-05-15 15:00:00Z,33.2,14.4,35.9,24.9,74.3
2025-05-15 16:00:00Z,32.1,12.9,36.5,32.7,86.5
2025-05-15 17:00:00Z,26.9,14.2,33.2,22.9,68.6
2025-05-15 18:00:00Z,28.3,10.4,20.8,9.6,35.4
2025-05-15 19:00:00Z,34.7,13.6,29.2,14.0,50.6
2025-05-15 20:00:00Z,26.9,15.8,34.5,18.2,62.4
2025-05-15 21:00:00Z,24.5,13.6,26.7,11.2,44.0
2025-05-15 22:00:00Z,28.6,16.2,25.8,9.8,40.8
2025-05-15 23:00:00Z,24.7,13.1,21.8,7.2,32.7
2025-05-16 00:00:00Z,28.7,8.9,16.9,3.0,21.5
2025-05-16 01:00:00Z,47.5,8.4,20.2,5.0,27.8
2025-05-16 02:00:00Z,24.4,11.0,18.0,4.2,24.5
2025-05-16 03:00:00Z,,9.3,17.0,9.2,31.0
2025-05-16 04:00:00Z,25.3,11.4,25.4,18.0,52.9
2025-05-16 05:00:00Z,28.7,9.9,38.0,30.0,84.0
2025-05-16 06:00:00Z,34.6,16.7,38.7,50.1,115.6
2025-05-16 07:00:00Z,30.7,12.3,41.1,54.7,125.1
2025-05-16 08:00:00Z,26.5,13.3,35.0,36.4,90.7
2025-05-16 09:00:00Z,34.2,11.1,32.6,28.0,75.5
2025-05-16 10:00:00Z,30.3,11.3,31.4,23.3,67.1
2025-05-16 11:00:00Z,25.4,12.6,29.4,20.9,61.5
2025-05-16 12:00:00Z,38.5,9.9,31.1,24.1,68.1
2025-05-16 13:00:00Z,23.9,9.6,28.0,18.2,56.0
2025-05-16 14:00:00Z,27.2,10.3,31.0,18.4,59.4
2025-05-16 15:00:00Z,18.0,7.0,34.6,23.3,70.4
2025-05-16 16:00:00Z,15.9,4.5,36.1,20.0,66.7
2025-05-16 17:00:00Z,16.9,7.3,42.1,29.0,86.5
2025-05-16 18:00:00Z,25.2,12.3,45.0,35.1,98.5
2025-05-16 19:00:00Z,28.5,11.5,51.3,28.2,94.8
2025-05-16 20:00:00Z,25.0,12.0,44.9,21.4,77.6
2025-05-16 21:00:00Z,24.2,9.8,39.2,22.2,73.4
2025-05-16 22:00:00Z,20.4,13.7,38.1,11.5,55.3
2025-05-16 23:00:00Z,28.2,12.6,27.5,7.4,38.9
2025-05-17 00:00:00Z,23.2,9.1,33.2,6.4,42.8
2025-05-17 01:00:00Z,,9.7,19.9,4.4,26.6
2025-05-17 02:00:00Z,,7.0,11.2,3.9,17.1
2025-05-17 03:00:00Z,15.5,9.4,10.8,2.9,15.3
2025-05-17 04:00:00Z,14.3,9.9,18.8,7.2,30.1
2025-05-17 05:00:00Z,24.9,12.9,29.5,16.6,54.8
2025-05-17 06:00:00Z,29.6,9.8,33.2,19.5,63.0
2025-05-17 07:00:00Z,17.3,11.3,36.2,22.7,71.1
2025-05-17 08:00:00Z,23.2,12.8,34.0,27.3,76.2
2025-05-17 09:00:00Z,26.4,12.6,27.1,18.8,55.9
2025-05-17 10:00:00Z,25.2,11.5,26.9,20.1,57.6
2025-05-17 11:00:00Z,28.8,16.6,32.3,25.5,71.4
2025-05-17 12:00:00Z,25.7,12.1,25.7,21.9,59.4
2025-05-17 13:00:00Z,26.1,9.9,21.3,15.4,44.9
2025-05-17 14:00:00Z,21.9,16.1,21.1,14.8,43.8
2025-05-17 15:00:00Z,23.9,15.5,20.1,11.0,37.0
2025-05-17 16:00:00Z,21.6,7.5,24.6,17.0,50.6
2025-05-17 17:00:00Z,20.7,11.3,32.0,19.7,62.2
2025-05-17 18:00:00Z,25.2,15.0,35.1,18.1,62.8
2025-05-17 19:00:00Z,17.4,12.3,34.1,15.7,58.2
2025-05-17 20:00:00Z,30.9,14.9,41.6,19.0,70.8
2025-05-17 21:00:00Z,37.3,19.1,47.8,24.6,85.5
2025-05-17 22:00:00Z,25.8,17.7,39.6,22.2,73.7
2025-05-17 23:00:00Z,22.6,15.1,37.8,17.4,64.4
2025-05-18 00:00:00Z,25.1,13.8,34.5,17.0,60.5
2025-05-18 01:00:00Z,40.0,8.6,18.6,3.8,24.3
2025-05-18 02:00:00Z,15.7,7.5,16.8,3.9,22.8
2025-05-18 03:00:00Z,13.3,6.9,14.6,5.3,22.7
2025-05-18 04:00:00Z,,13.9,14.0,9.4,28.6
2025-05-18 05:00:00Z,16.2,13.4,19.5,9.6,34.2
2025-05-18 06:00:00Z,,11.0,18.4,10.4,34.2
2025-05-18 07:00:00Z,20.9,11.0,19.2,16.5,44.5
2025-05-18 08:00:00Z,19.5,13.0,15.4,13.3,35.7
2025-05-18 09:00:00Z,18.0,10.2,18.8,21.3,51.5
2025-05-18 10:00:00Z,18.4,12.0,18.8,22.0,52.4
2025-05-18 11:00:00Z,20.6,13.9,21.2,21.1,53.6
2025-05-18 12:00:00Z,26.3,17.8,21.6,23.2,56.8
2025-05-18 13:00:00Z,19.7,13.0,21.8,18.3,49.9
2025-05-18 14:00:00Z,25.5,11.6,20.0,16.5,45.0
2025-05-18 15:00:00Z,17.0,10.2,24.6,17.0,50.7
2025-05-18 16:00:00Z,15.3,9.8,25.6,15.3,49.0
2025-05-18 17:00:00Z,19.6,9.4,23.6,11.7,41.5
2025-05-18 18:00:00Z,24.9,11.1,25.8,9.8,40.8
2025-05-18 19:00:00Z,12.3,13.3,20.8,5.0,28.5
2025-05-18 20:00:00Z,12.2,10.6,34.6,14.1,56.2
2025-05-18 21:00:00Z,21.2,14.4,33.5,14.9,56.2
2025-05-18 22:00:00Z,19.8,10.3,11.5,2.5,15.3
2025-05-18 23:00:00Z,13.5,9.6,12.8,4.1,19.0
2025-05-19 00:00:00Z,9.9,9.8,13.2,3.9,19.2
2025-05-19 01:00:00Z,33.4,7.1,9.9,2.2,13.4
2025-05-19 02:00:00Z,14.5,7.8,10.4,2.9,15.0
2025-05-19 03:00:00Z,,9.2,20.1,6.8,30.5
2025-05-19 04:00:00Z,24.1,10.3,32.8,32.0,82.0
2025-05-19 05:00:00Z,23.7,8.4,45.3,49.9,121.9
2025-05-19 06:00:00Z,21.7,12.0,45.1,79.6,167.1
2025-05-19 07:00:00Z,22.6,9.5,33.1,36.0,88.3
2025-05-19 08:00:00Z,34.4,15.6,31.8,44.1,99.3
2025-05-19 09:00:00Z,27.8,10.1,33.1,38.0,91.4
2025-05-19 10:00:00Z,21.5,12.5,31.4,25.7,70.9
2025-05-19 11:00:00Z,17.8,11.5,28.2,20.8,60.1
2025-05-19 12:00:00Z,21.5,8.4,27.1,17.2,53.4
2025-05-19 13:00:00Z,23.5,8.0,29.4,20.8,61.3
2025-05-19 14:00:00Z,26.8,9.2,24.6,16.1,49.3
2025-05-19 15:00:00Z,20.8,11.3,27.6,14.8,50.3
2025-05-19 16:00:00Z,19.6,11.2,34.2,23.0,69.5
2025-05-19 17:00:00Z,18.7,6.7,30.0,13.4,50.6
2025-05-19 18:00:00Z,14.4,8.0,27.6,12.5,46.7
2025-05-19 19:00:00Z,16.4,10.2,36.8,15.8,60.8
2025-05-19 20:00:00Z,15.9,9.6,48.7,19.3,78.4
2025-05-19 21:00:00Z,14.9,7.1,43.2,17.6,70.2
2025-05-19 22:00:00Z,11.2,6.2,33.2,10.4,49.2
2025-05-19 23:00:00Z,14.5,5.6,25.7,5.4,34.1
2025-05-20 00:00:00Z,15.0,7.2,18.8,3.5,24.1
2025-05-20 01:00:00Z,35.6,7.2,18.4,4.9,25.9
2025-05-20 02:00:00Z,10.8,8.5,17.8,6.3,27.3
2025-05-20 03:00:00Z,11.1,7.8,18.2,7.0,28.9
2025-05-20 04:00:00Z,11.3,7.1,28.0,12.5,47.1
2025-05-20 05:00:00Z,19.6,10.7,37.0,12.3,55.9
2025-05-20 06:00:00Z,23.1,12.4,49.1,40.1,110.7
2025-05-20 07:00:00Z,23.2,10.6,39.8,32.9,90.0
2025-05-20 08:00:00Z,26.0,15.3,43.7,40.7,106.0
2025-05-20 09:00:00Z,25.3,9.8,36.3,31.6,84.7
2025-05-20 10:00:00Z,24.0,9.4,35.2,21.1,67.6
2025-05-20 11:00:00Z,30.7,8.9,34.3,22.1,68.3
2025-05-20 12:00:00Z,16.1,10.4,33.0,20.9,65.0
2025-05-20 13:00:00Z,20.7,8.2,29.4,15.5,53.3
2025-05-20 14:00:00Z,18.7,8.4,30.6,17.5,57.3
2025-05-20 15:00:00Z,17.8,8.2,33.1,14.8,55.8
2025-05-20 16:00:00Z,18.8,8.3,38.1,17.1,64.3
2025-05-20 17:00:00Z,20.8,7.6,35.0,14.3,56.9
2025-05-20 18:00:00Z,19.6,12.9,42.0,16.4,67.1
2025-05-20 19:00:00Z,20.9,10.7,50.4,19.0,79.6
2025-05-20 20:00:00Z,18.4,11.9,60.9,28.2,104.2
2025-05-20 21:00:00Z,29.9,14.9,51.7,17.8,79.0
2025-05-20 22:00:00Z,19.3,11.4,44.3,13.4,65.0
2025-05-20 23:00:00Z,16.3,9.4,23.5,4.4,30.2
2025-05-21 00:00:00Z,15.8,9.5,15.1,2.1,18.2
2025-05-21 01:00:00Z,11.1,7.6,16.1,4.0,22.3
2025-05-21 02:00:00Z,19.2,8.4,18.8,5.9,27.8
2025-05-21 03:00:00Z,14.9,8.9,20.0,9.6,34.7
2025-05-21 04:00:00Z,27.7,13.3,28.7,15.7,52.8
2025-05-21 05:00:00Z,27.3,14.3,48.4,32.3,97.9
2025-05-21 06:00:00Z,24.9,11.9,62.0,54.4,145.4
2025-05-21 07:00:00Z,28.5,10.0,49.2,58.4,138.8
