,A1:CO,A1:PM10,A1:PM25,A1:NO2,A1:NO,A1:NOX
,Autoroute A1 - Saint-Denis,Autoroute A1 - Saint-Denis,Autoroute A1 - Saint-Denis,Autoroute A1 - Saint-Denis,Autoroute A1 - Saint-Denis,Autoroute A1 - Saint-Denis
,A1,A1,A1,A1,A1,A1
,Monoxyde de carbone,PM 10 particules,"PM 2,5 particules",dioxyde d azote,monoxyde d azote,oxydes d azote
,CO,PM10,PM25,NO2,NO,NOX
,mg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3
2025-01-16 22:00:00Z,,24.2,19.0,37.2,30.7,84.4
2025-01-16 23:00:00Z,,30.8,17.0,32.5,27.3,74.7
2025-01-17 00:00:00Z,,29.8,19.5,40.1,34.7,93.0
2025-01-17 01:00:00Z,,28.5,23.9,44.8,36.8,101.3
2025-01-17 02:00:00Z,,23.9,23.0,40.2,24.8,78.5
2025-01-17 03:00:00Z,,,22.2,35.7,24.6,73.7
2025-01-17 04:00:00Z,,32.1,23.3,44.2,47.2,116.7
2025-01-17 05:00:00Z,,36.8,34.7,53.5,92.0,193.8
2025-01-17 06:00:00Z,,38.4,31.9,50.9,100.4,205.4
2025-01-17 07:00:00Z,,42.3,31.6,50.4,115.4,226.9
2025-01-17 08:00:00Z,,34.3,31.4,51.9,93.1,198.0
2025-01-17 09:00:00Z,,39.8,23.3,45.3,95.4,192.0
2025-01-17 10:00:00Z,,40.4,31.9,46.4,104.6,206.8
2025-01-17 11:00:00Z,,52.3,29.0,43.5,97.7,193.3
2025-01-17 12:00:00Z,,54.0,26.8,42.3,92.0,183.4
2025-01-17 13:00:00Z,,49.9,26.2,45.3,81.8,170.8
2025-01-17 14:00:00Z,,46.3,26.0,44.7,77.2,163.0
2025-01-17 15:00:00Z,,43.9,27.9,44.1,79.4,165.8
2025-01-17 16:00:00Z,,36.9,28.6,45.1,84.6,174.7
2025-01-17 17:00:00Z,,39.0,30.9,49.2,114.7,224.9
2025-01-17 18:00:00Z,,36.1,27.6,47.1,78.9,168.1
2025-01-17 19:00:00Z,,38.4,32.9,44.1,68.9,149.8
2025-01-17 20:00:00Z,,35.1,30.4,38.6,43.3,105.0
2025-01-17 21:00:00Z,,37.2,30.4,42.1,59.3,133.0
2025-01-17 22:00:00Z,,31.6,30.1,38.9,53.2,120.5
2025-01-17 23:00:00Z,,26.5,21.9,35.9,40.4,97.8
2025-01-18 00:00:00Z,,28.8,24.9,35.9,36.2,91.4
2025-01-18 01:00:00Z,,,21.6,29.3,28.2,72.6
2025-01-18 02:00:00Z,,,23.4,23.6,21.5,56.5
2025-01-18 03:00:00Z,,24.7,18.5,21.2,21.1,53.5
2025-01-18 04:00:00Z,,26.0,,25.1,23.0,60.3
2025-01-18 05:00:00Z,,32.6,29.7,31.0,39.0,90.6
2025-01-18 06:00:00Z,,32.2,24.4,26.3,27.0,67.6
2025-01-18 07:00:00Z,,31.5,29.0,34.0,41.0,96.9
2025-01-18 08:00:00Z,,28.8,26.8,39.2,51.8,118.5
2025-01-18 09:00:00Z,,41.0,30.6,44.7,67.5,148.3
2025-01-18 10:00:00Z,,32.3,25.1,32.8,39.9,93.9
2025-01-18 11:00:00Z,,38.3,30.7,32.9,38.9,92.5
2025-01-18 12:00:00Z,,39.6,32.4,32.2,34.5,85.1
2025-01-18 13:00:00Z,,40.8,29.5,35.0,37.9,93.0
2025-01-18 14:00:00Z,,37.1,25.0,35.7,43.5,102.3
2025-01-18 15:00:00Z,,45.1,26.2,39.1,48.0,112.8
2025-01-18 16:00:00Z,,42.9,26.7,39.7,45.3,109.1
2025-01-18 17:00:00Z,,34.0,27.6,36.1,34.7,89.4
2025-01-18 18:00:00Z,,41.7,28.0,40.3,46.5,111.5
2025-01-18 19:00:00Z,,,24.8,39.7,44.9,108.5
2025-01-18 20:00:00Z,,39.4,28.0,39.1,37.8,97.1
2025-01-18 21:00:00Z,,43.9,28.8,39.4,46.5,110.8
2025-01-18 22:00:00Z,,36.6,28.9,46.2,61.3,140.3
2025-01-18 23:00:00Z,,43.3,36.2,56.5,81.9,182.1
2025-01-19 00:00:00Z,,45.4,38.7,57.0,91.6,197.6
2025-01-19 01:00:00Z,,45.3,35.8,54.8,98.5,205.8
2025-01-19 02:00:00Z,,44.9,38.9,49.8,82.1,175.6
2025-01-19 03:00:00Z,,36.4,31.6,48.8,49.7,124.9
2025-01-19 04:00:00Z,,40.0,33.0,49.1,54.0,131.8
2025-01-19 05:00:00Z,,33.3,30.3,49.2,47.6,122.1
2025-01-19 06:00:00Z,,40.8,30.1,49.3,55.0,133.4
2025-01-19 07:00:00Z,,35.4,34.3,50.7,84.2,179.8
2025-01-19 08:00:00Z,,41.3,35.1,52.2,106.0,214.7
2025-01-19 09:00:00Z,,52.1,38.4,54.5,143.0,273.6
2025-01-19 10:00:00Z,,54.0,42.3,52.2,134.1,257.8
2025-01-19 11:00:00Z,,70.7,48.3,56.0,155.3,294.2
2025-01-19 12:00:00Z,,67.0,46.7,53.1,144.9,275.3
2025-01-19 13:00:00Z,,57.6,45.3,53.1,106.1,215.8
2025-01-19 14:00:00Z,,63.7,48.7,57.3,93.5,200.6
2025-01-19 15:00:00Z,,53.2,38.5,52.6,66.1,153.9
2025-01-19 16:00:00Z,,50.9,36.7,56.5,58.6,146.3
2025-01-19 17:00:00Z,,47.3,38.5,54.5,52.3,134.6
2025-01-19 18:00:00Z,,55.4,41.6,60.2,97.3,209.5
2025-01-19 19:00:00Z,,48.2,35.1,59.2,103.8,218.3
2025-01-19 20:00:00Z,,49.1,42.6,62.0,112.6,234.7
2025-01-19 21:00:00Z,,55.8,46.8,66.5,82.0,192.2
2025-01-19 22:00:00Z,,54.4,47.6,61.1,59.0,151.5
2025-01-19 23:00:00Z,,61.8,54.6,52.6,42.7,118.0
2025-01-20 00:00:00Z,,57.8,50.4,42.6,22.3,76.8
2025-01-20 01:00:00Z,,50.7,42.4,42.1,18.6,70.7
2025-01-20 02:00:00Z,,59.5,51.0,42.4,15.4,66.0
2025-01-20 03:00:00Z,,56.1,53.0,40.5,12.8,60.2
2025-01-20 04:00:00Z,,48.9,49.3,42.1,28.8,86.2
2025-01-20 05:00:00Z,,58.8,47.4,45.0,54.9,129.1
2025-01-20 06:00:00Z,,54.7,45.1,51.5,76.2,168.4
2025-01-20 07:00:00Z,,69.2,38.2,51.3,89.1,187.8
2025-01-20 08:00:00Z,,41.3,31.7,45.4,91.7,185.9
2025-01-20 09:00:00Z,,50.1,29.1,45.4,105.0,206.4
2025-01-20 10:00:00Z,,54.7,35.7,46.7,107.9,212.2
2025-01-20 11:00:00Z,,63.0,30.6,46.4,104.1,205.9
2025-01-20 12:00:00Z,,60.6,29.0,46.9,90.0,184.9
2025-01-20 13:00:00Z,,56.2,30.3,46.3,91.7,187.0
2025-01-20 14:00:00Z,,60.6,31.1,48.5,92.5,190.2
2025-01-20 15:00:00Z,,59.2,36.0,51.4,100.6,205.7
2025-01-20 16:00:00Z,,55.0,38.1,49.9,100.7,204.3
2025-01-20 17:00:00Z,,44.0,32.9,50.5,90.9,189.8
2025-01-20 18:00:00Z,,47.5,33.7,50.1,97.3,199.3
2025-01-20 19:00:00Z,,49.0,30.5,47.1,87.5,181.2
2025-01-20 20:00:00Z,,48.4,33.0,48.3,84.8,178.5
2025-01-20 21:00:00Z,,49.7,37.1,46.3,73.1,158.2
2025-01-20 22:00:00Z,,40.6,32.2,44.5,69.0,150.3
2025-01-20 23:00:00Z,,41.5,29.2,42.9,71.2,152.1
2025-01-21 00:00:00Z,,41.7,36.0,42.6,67.0,145.2
2025-01-21 01:00:00Z,,43.7,35.3,39.5,47.9,112.8
2025-01-21 02:00:00Z,,32.4,31.4,37.8,34.9,91.2
2025-01-21 03:00:00Z,,36.4,31.5,38.2,37.7,96.0
2025-01-21 04:00:00Z,,37.8,31.1,36.1,36.0,91.3
2025-01-21 05:00:00Z,,39.5,36.5,36.9,64.6,136.0
2025-01-21 06:00:00Z,,66.6,58.1,40.1,84.1,169.0
2025-01-21 07:00:00Z,,27.8,29.0,37.4,94.9,183.0
2025-01-21 08:00:00Z,,28.8,23.9,38.3,121.7,224.8
2025-01-21 09:00:00Z,,44.2,31.9,39.7,137.1,249.9
2025-01-21 10:00:00Z,,40.0,29.3,39.9,132.3,242.7
2025-01-21 11:00:00Z,,57.8,31.9,40.3,132.0,242.6
2025-01-21 12:00:00Z,,72.8,38.4,46.3,141.3,263.0
2025-01-21 13:00:00Z,,,,44.8,136.4,254.0
2025-01-21 14:00:00Z,,,,46.2,130.5,246.2
2025-01-21 15:00:00Z,,,,51.6,134.5,257.8
2025-01-21 16:00:00Z,,,,52.0,142.3,270.1
2025-01-21 17:00:00Z,,,,53.6,178.2,326.8
2025-01-21 18:00:00Z,,,,58.6,211.6,382.9
2025-01-21 19:00:00Z,,,,52.4,193.9,349.7
2025-01-21 20:00:00Z,,,,57.2,229.2,408.5
2025-01-21 21:00:00Z,,,,60.2,206.9,377.4
2025-01-21 22:00:00Z,,,,58.3,150.7,289.7
2025-01-21 23:00:00Z,,,,53.8,113.3,227.7
2025-01-22 00:00:00Z,,,,49.5,92.7,191.7
2025-01-22 01:00:00Z,,,,46.4,78.0,166.1
2025-01-22 02:00:00Z,,,,45.4,85.6,176.5
2025-01-22 03:00:00Z,,,,46.9,87.1,180.3
2025-01-22 04:00:00Z,,,,51.1,63.8,148.8
2025-01-22 05:00:00Z,,,,55.8,86.7,189.2
2025-01-22 06:00:00Z,,,,67.9,132.8,271.1
2025-01-22 07:00:00Z,,,,71.3,174.3,337.5
2025-01-22 08:00:00Z,,,,68.2,140.8,284.4
2025-01-22 09:00:00Z,,,,65.3,138.3,277.8
2025-01-22 10:00:00Z,,,,66.3,149.2,294.1
2025-01-22 11:00:00Z,,,,68.6,158.1,311.7
2025-01-22 12:00:00Z,,,,70.1,166.6,327.0
2025-01-22 13:00:00Z,,,,66.8,149.2,296.1
2025-01-22 14:00:00Z,,,,69.1,138.3,281.0
2025-01-22 15:00:00Z,,,,68.6,155.0,306.3
2025-01-22 16:00:00Z,,,,68.7,154.8,306.1
2025-01-22 17:00:00Z,,,,71.2,194.1,368.4
2025-01-22 18:00:00Z,,,,74.6,221.6,414.3
2025-01-22 19:00:00Z,,,,71.0,230.1,423.8
2025-01-22 20:00:00Z,,,,69.2,190.6,361.4
2025-01-22 21:00:00Z,,,,45.3,59.8,136.9
2025-01-22 22:00:00Z,,,,29.6,48.6,104.0
2025-01-22 23:00:00Z,,,,28.4,34.1,80.6
2025-01-23 00:00:00Z,,,,26.6,33.1,77.3
2025-01-23 01:00:00Z,,,,29.9,43.0,95.8
2025-01-23 02:00:00Z,,,,29.7,52.3,109.8
2025-01-23 03:00:00Z,,,,35.5,64.9,135.0
2025-01-23 04:00:00Z,,,,32.5,61.0,126.2
2025-01-23 05:00:00Z,,,,38.4,63.4,135.5
2025-01-23 06:00:00Z,,,,65.4,149.7,295.0
2025-01-23 07:00:00Z,,,,68.6,151.3,300.5
2025-01-23 08:00:00Z,,,,68.1,157.0,308.8
2025-01-23 09:00:00Z,,,,61.1,132.9,264.7
2025-01-23 10:00:00Z,,,,52.1,81.0,176.3
2025-01-23 11:00:00Z,,54.9,14.5,39.0,54.1,121.9
2025-01-23 12:00:00Z,,48.1,15.2,34.9,47.9,108.3
2025-01-23 13:00:00Z,,46.3,13.8,44.2,48.7,118.8
2025-01-23 14:00:00Z,,54.0,15.3,39.9,62.8,136.1
2025-01-23 15:00:00Z,,34.2,8.9,33.0,35.4,87.2
2025-01-23 16:00:00Z,,35.0,9.7,40.6,44.1,108.2
2025-01-23 17:00:00Z,,17.0,8.2,40.2,37.8,98.2
2025-01-23 18:00:00Z,,13.9,10.3,44.9,39.6,105.6
2025-01-23 19:00:00Z,,15.8,12.6,26.5,18.8,55.2
2025-01-23 20:00:00Z,,13.1,12.1,25.6,24.8,63.6
2025-01-23 21:00:00Z,,13.8,9.0,26.7,27.8,69.3
2025-01-23 22:00:00Z,,14.1,7.0,25.5,28.2,68.8
2025-01-23 23:00:00Z,,12.7,5.4,28.6,28.7,72.6
2025-01-24 00:00:00Z,,20.0,3.8,16.9,13.4,37.4
2025-01-24 01:00:00Z,,20.0,4.7,15.4,15.2,38.5
2025-01-24 02:00:00Z,,14.0,4.7,15.8,13.3,36.1
2025-01-24 03:00:00Z,,15.8,5.5,21.0,17.9,48.4
2025-01-24 04:00:00Z,,17.5,4.9,23.8,17.7,51.0
2025-01-24 05:00:00Z,,30.6,4.5,35.1,40.5,97.2
2025-01-24 06:00:00Z,,28.4,5.1,33.7,39.5,94.3
2025-01-24 07:00:00Z,,28.0,5.1,35.5,33.8,87.2
2025-01-24 08:00:00Z,,27.4,3.6,43.5,38.1,102.0
2025-01-24 09:00:00Z,,15.4,9.4,46.2,46.8,117.8
2025-01-24 10:00:00Z,,14.0,8.0,41.2,46.2,112.0
2025-01-24 11:00:00Z,,11.5,7.8,26.2,22.8,61.2
2025-01-24 12:00:00Z,,11.2,9.0,22.0,14.5,44.2
2025-01-24 13:00:00Z,,11.8,6.8,21.6,16.9,47.5
2025-01-24 14:00:00Z,,12.9,4.2,22.4,16.5,47.8
2025-01-24 15:00:00Z,,9.1,4.2,19.7,12.6,39.0
2025-01-24 16:00:00Z,,9.5,3.2,22.1,15.1,45.1
2025-01-24 17:00:00Z,,12.8,5.9,28.0,20.5,59.4
2025-01-24 18:00:00Z,,14.8,8.3,34.3,34.4,87.1
2025-01-24 19:00:00Z,,13.1,6.6,35.1,32.7,85.2
2025-01-24 20:00:00Z,,9.8,4.6,34.8,37.9,93.0
2025-01-24 21:00:00Z,,7.2,6.8,25.9,22.0,59.6
2025-01-24 22:00:00Z,,9.0,6.8,28.2,29.4,73.2
2025-01-24 23:00:00Z,,10.9,9.3,35.7,27.1,77.2
2025-01-25 00:00:00Z,,11.3,9.8,35.6,20.9,67.6
2025-01-25 01:00:00Z,,15.7,6.7,34.2,19.7,64.5
2025-01-25 02:00:00Z,,11.5,6.1,22.1,13.6,42.8
2025-01-25 03:00:00Z,,9.1,3.9,20.0,9.8,35.1
2025-01-25 04:00:00Z,,8.5,2.5,25.1,13.6,46.0
2025-01-25 05:00:00Z,,12.9,5.0,21.9,18.5,50.2
2025-01-25 06:00:00Z,,12.6,7.3,22.1,22.6,56.7
2025-01-25 07:00:00Z,,10.6,6.5,26.5,36.0,81.8
2025-01-25 08:00:00Z,,11.2,8.6,45.4,55.3,130.0
2025-01-25 09:00:00Z,,16.4,15.0,69.4,103.7,228.5
2025-01-25 10:00:00Z,,9.6,6.7,74.2,102.2,231.0
2025-01-25 11:00:00Z,,16.7,9.4,77.0,132.6,280.2
2025-01-25 12:00:00Z,,23.9,11.6,78.3,123.7,268.0
2025-01-25 13:00:00Z,,33.7,14.3,74.5,119.8,258.1
2025-01-25 14:00:00Z,,30.7,11.0,75.6,104.7,236.1
2025-01-25 15:00:00Z,,20.9,11.3,71.3,78.3,191.4
2025-01-25 16:00:00Z,,17.0,14.3,85.6,82.9,212.8
2025-01-25 17:00:00Z,,20.2,11.4,78.0,53.3,159.8
2025-01-25 18:00:00Z,,23.7,14.5,77.8,64.6,176.8
2025-01-25 19:00:00Z,,16.5,12.0,75.6,74.6,190.0
2025-01-25 20:00:00Z,,13.7,9.5,68.8,54.2,151.8
2025-01-25 21:00:00Z,,12.5,8.4,48.0,50.8,125.9
2025-01-25 22:00:00Z,,7.3,7.0,30.3,29.8,76.0
2025-01-25 23:00:00Z,,8.6,6.4,30.3,25.3,69.0
2025-01-26 00:00:00Z,,7.8,5.7,24.9,20.9,57.0
2025-01-26 01:00:00Z,,8.4,8.2,23.5,21.5,56.4
2025-01-26 02:00:00Z,,7.6,5.1,18.8,16.3,43.6
2025-01-26 03:00:00Z,,8.0,3.1,31.1,26.4,71.5
2025-01-26 04:00:00Z,,7.0,8.5,38.6,41.9,102.9
2025-01-26 05:00:00Z,,8.3,7.7,50.5,61.9,145.5
2025-01-26 06:00:00Z,,7.4,6.2,39.2,36.4,94.9
2025-01-26 07:00:00Z,,10.6,4.7,40.2,20.2,71.1
2025-01-26 08:00:00Z,,5.6,3.7,33.6,13.3,53.9
2025-01-26 09:00:00Z,,1.6,6.1,33.8,16.6,59.3
2025-01-26 10:00:00Z,,5.8,4.6,29.9,17.7,56.9
2025-01-26 11:00:00Z,,13.2,9.4,35.9,21.2,68.4
2025-01-26 12:00:00Z,,14.6,5.7,39.5,25.0,77.7
2025-01-26 13:00:00Z,,9.3,5.4,45.2,28.6,89.1
2025-01-26 14:00:00Z,,5.4,7.3,40.2,23.5,76.1
2025-01-26 15:00:00Z,,3.0,6.0,36.4,18.9,65.3
2025-01-26 16:00:00Z,,6.2,3.3,38.1,19.1,67.5
2025-01-26 17:00:00Z,,8.6,6.4,51.5,29.6,96.8
2025-01-26 18:00:00Z,,8.2,8.5,51.2,31.8,100.0
2025-01-26 19:00:00Z,,6.5,6.0,46.4,31.6,94.8
2025-01-26 20:00:00Z,,4.5,7.3,39.6,23.8,76.1
2025-01-26 21:00:00Z,,10.9,8.0,44.6,28.3,88.0
2025-01-26 22:00:00Z,,6.8,6.8,36.0,13.8,57.2
2025-01-26 23:00:00Z,,5.6,5.7,28.3,9.3,42.6
2025-01-27 00:00:00Z,,2.9,2.4,17.6,6.8,27.9
2025-01-27 01:00:00Z,,0.3,0.8,13.4,4.1,19.7
2025-01-27 02:00:00Z,,,1.8,10.1,4.0,16.2
2025-01-27 03:00:00Z,,,4.1,8.0,6.2,17.5
2025-01-27 04:00:00Z,,,3.9,12.0,11.8,30.0
2025-01-27 05:00:00Z,,7.5,3.0,30.3,31.5,78.5
2025-01-27 06:00:00Z,,10.8,4.5,40.2,45.0,109.2
2025-01-27 07:00:00Z,,9.4,6.7,40.5,38.9,100.2
2025-01-27 08:00:00Z,,13.9,6.5,36.4,43.9,103.7
2025-01-27 09:00:00Z,,22.4,6.7,35.5,40.2,97.2
2025-01-27 10:00:00Z,,14.0,5.5,32.1,31.4,80.1
2025-01-27 11:00:00Z,,26.0,3.4,24.4,21.2,57.0
2025-01-27 12:00:00Z,,16.4,5.3,32.0,26.2,72.2
2025-01-27 13:00:00Z,,25.2,4.3,29.7,31.3,77.6
2025-01-27 14:00:00Z,,32.1,2.4,21.6,20.7,53.4
2025-01-27 15:00:00Z,,29.2,1.5,26.5,24.6,64.3
2025-01-27 16:00:00Z,,17.3,6.4,28.5,19.6,58.4
2025-01-27 17:00:00Z,,7.8,5.4,23.8,18.5,52.5
2025-01-27 18:00:00Z,,15.8,5.3,37.0,32.0,86.2
2025-01-27 19:00:00Z,,18.6,6.8,42.8,41.7,107.0
2025-01-27 20:00:00Z,,10.5,5.3,34.6,26.7,74.6
2025-01-27 21:00:00Z,,13.3,5.7,35.0,28.2,77.2
2025-01-27 22:00:00Z,,12.1,7.0,22.3,7.8,34.4
2025-01-27 23:00:00Z,,9.8,4.0,16.9,6.5,27.0
2025-01-28 00:00:00Z,,10.5,3.5,16.1,6.0,25.9
2025-01-28 01:00:00Z,,10.4,7.0,12.5,5.0,20.3
2025-01-28 02:00:00Z,,9.1,4.6,11.4,3.4,16.5
2025-01-28 03:00:00Z,,14.1,3.0,8.5,4.4,15.1
2025-01-28 04:00:00Z,,11.1,4.6,17.6,9.3,31.9
2025-01-28 05:00:00Z,,15.5,4.0,32.6,19.2,62.3
2025-01-28 06:00:00Z,,24.1,5.7,53.5,47.8,127.1
2025-01-28 07:00:00Z,,28.1,5.8,58.2,51.1,136.6
2025-01-28 08:00:00Z,,26.8,5.0,56.2,45.5,126.0
2025-01-28 09:00:00Z,,16.5,7.9,54.9,48.2,128.8
2025-01-28 10:00:00Z,,7.6,5.4,44.0,32.8,94.3
2025-01-28 11:00:00Z,,16.5,4.5,28.7,20.7,60.4
2025-01-28 12:00:00Z,,25.2,4.6,25.1,23.6,61.0
2025-01-28 13:00:00Z,,27.8,2.9,29.6,27.7,71.7
2025-01-28 14:00:00Z,,11.5,5.3,31.2,29.8,76.9
2025-01-28 15:00:00Z,,34.3,8.6,26.5,22.6,61.0
2025-01-28 16:00:00Z,,42.1,11.2,32.5,33.6,84.0
2025-01-28 17:00:00Z,,43.3,12.2,36.4,40.4,98.3
2025-01-28 18:00:00Z,,16.4,9.1,41.2,43.0,107.2
2025-01-28 19:00:00Z,,15.0,8.0,36.0,28.9,80.3
2025-01-28 20:00:00Z,,11.1,9.9,31.5,25.9,71.3
2025-01-28 21:00:00Z,,9.8,6.2,20.9,15.7,45.0
2025-01-28 22:00:00Z,,7.9,4.9,14.6,9.5,29.1
2025-01-28 23:00:00Z,,6.3,5.9,12.8,12.7,32.2
2025-01-29 00:00:00Z,,5.7,7.0,11.3,7.6,22.9
2025-01-29 01:00:00Z,,8.0,6.1,10.7,4.8,18.0
2025-01-29 02:00:00Z,,7.5,4.5,10.0,4.8,17.4
2025-01-29 03:00:00Z,,6.5,1.6,9.6,6.8,20.0
2025-01-29 04:00:00Z,,7.5,1.4,13.8,8.3,26.6
2025-01-29 05:00:00Z,,17.6,8.1,36.7,37.6,94.3
2025-01-29 06:00:00Z,,29.3,15.2,44.6,63.2,141.4
2025-01-29 07:00:00Z,,46.5,9.2,44.2,62.5,140.0
2025-01-29 08:00:00Z,,58.4,6.7,45.6,58.2,134.8
2025-01-29 09:00:00Z,,59.6,13.7,49.8,66.2,151.3
2025-01-29 10:00:00Z,,64.0,12.6,49.4,60.1,141.4
2025-01-29 11:00:00Z,,60.0,12.1,62.1,83.1,189.5
2025-01-29 12:00:00Z,,35.2,10.0,54.7,55.9,140.3
2025-01-29 13:00:00Z,,23.2,11.6,66.3,68.8,171.8
2025-01-29 14:00:00Z,,14.6,11.8,59.5,52.0,139.3
2025-01-29 15:00:00Z,,20.5,11.4,69.2,66.8,171.7
2025-01-29 16:00:00Z,,19.9,8.5,67.3,57.5,155.3
2025-01-29 17:00:00Z,,12.1,7.1,64.5,56.2,150.6
2025-01-29 18:00:00Z,,15.8,10.0,64.8,54.4,148.1
2025-01-29 19:00:00Z,,15.4,8.2,56.9,37.6,114.6
2025-01-29 20:00:00Z,,23.1,9.8,55.4,39.9,116.6
2025-01-29 21:00:00Z,,12.7,7.3,34.5,15.0,57.5
2025-01-29 22:00:00Z,,9.4,6.5,25.8,6.0,35.1
2025-01-29 23:00:00Z,,7.8,7.1,30.8,8.3,43.4
2025-01-30 00:00:00Z,,7.5,7.4,30.4,7.3,41.6
2025-01-30 01:00:00Z,,11.2,3.6,26.2,7.6,37.9
2025-01-30 02:00:00Z,,13.2,5.9,24.9,9.4,39.3
2025-01-30 03:00:00Z,,10.7,7.7,30.5,23.4,66.4
2025-01-30 04:00:00Z,,13.1,5.9,31.1,25.9,70.8
2025-01-30 05:00:00Z,,20.5,12.6,64.9,100.8,219.5
2025-01-30 06:00:00Z,,21.7,13.1,69.4,149.8,299.0
2025-01-30 07:00:00Z,,31.0,11.7,70.6,146.7,295.5
2025-01-30 08:00:00Z,,22.4,13.4,77.4,165.5,331.2
2025-01-30 09:00:00Z,,31.3,13.5,73.3,172.8,338.3
2025-01-30 10:00:00Z,,26.6,11.0,63.6,130.8,264.2
2025-01-30 11:00:00Z,,29.0,14.1,59.1,116.2,237.4
2025-01-30 12:00:00Z,,13.6,9.1,37.9,48.7,112.6
2025-01-30 13:00:00Z,,30.7,8.8,45.2,69.4,150.9
2025-01-30 14:00:00Z,,22.9,9.9,42.9,46.7,114.5
2025-01-30 15:00:00Z,,21.1,8.3,46.8,49.5,122.7
2025-01-30 16:00:00Z,,21.7,7.4,46.9,50.2,123.8
2025-01-30 17:00:00Z,,19.6,10.3,48.0,47.8,121.2
2025-01-30 18:00:00Z,,26.0,7.7,48.8,49.4,124.5
2025-01-30 19:00:00Z,,24.1,12.4,46.3,43.1,112.4
2025-01-30 20:00:00Z,,29.0,15.8,50.8,49.9,127.4
2025-01-30 21:00:00Z,,27.8,13.7,47.7,53.8,130.1
2025-01-30 22:00:00Z,,32.7,14.4,55.2,70.7,163.6
2025-01-30 23:00:00Z,,36.2,15.2,59.0,71.9,169.2
2025-01-31 00:00:00Z,,35.6,21.2,52.9,64.9,152.4
2025-01-31 01:00:00Z,,27.0,18.0,50.9,44.7,119.5
2025-01-31 02:00:00Z,,26.4,17.0,54.8,38.4,113.8
2025-01-31 03:00:00Z,,25.1,19.2,53.3,47.6,126.2
2025-01-31 04:00:00Z,,24.3,14.5,49.6,47.2,122.0
2025-01-31 05:00:00Z,,46.0,17.6,59.2,114.0,233.9
2025-01-31 06:00:00Z,,58.3,19.4,67.9,145.8,291.5
2025-01-31 07:00:00Z,,74.4,24.3,78.1,212.4,403.7
2025-01-31 08:00:00Z,,68.4,21.8,82.5,231.0,436.9
2025-01-31 09:00:00Z,,72.8,15.9,82.6,225.0,427.5
2025-01-31 10:00:00Z,,77.8,25.2,82.7,158.4,325.5
2025-01-31 11:00:00Z,,82.5,12.4,64.3,119.0,246.7
2025-01-31 12:00:00Z,,37.1,9.9,48.2,64.4,147.1
2025-01-31 13:00:00Z,,36.7,4.4,54.0,65.5,154.3
2025-01-31 14:00:00Z,,41.1,11.3,70.9,73.9,184.1
2025-01-31 15:00:00Z,,20.6,8.8,58.8,58.7,148.9
2025-01-31 16:00:00Z,,11.1,6.3,67.8,50.1,144.7
2025-01-31 17:00:00Z,,15.5,10.1,64.0,45.0,133.0
2025-01-31 18:00:00Z,,17.8,16.1,75.0,66.7,177.1
2025-01-31 19:00:00Z,,14.8,12.0,70.2,59.3,161.0
2025-01-31 20:00:00Z,,17.1,9.0,69.7,57.7,158.3
2025-01-31 21:00:00Z,,16.7,12.3,63.1,49.5,139.1
2025-01-31 22:00:00Z,,16.8,12.2,58.1,33.0,108.5
2025-01-31 23:00:00Z,,18.0,16.3,63.0,41.1,125.9
2025-02-01 00:00:00Z,,19.7,14.9,70.3,50.6,147.8
2025-02-01 01:00:00Z,,23.1,17.6,57.1,28.7,101.2
2025-02-01 02:00:00Z,,13.7,10.3,40.3,17.8,67.6
2025-02-01 03:00:00Z,,21.8,16.2,54.4,28.2,97.6
2025-02-01 04:00:00Z,,25.0,17.1,55.5,45.9,125.8
2025-02-01 05:00:00Z,,17.0,12.4,59.7,62.8,155.9
2025-02-01 06:00:00Z,,21.1,17.3,63.4,84.4,192.8
2025-02-01 07:00:00Z,,26.6,21.9,62.8,94.7,208.1
2025-02-01 08:00:00Z,,31.3,22.6,62.0,102.0,218.4
2025-02-01 09:00:00Z,,30.6,25.6,59.4,95.0,205.0
2025-02-01 10:00:00Z,,27.4,16.2,58.6,94.3,203.1
2025-02-01 11:00:00Z,,41.0,27.0,65.1,103.5,223.8
2025-02-01 12:00:00Z,,37.2,19.6,57.9,72.5,169.1
2025-02-01 13:00:00Z,,24.9,10.9,47.3,51.6,126.3
2025-02-01 14:00:00Z,,29.2,15.8,44.9,43.2,111.2
2025-02-01 15:00:00Z,,30.3,13.0,56.9,64.5,155.6
2025-02-01 16:00:00Z,,37.2,17.0,66.5,77.3,185.1
2025-02-01 17:00:00Z,,34.6,15.0,76.7,79.7,199.3
2025-02-01 18:00:00Z,,49.2,22.4,83.2,104.3,242.9
2025-02-01 19:00:00Z,,40.4,15.4,83.0,84.1,212.2
2025-02-01 20:00:00Z,,45.0,21.4,87.2,124.6,277.7
2025-02-01 21:00:00Z,,45.8,25.0,86.6,131.3,288.0
2025-02-01 22:00:00Z,,48.7,24.8,86.3,136.5,295.9
2025-02-01 23:00:00Z,,48.2,28.2,84.8,143.9,305.4
2025-02-02 00:00:00Z,,43.4,23.9,82.1,108.1,247.9
2025-02-02 01:00:00Z,,37.8,24.4,72.2,91.7,212.7
2025-02-02 02:00:00Z,,39.4,25.7,67.7,103.7,226.7
