Unnamed: 0,time,CO,PM10,PM25,NO2,NO,NOX,ville,O3
2025-07-01 23:00:00Z,43.8,,13.2,15.4,1.3,17.5,,Boulevard Haussmann,
2025-07-02 00:00:00Z,26.6,,10.5,15.3,1.2,17.2,,Boulevard Haussmann,
2025-07-02 01:00:00Z,25.7,,9.4,12.6,1.1,14.4,,Boulevard Haussmann,
2025-07-02 02:00:00Z,17.9,,13.9,12.6,1.1,14.3,,Boulevard Haussmann,
2025-07-02 03:00:00Z,21.4,,8.3,9.9,0.8,11.3,,Boulevard Haussmann,
2025-07-02 04:00:00Z,25.1,,5.6,12.7,1.0,14.3,,Boulevard Haussmann,
2025-07-02 05:00:00Z,20.9,,6.3,23.5,1.6,26.0,,Boulevard Haussmann,
2025-07-02 06:00:00Z,33.7,,11.6,35.4,11.3,52.6,,Boulevard Haussmann,
2025-07-02 07:00:00Z,38.2,,8.2,26.3,3.8,32.1,,Boulevard Haussmann,
2025-07-02 08:00:00Z,31.8,,11.9,32.7,6.7,42.9,,Boulevard Haussmann,
2025-07-02 09:00:00Z,33.5,,9.8,28.8,5.4,37.2,,Boulevard Haussmann,
2025-07-02 10:00:00Z,47.5,,13.2,32.6,5.2,40.7,,Boulevard Haussmann,
2025-07-02 11:00:00Z,43.2,,13.5,25.4,3.0,29.9,,Boulevard Haussmann,
2025-07-02 12:00:00Z,37.0,,13.5,18.1,2.0,21.2,,Boulevard Haussmann,
2025-07-02 13:00:00Z,36.3,,14.6,18.0,2.5,21.8,,Boulevard Haussmann,
2025-07-02 14:00:00Z,76.6,,10.8,16.5,2.7,20.6,,Boulevard Haussmann,
2025-07-02 15:00:00Z,107.5,,7.3,11.8,2.2,15.3,,Boulevard Haussmann,
2025-07-02 16:00:00Z,35.5,,5.7,12.8,1.9,15.7,,Boulevard Haussmann,
2025-07-02 17:00:00Z,35.2,,8.5,13.6,2.7,17.8,,Boulevard Haussmann,
2025-07-02 18:00:00Z,18.8,,4.9,13.0,1.7,15.6,,Boulevard Haussmann,
2025-07-02 19:00:00Z,18.3,,2.5,11.1,1.5,13.3,,Boulevard Haussmann,
2025-07-02 20:00:00Z,14.6,,7.2,9.8,1.1,11.6,,Boulevard Haussmann,
2025-07-02 21:00:00Z,18.1,,7.5,8.8,0.5,9.6,,Boulevard Haussmann,
2025-07-02 22:00:00Z,24.5,,13.9,10.7,0.6,11.7,,Boulevard Haussmann,
2025-07-02 23:00:00Z,33.5,,14.3,10.3,0.5,11.0,,Boulevard Haussmann,
2025-07-03 00:00:00Z,33.5,,8.9,9.3,0.4,9.9,,Boulevard Haussmann,
2025-07-03 01:00:00Z,18.2,,6.9,9.4,0.3,9.9,,Boulevard Haussmann,
2025-07-03 02:00:00Z,23.9,,11.2,9.8,0.4,10.5,,Boulevard Haussmann,
2025-07-03 03:00:00Z,27.5,,12.5,12.5,0.4,13.1,,Boulevard Haussmann,
2025-07-03 04:00:00Z,27.9,,9.2,11.1,0.4,11.7,,Boulevard Haussmann,
2025-07-03 05:00:00Z,26.2,,8.2,15.1,1.1,16.8,,Boulevard Haussmann,
2025-07-03 06:00:00Z,33.0,,12.5,25.1,6.7,35.4,,Boulevard Haussmann,
2025-07-03 07:00:00Z,35.5,,8.2,25.6,8.7,38.8,,Boulevard Haussmann,
2025-07-03 08:00:00Z,38.9,,8.3,27.5,11.8,45.5,,Boulevard Haussmann,
2025-07-03 09:00:00Z,50.5,,7.7,20.6,5.1,28.3,,Boulevard Haussmann,
2025-07-03 10:00:00Z,37.8,,3.8,15.6,7.0,26.4,,Boulevard Haussmann,
2025-07-03 11:00:00Z,34.9,,6.0,11.6,2.0,14.8,,Boulevard Haussmann,
2025-07-03 12:00:00Z,28.7,,5.4,16.0,3.9,22.0,,Boulevard Haussmann,
2025-07-03 13:00:00Z,37.2,,9.8,17.5,4.0,23.6,,Boulevard Haussmann,
2025-07-03 14:00:00Z,,,7.0,13.3,2.3,16.8,,Boulevard Haussmann,
2025-07-03 15:00:00Z,28.3,,3.3,12.4,2.2,15.9,,Boulevard Haussmann,
2025-07-03 16:00:00Z,33.2,,4.2,11.0,1.3,12.9,,Boulevard Haussmann,
2025-07-03 17:00:00Z,30.2,,2.6,13.1,1.7,15.8,,Boulevard Haussmann,
2025-07-03 18:00:00Z,28.8,,4.3,16.2,2.5,20.1,,Boulevard Haussmann,
2025-07-03 19:00:00Z,20.9,,4.8,12.5,1.1,14.3,,Boulevard Haussmann,
2025-07-03 20:00:00Z,22.0,,5.5,12.0,0.6,13.0,,Boulevard Haussmann,
2025-07-03 21:00:00Z,22.9,,5.6,13.4,1.5,15.6,,Boulevard Haussmann,
2025-07-03 22:00:00Z,34.5,,3.8,12.7,0.4,13.2,,Boulevard Haussmann,
2025-07-03 23:00:00Z,20.9,,2.3,8.5,0.3,8.8,,Boulevard Haussmann,
2025-07-04 00:00:00Z,15.7,,4.3,8.5,0.3,8.9,,Boulevard Haussmann,
2025-07-04 01:00:00Z,18.2,,4.1,7.8,0.2,8.1,,Boulevard Haussmann,
2025-07-04 02:00:00Z,18.2,,8.8,10.1,0.3,10.6,,Boulevard Haussmann,
2025-07-04 03:00:00Z,13.9,,5.7,9.3,0.2,9.7,,Boulevard Haussmann,
2025-07-04 04:00:00Z,13.5,,2.2,10.2,0.3,10.6,,Boulevard Haussmann,
2025-07-04 05:00:00Z,20.0,,4.6,24.5,2.5,28.2,,Boulevard Haussmann,
2025-07-04 06:00:00Z,21.8,,3.4,33.9,5.4,42.1,,Boulevard Haussmann,
2025-07-04 07:00:00Z,33.6,,5.9,34.9,10.6,51.2,,Boulevard Haussmann,
2025-07-04 08:00:00Z,38.0,,6.5,35.9,14.8,58.6,,Boulevard Haussmann,
2025-07-04 09:00:00Z,32.7,,5.4,30.7,10.3,46.6,,Boulevard Haussmann,
2025-07-04 10:00:00Z,22.9,,3.4,20.2,5.2,28.2,,Boulevard Haussmann,
2025-07-04 11:00:00Z,22.5,,1.3,17.6,3.8,23.3,,Boulevard Haussmann,
2025-07-04 12:00:00Z,24.9,,4.3,14.4,2.1,17.7,,Boulevard Haussmann,
2025-07-04 13:00:00Z,24.2,,7.4,17.7,3.2,22.7,,Boulevard Haussmann,
2025-07-04 14:00:00Z,22.7,,6.6,23.3,6.9,33.9,,Boulevard Haussmann,
2025-07-04 15:00:00Z,18.2,,8.8,24.1,3.7,29.7,,Boulevard Haussmann,
2025-07-04 16:00:00Z,19.2,,5.5,14.4,1.3,16.4,,Boulevard Haussmann,
2025-07-04 17:00:00Z,19.6,,4.3,16.5,2.4,20.2,,Boulevard Haussmann,
2025-07-04 18:00:00Z,18.5,,5.5,18.7,2.8,23.0,,Boulevard Haussmann,
2025-07-04 19:00:00Z,18.6,,3.4,17.5,1.0,19.0,,Boulevard Haussmann,
2025-07-04 20:00:00Z,17.6,,4.5,14.2,0.2,14.6,,Boulevard Haussmann,
2025-07-04 21:00:00Z,32.7,,7.2,15.1,0.5,15.7,,Boulevard Haussmann,
2025-07-04 22:00:00Z,26.0,,7.0,14.3,0.5,15.3,,Boulevard Haussmann,
2025-07-04 23:00:00Z,23.1,,5.6,15.2,0.4,15.7,,Boulevard Haussmann,
2025-07-05 00:00:00Z,22.2,,5.1,13.5,0.4,14.0,,Boulevard Haussmann,
2025-07-05 01:00:00Z,19.2,,4.7,13.2,0.3,13.6,,Boulevard Haussmann,
2025-07-05 02:00:00Z,23.8,,3.3,15.6,0.6,16.5,,Boulevard Haussmann,
2025-07-05 03:00:00Z,15.4,,3.2,13.2,0.4,13.8,,Boulevard Haussmann,
2025-07-05 04:00:00Z,14.2,,5.7,12.7,0.6,13.7,,Boulevard Haussmann,
2025-07-05 05:00:00Z,10.8,,6.2,12.8,1.0,14.6,,Boulevard Haussmann,
2025-07-05 06:00:00Z,12.9,,4.7,23.8,5.3,31.8,,Boulevard Haussmann,
2025-07-05 07:00:00Z,18.1,,,24.2,6.4,34.0,,Boulevard Haussmann,
2025-07-05 08:00:00Z,13.0,,5.2,23.2,5.5,31.6,,Boulevard Haussmann,
2025-07-05 09:00:00Z,15.4,,5.3,19.0,4.6,26.0,,Boulevard Haussmann,
2025-07-05 10:00:00Z,17.2,,9.4,18.2,6.2,27.6,,Boulevard Haussmann,
2025-07-05 11:00:00Z,18.5,,5.7,20.8,8.1,33.2,,Boulevard Haussmann,
2025-07-05 12:00:00Z,17.7,,5.7,15.9,5.3,23.9,,Boulevard Haussmann,
2025-07-05 13:00:00Z,21.4,,3.7,20.9,8.5,33.9,,Boulevard Haussmann,
2025-07-05 14:00:00Z,22.1,,6.7,21.0,6.0,30.2,,Boulevard Haussmann,
2025-07-05 15:00:00Z,20.0,,6.0,24.9,8.1,37.3,,Boulevard Haussmann,
2025-07-05 16:00:00Z,25.4,,5.1,24.3,7.0,34.9,,Boulevard Haussmann,
2025-07-05 17:00:00Z,28.2,,4.4,35.7,11.1,52.6,,Boulevard Haussmann,
2025-07-05 18:00:00Z,30.2,,5.1,31.0,9.9,46.1,,Boulevard Haussmann,
2025-07-05 19:00:00Z,22.0,,3.4,30.4,9.8,45.4,,Boulevard Haussmann,
2025-07-05 20:00:00Z,23.1,,1.0,29.7,8.1,42.2,,Boulevard Haussmann,
2025-07-05 21:00:00Z,13.7,,4.2,15.5,2.0,18.4,,Boulevard Haussmann,
2025-07-05 22:00:00Z,18.6,,4.6,21.4,3.7,27.0,,Boulevard Haussmann,
2025-07-05 23:00:00Z,15.1,,3.0,17.3,3.1,22.0,,Boulevard Haussmann,
2025-07-06 00:00:00Z,23.7,,8.0,16.2,3.4,21.4,,Boulevard Haussmann,
2025-07-06 01:00:00Z,18.7,,5.5,14.4,5.1,22.2,,Boulevard Haussmann,
2025-07-06 02:00:00Z,12.7,,3.8,9.5,3.8,15.4,,Boulevard Haussmann,
2025-07-06 03:00:00Z,10.6,,3.2,7.9,1.7,10.5,,Boulevard Haussmann,
2025-07-06 04:00:00Z,11.4,,0.7,9.7,2.3,13.1,,Boulevard Haussmann,
2025-07-06 05:00:00Z,10.0,,2.9,8.5,1.8,11.3,,Boulevard Haussmann,
2025-07-06 06:00:00Z,6.0,,3.5,8.9,1.5,11.2,,Boulevard Haussmann,
2025-07-06 07:00:00Z,7.8,,2.7,9.5,2.4,13.1,,Boulevard Haussmann,
2025-07-06 08:00:00Z,7.0,,-0.3,9.5,2.0,12.5,,Boulevard Haussmann,
2025-07-06 09:00:00Z,6.2,,-0.3,11.7,3.5,17.0,,Boulevard Haussmann,
2025-07-06 10:00:00Z,5.7,,5.9,11.1,4.6,18.2,,Boulevard Haussmann,
2025-07-06 11:00:00Z,11.7,,4.9,12.7,5.2,20.5,,Boulevard Haussmann,
2025-07-06 12:00:00Z,18.5,,8.1,10.7,4.9,18.3,,Boulevard Haussmann,
2025-07-06 13:00:00Z,19.0,,6.3,13.6,6.0,22.6,,Boulevard Haussmann,
2025-07-06 14:00:00Z,13.1,,4.8,15.1,6.9,25.6,,Boulevard Haussmann,
2025-07-06 15:00:00Z,16.6,,3.0,16.6,9.2,30.7,,Boulevard Haussmann,
2025-07-06 16:00:00Z,12.1,,3.5,18.0,10.2,33.7,,Boulevard Haussmann,
2025-07-06 17:00:00Z,12.8,,6.4,29.2,23.2,64.8,,Boulevard Haussmann,
2025-07-06 18:00:00Z,16.5,,4.3,20.9,10.1,36.4,,Boulevard Haussmann,
2025-07-06 19:00:00Z,35.1,,1.9,13.8,2.7,17.9,,Boulevard Haussmann,
2025-07-06 20:00:00Z,11.5,,6.1,11.3,1.8,14.0,,Boulevard Haussmann,
2025-07-06 21:00:00Z,14.2,,5.7,12.7,2.1,15.9,,Boulevard Haussmann,
2025-07-06 22:00:00Z,17.0,,5.8,15.9,3.9,21.8,,Boulevard Haussmann,
2025-07-06 23:00:00Z,18.8,,5.2,14.2,4.6,21.2,,Boulevard Haussmann,
2025-07-07 00:00:00Z,13.9,,3.0,11.7,3.0,16.3,,Boulevard Haussmann,
2025-07-07 01:00:00Z,14.8,,2.5,8.9,2.0,12.0,,Boulevard Haussmann,
2025-07-07 02:00:00Z,17.7,,3.7,7.2,2.4,10.9,,Boulevard Haussmann,
2025-07-07 03:00:00Z,19.6,,5.6,7.8,2.9,12.2,,Boulevard Haussmann,
2025-07-07 04:00:00Z,16.7,,2.5,8.9,3.9,14.8,,Boulevard Haussmann,
2025-07-07 05:00:00Z,19.8,,4.0,15.9,11.4,33.3,,Boulevard Haussmann,
2025-07-07 06:00:00Z,25.1,,3.1,25.8,19.9,56.2,,Boulevard Haussmann,
2025-07-07 07:00:00Z,22.0,,3.1,30.4,31.2,78.2,,Boulevard Haussmann,
2025-07-07 08:00:00Z,14.7,,5.7,32.8,28.0,75.7,,Boulevard Haussmann,
2025-07-07 09:00:00Z,20.2,,3.9,30.6,21.4,63.3,,Boulevard Haussmann,
2025-07-07 10:00:00Z,17.8,,3.0,27.3,19.4,56.9,,Boulevard Haussmann,
2025-07-07 11:00:00Z,13.5,,3.9,21.1,11.2,38.2,,Boulevard Haussmann,
2025-07-07 12:00:00Z,15.1,,7.4,18.0,8.4,31.0,,Boulevard Haussmann,
2025-07-07 13:00:00Z,16.9,,4.7,18.9,8.4,31.7,,Boulevard Haussmann,
2025-07-07 14:00:00Z,18.5,,3.2,11.6,4.5,18.4,,Boulevard Haussmann,
2025-07-07 15:00:00Z,10.5,,5.4,8.8,3.2,13.8,,Boulevard Haussmann,
2025-07-07 16:00:00Z,17.2,,9.5,10.1,3.0,14.6,,Boulevard Haussmann,
2025-07-07 17:00:00Z,26.5,,8.7,11.7,2.7,15.8,,Boulevard Haussmann,
2025-07-07 18:00:00Z,22.1,,5.0,15.1,3.1,19.7,,Boulevard Haussmann,
2025-07-07 19:00:00Z,25.5,,8.0,14.4,2.0,17.5,,Boulevard Haussmann,
2025-07-07 20:00:00Z,19.2,,10.7,14.1,1.1,15.8,,Boulevard Haussmann,
2025-07-07 21:00:00Z,31.6,,5.9,14.4,0.8,15.7,,Boulevard Haussmann,
2025-07-07 22:00:00Z,20.5,,4.0,14.7,0.8,15.9,,Boulevard Haussmann,
2025-07-07 23:00:00Z,17.8,,4.2,17.6,1.1,19.3,,Boulevard Haussmann,
2025-07-08 00:00:00Z,20.7,,4.3,17.0,1.7,19.6,,Boulevard Haussmann,
2025-07-08 01:00:00Z,16.6,,4.3,16.7,3.1,21.4,,Boulevard Haussmann,
2025-07-08 02:00:00Z,14.8,,4.4,11.6,2.1,14.8,,Boulevard Haussmann,
2025-07-08 03:00:00Z,14.2,,3.6,10.2,1.8,12.9,,Boulevard Haussmann,
2025-07-08 04:00:00Z,16.5,,6.8,13.2,4.4,20.1,,Boulevard Haussmann,
2025-07-08 05:00:00Z,25.7,,6.0,21.7,8.2,34.2,,Boulevard Haussmann,
2025-07-08 06:00:00Z,26.8,,5.0,37.3,17.1,63.5,,Boulevard Haussmann,
2025-07-08 07:00:00Z,25.4,,6.4,33.1,15.4,56.6,,Boulevard Haussmann,
2025-07-08 08:00:00Z,19.2,,4.7,20.7,5.4,28.8,,Boulevard Haussmann,
2025-07-08 09:00:00Z,30.4,,5.3,15.9,4.6,23.0,,Boulevard Haussmann,
2025-07-08 10:00:00Z,22.4,,4.4,12.1,3.4,17.3,,Boulevard Haussmann,
2025-07-08 11:00:00Z,41.8,,6.9,18.2,4.8,25.6,,Boulevard Haussmann,
2025-07-08 12:00:00Z,25.6,,5.1,14.0,3.6,19.5,,Boulevard Haussmann,
2025-07-08 13:00:00Z,16.7,,4.0,17.7,5.5,26.1,,Boulevard Haussmann,
2025-07-08 14:00:00Z,17.5,,4.9,14.9,4.1,21.1,,Boulevard Haussmann,
2025-07-08 15:00:00Z,16.2,,3.9,11.5,2.5,15.2,,Boulevard Haussmann,
2025-07-08 16:00:00Z,19.9,,6.5,11.9,2.8,16.2,,Boulevard Haussmann,
2025-07-08 17:00:00Z,18.0,,7.5,13.0,2.8,17.1,,Boulevard Haussmann,
2025-07-08 18:00:00Z,13.4,,6.9,12.0,1.9,15.0,,Boulevard Haussmann,
2025-07-08 19:00:00Z,18.7,,6.7,17.4,4.5,24.3,,Boulevard Haussmann,
2025-07-08 20:00:00Z,12.7,,6.9,14.5,0.9,15.9,,Boulevard Haussmann,
2025-07-08 21:00:00Z,16.4,,6.4,15.3,0.9,16.7,,Boulevard Haussmann,
2025-07-08 22:00:00Z,17.1,,4.3,16.7,0.8,18.0,,Boulevard Haussmann,
2025-07-08 23:00:00Z,17.2,,6.6,15.9,0.4,16.6,,Boulevard Haussmann,
2025-07-09 00:00:00Z,18.0,,5.7,27.9,1.6,30.4,,Boulevard Haussmann,
2025-07-09 01:00:00Z,26.9,,8.6,25.2,1.2,27.0,,Boulevard Haussmann,
2025-07-09 02:00:00Z,21.8,,6.2,19.0,0.9,20.5,,Boulevard Haussmann,
2025-07-09 03:00:00Z,21.3,,6.8,17.8,0.8,19.0,,Boulevard Haussmann,
2025-07-09 04:00:00Z,24.3,,7.1,20.9,1.3,22.7,,Boulevard Haussmann,
2025-07-09 05:00:00Z,24.9,,8.0,34.4,4.0,40.6,,Boulevard Haussmann,
2025-07-09 06:00:00Z,29.5,,9.2,41.3,10.7,57.7,,Boulevard Haussmann,
2025-07-09 07:00:00Z,44.3,,9.4,55.5,23.6,91.6,,Boulevard Haussmann,
2025-07-09 08:00:00Z,37.1,,8.7,51.5,21.6,84.6,,Boulevard Haussmann,
2025-07-09 09:00:00Z,41.6,,8.7,44.7,23.3,80.5,,Boulevard Haussmann,
2025-07-09 10:00:00Z,33.6,,15.3,43.3,23.0,78.6,,Boulevard Haussmann,
2025-07-09 11:00:00Z,34.5,,8.1,32.6,7.8,44.7,,Boulevard Haussmann,
2025-07-09 12:00:00Z,36.2,,12.7,47.7,14.9,70.6,,Boulevard Haussmann,
2025-07-09 13:00:00Z,29.9,,11.0,33.4,8.2,46.0,,Boulevard Haussmann,
2025-07-09 14:00:00Z,31.3,,18.1,29.6,8.0,41.8,,Boulevard Haussmann,
2025-07-09 15:00:00Z,37.2,,15.8,35.2,5.4,43.4,,Boulevard Haussmann,
2025-07-09 16:00:00Z,28.8,,10.0,24.8,3.9,30.8,,Boulevard Haussmann,
2025-07-09 17:00:00Z,30.3,,8.3,27.6,3.1,32.4,,Boulevard Haussmann,
2025-07-09 18:00:00Z,25.9,,7.1,21.7,1.7,24.2,,Boulevard Haussmann,
2025-07-09 19:00:00Z,25.0,,11.6,31.0,2.9,35.5,,Boulevard Haussmann,
2025-07-09 20:00:00Z,25.6,,8.9,25.6,0.9,26.9,,Boulevard Haussmann,
2025-07-09 21:00:00Z,24.7,,10.9,33.7,0.6,34.6,,Boulevard Haussmann,
2025-07-09 22:00:00Z,34.8,,15.1,39.8,1.8,42.6,,Boulevard Haussmann,
2025-07-09 23:00:00Z,21.1,,3.3,27.1,1.8,29.8,,Boulevard Haussmann,
2025-07-10 00:00:00Z,21.2,,9.5,32.3,2.0,35.4,,Boulevard Haussmann,
2025-07-10 01:00:00Z,22.4,,7.8,22.7,0.9,24.0,,Boulevard Haussmann,
2025-07-10 02:00:00Z,21.8,,7.3,14.9,0.5,15.7,,Boulevard Haussmann,
2025-07-10 03:00:00Z,21.1,,4.5,16.1,0.6,17.0,,Boulevard Haussmann,
2025-07-10 04:00:00Z,21.2,,6.2,14.5,0.4,15.2,,Boulevard Haussmann,
2025-07-10 05:00:00Z,22.3,,7.4,22.5,1.7,25.0,,Boulevard Haussmann,
2025-07-10 06:00:00Z,27.3,,8.4,37.2,4.3,43.7,,Boulevard Haussmann,
2025-07-10 07:00:00Z,28.7,,5.5,40.0,6.6,50.0,,Boulevard Haussmann,
2025-07-10 08:00:00Z,36.7,,8.2,54.3,15.4,77.8,,Boulevard Haussmann,
2025-07-10 09:00:00Z,37.2,,6.9,40.8,8.5,53.9,,Boulevard Haussmann,
2025-07-10 10:00:00Z,32.6,,8.8,40.3,14.5,62.5,,Boulevard Haussmann,
2025-07-10 11:00:00Z,27.9,,10.2,26.4,4.5,33.3,,Boulevard Haussmann,
2025-07-10 12:00:00Z,32.5,,8.9,30.3,7.0,40.9,,Boulevard Haussmann,
2025-07-10 13:00:00Z,28.4,,10.4,21.3,3.4,26.5,,Boulevard Haussmann,
2025-07-10 14:00:00Z,22.3,,7.2,30.9,7.3,42.0,,Boulevard Haussmann,
2025-07-10 15:00:00Z,23.0,,4.8,22.0,4.3,28.6,,Boulevard Haussmann,
2025-07-10 16:00:00Z,24.0,,6.8,28.1,5.2,36.1,,Boulevard Haussmann,
2025-07-10 17:00:00Z,19.9,,4.8,25.2,3.1,30.0,,Boulevard Haussmann,
2025-07-10 18:00:00Z,18.7,,4.0,29.3,3.9,35.3,,Boulevard Haussmann,
2025-07-10 19:00:00Z,17.8,,7.0,18.4,1.4,20.5,,Boulevard Haussmann,
2025-07-10 20:00:00Z,27.6,,7.2,25.4,1.2,27.4,,Boulevard Haussmann,
2025-07-10 21:00:00Z,28.7,,10.5,31.8,1.5,33.9,,Boulevard Haussmann,
2025-07-10 22:00:00Z,23.1,,7.5,21.8,0.8,23.1,,Boulevard Haussmann,
2025-07-10 23:00:00Z,24.4,,6.0,21.9,1.3,23.9,,Boulevard Haussmann,
2025-07-11 00:00:00Z,24.7,,6.6,24.9,1.6,27.3,,Boulevard Haussmann,
2025-07-11 01:00:00Z,30.2,,8.2,26.4,1.7,29.0,,Boulevard Haussmann,
2025-07-11 02:00:00Z,23.0,,13.9,25.5,1.9,28.4,,Boulevard Haussmann,
2025-07-11 03:00:00Z,22.2,,8.0,24.6,1.8,27.3,,Boulevard Haussmann,
2025-07-11 04:00:00Z,21.0,,4.9,17.5,0.7,18.6,,Boulevard Haussmann,
2025-07-11 05:00:00Z,18.2,,5.5,25.7,1.8,28.5,,Boulevard Haussmann,
2025-07-11 06:00:00Z,25.9,,7.7,34.7,5.5,43.0,,Boulevard Haussmann,
2025-07-11 07:00:00Z,35.4,,12.5,40.2,9.3,54.4,,Boulevard Haussmann,
2025-07-11 08:00:00Z,38.4,,11.3,52.1,19.4,81.8,,Boulevard Haussmann,
2025-07-11 09:00:00Z,38.5,,11.4,58.1,17.3,84.5,,Boulevard Haussmann,
2025-07-11 10:00:00Z,43.3,,8.1,33.6,5.7,42.3,,Boulevard Haussmann,
2025-07-11 11:00:00Z,28.0,,6.8,36.8,10.8,53.4,,Boulevard Haussmann,
2025-07-11 12:00:00Z,29.3,,6.9,31.6,7.0,42.5,,Boulevard Haussmann,
2025-07-11 13:00:00Z,29.4,,4.7,31.8,7.2,42.9,,Boulevard Haussmann,
2025-07-11 14:00:00Z,30.4,,11.1,31.2,8.6,44.4,,Boulevard Haussmann,
2025-07-11 15:00:00Z,21.6,,4.6,28.8,10.1,44.0,,Boulevard Haussmann,
2025-07-11 16:00:00Z,28.8,,0.3,22.3,4.5,29.2,,Boulevard Haussmann,
2025-07-11 17:00:00Z,22.4,,4.2,24.7,6.9,35.4,,Boulevard Haussmann,
2025-07-11 18:00:00Z,26.8,,4.0,32.0,9.2,46.3,,Boulevard Haussmann,
2025-07-11 19:00:00Z,23.8,,3.1,26.1,4.3,32.7,,Boulevard Haussmann,
2025-07-11 20:00:00Z,23.7,,2.8,27.3,2.5,31.0,,Boulevard Haussmann,
2025-07-11 21:00:00Z,27.0,,5.6,37.4,2.6,41.5,,Boulevard Haussmann,
2025-07-11 22:00:00Z,27.1,,5.8,45.1,3.1,49.8,,Boulevard Haussmann,
2025-07-11 23:00:00Z,24.6,,7.3,42.8,2.7,46.9,,Boulevard Haussmann,
2025-07-12 00:00:00Z,27.5,,11.8,37.0,2.5,40.6,,Boulevard Haussmann,
2025-07-12 01:00:00Z,25.3,,9.4,29.0,2.7,33.1,,Boulevard Haussmann,
2025-07-12 02:00:00Z,23.3,,8.8,31.9,2.1,35.3,,Boulevard Haussmann,
2025-07-12 03:00:00Z,31.0,,10.5,29.6,2.7,33.8,,Boulevard Haussmann,
2025-07-12 04:00:00Z,21.1,,7.3,30.7,3.0,35.2,,Boulevard Haussmann,
2025-07-12 05:00:00Z,24.3,,8.6,41.4,4.7,48.5,,Boulevard Haussmann,
2025-07-12 06:00:00Z,21.7,,8.9,39.9,6.8,50.1,,Boulevard Haussmann,
2025-07-12 07:00:00Z,28.3,,8.0,39.1,9.8,53.9,,Boulevard Haussmann,
2025-07-12 08:00:00Z,19.5,,8.5,37.6,12.2,56.3,,Boulevard Haussmann,
2025-07-12 09:00:00Z,21.6,,6.5,34.8,15.1,58.6,,Boulevard Haussmann,
2025-07-12 10:00:00Z,19.2,,8.4,29.6,7.1,40.3,,Boulevard Haussmann,
2025-07-12 11:00:00Z,24.0,,6.5,27.1,4.7,34.2,,Boulevard Haussmann,
2025-07-12 12:00:00Z,25.5,,6.5,29.9,5.9,38.6,,Boulevard Haussmann,
2025-07-12 13:00:00Z,24.4,,9.4,25.9,4.7,33.3,,Boulevard Haussmann,
2025-07-12 14:00:00Z,26.2,,11.3,24.2,5.0,31.9,,Boulevard Haussmann,
2025-07-12 15:00:00Z,29.6,,10.7,33.7,9.3,48.0,,Boulevard Haussmann,
2025-07-12 16:00:00Z,28.4,,11.5,27.3,6.0,36.6,,Boulevard Haussmann,
2025-07-12 17:00:00Z,26.8,,7.7,33.7,6.0,43.2,,Boulevard Haussmann,
2025-07-12 18:00:00Z,31.7,,6.5,33.2,7.1,44.2,,Boulevard Haussmann,
2025-07-12 19:00:00Z,28.8,,6.3,28.3,3.3,33.4,,Boulevard Haussmann,
2025-07-12 20:00:00Z,26.2,,8.8,26.5,1.6,29.0,,Boulevard Haussmann,
2025-07-12 21:00:00Z,26.6,,9.9,39.7,3.2,44.5,,Boulevard Haussmann,
2025-07-12 22:00:00Z,32.0,,7.6,56.9,5.8,65.7,,Boulevard Haussmann,
2025-07-12 23:00:00Z,25.2,,10.0,49.5,4.6,56.8,,Boulevard Haussmann,
2025-07-13 00:00:00Z,20.5,,7.2,49.2,5.5,57.8,,Boulevard Haussmann,
2025-07-13 01:00:00Z,24.2,,6.4,45.7,4.7,53.2,,Boulevard Haussmann,
2025-07-13 02:00:00Z,26.3,,7.0,27.4,1.9,30.2,,Boulevard Haussmann,
2025-07-13 03:00:00Z,24.8,,5.4,29.1,2.6,33.0,,Boulevard Haussmann,
2025-07-13 04:00:00Z,20.3,,3.6,27.5,2.3,31.0,,Boulevard Haussmann,
2025-07-13 05:00:00Z,24.5,,8.8,26.2,2.6,30.2,,Boulevard Haussmann,
2025-07-13 06:00:00Z,23.9,,11.9,22.2,1.9,25.0,,Boulevard Haussmann,
2025-07-13 07:00:00Z,25.3,,12.3,22.2,3.2,27.0,,Boulevard Haussmann,
2025-07-13 08:00:00Z,24.7,,9.8,26.6,4.8,33.8,,Boulevard Haussmann,
2025-07-13 09:00:00Z,22.5,,10.5,21.3,3.9,27.3,,Boulevard Haussmann,
2025-07-13 10:00:00Z,17.0,,9.2,18.8,3.4,24.0,,Boulevard Haussmann,
2025-07-13 11:00:00Z,24.7,,5.8,20.2,3.3,25.3,,Boulevard Haussmann,
2025-07-13 12:00:00Z,21.0,,5.2,17.8,3.0,22.4,,Boulevard Haussmann,
2025-07-13 13:00:00Z,21.6,,8.9,26.0,5.0,33.5,,Boulevard Haussmann,
2025-07-13 14:00:00Z,24.0,,10.2,26.0,5.3,34.1,,Boulevard Haussmann,
2025-07-13 15:00:00Z,24.5,,8.8,21.3,3.9,27.2,,Boulevard Haussmann,
2025-07-13 16:00:00Z,24.6,,5.6,21.2,5.4,29.5,,Boulevard Haussmann,
2025-07-13 17:00:00Z,23.4,,7.4,29.2,9.0,42.9,,Boulevard Haussmann,
2025-07-13 18:00:00Z,21.5,,9.2,41.4,16.7,67.1,,Boulevard Haussmann,
2025-07-13 19:00:00Z,21.4,,10.1,37.4,9.4,51.7,,Boulevard Haussmann,
