,BP_EST:PM10,BP_EST:PM25,BP_EST:NO2,BP_EST:NO,BP_EST:NOX
,Boulevard Périphérique Est,Boulevard Périphérique Est,Boulevard Périphérique Est,Boulevard Périphérique Est,Boulevard Périphérique Est
,BP_EST,BP_EST,BP_EST,BP_EST,BP_EST
,PM 10 particules,"PM 2,5 particules",dioxyde d azote,monoxyde d azote,oxydes d azote
,PM10,PM25,NO2,NO,NOX
,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3
2025-03-14 07:00:00Z,29.3,15.5,60.4,78.2,180.4
2025-03-14 08:00:00Z,38.5,10.9,55.0,78.2,174.7
2025-03-14 09:00:00Z,41.5,18.9,41.7,57.7,130.2
2025-03-14 10:00:00Z,54.9,23.2,41.2,60.5,134.0
2025-03-14 11:00:00Z,40.0,21.5,48.0,79.4,169.8
2025-03-14 12:00:00Z,35.9,14.9,45.2,73.4,157.6
2025-03-14 13:00:00Z,29.6,14.9,44.4,71.4,153.9
2025-03-14 14:00:00Z,24.2,14.8,33.9,38.5,93.0
2025-03-14 15:00:00Z,20.3,12.3,30.2,24.1,67.1
2025-03-14 16:00:00Z,20.9,12.4,44.6,41.9,108.8
2025-03-14 17:00:00Z,24.0,9.5,55.7,65.7,156.6
2025-03-14 18:00:00Z,19.4,8.3,55.1,40.6,117.4
2025-03-14 19:00:00Z,28.9,13.9,67.3,48.8,142.1
2025-03-14 20:00:00Z,33.3,18.5,77.3,59.2,168.1
2025-03-14 21:00:00Z,28.4,16.3,72.1,38.5,131.1
2025-03-14 22:00:00Z,28.1,18.4,68.1,27.2,109.8
2025-03-14 23:00:00Z,26.2,9.2,58.0,20.5,89.3
2025-03-15 00:00:00Z,22.0,13.5,51.6,15.0,74.6
2025-03-15 01:00:00Z,22.4,14.0,40.1,15.1,63.4
2025-03-15 02:00:00Z,24.0,11.6,34.2,12.5,53.4
2025-03-15 03:00:00Z,20.5,11.2,29.8,10.5,45.7
2025-03-15 04:00:00Z,19.1,12.8,29.4,11.0,46.1
2025-03-15 05:00:00Z,22.4,13.6,32.7,13.6,53.9
2025-03-15 06:00:00Z,24.2,14.0,37.2,23.4,73.2
2025-03-15 07:00:00Z,24.9,14.0,38.1,26.3,78.0
2025-03-15 08:00:00Z,24.3,14.3,33.4,22.2,67.1
2025-03-15 09:00:00Z,22.4,13.0,33.5,26.2,73.0
2025-03-15 10:00:00Z,21.6,13.3,31.6,25.2,70.0
2025-03-15 11:00:00Z,22.1,9.5,32.7,28.5,76.6
2025-03-15 12:00:00Z,22.9,13.8,28.6,28.5,72.3
2025-03-15 13:00:00Z,22.7,11.1,31.0,29.9,76.7
2025-03-15 14:00:00Z,21.1,12.7,31.4,27.8,73.9
2025-03-15 15:00:00Z,20.2,15.3,39.7,41.8,103.8
2025-03-15 16:00:00Z,18.9,14.1,36.5,23.7,72.9
2025-03-15 17:00:00Z,24.3,14.1,43.3,32.3,92.8
2025-03-15 18:00:00Z,20.4,14.7,49.1,34.0,101.3
2025-03-15 19:00:00Z,22.9,15.6,46.1,29.1,90.7
2025-03-15 20:00:00Z,26.9,15.7,39.5,21.6,72.6
2025-03-15 21:00:00Z,24.5,14.6,43.3,24.0,80.0
2025-03-15 22:00:00Z,24.4,16.9,37.4,20.2,68.4
2025-03-15 23:00:00Z,20.9,14.6,36.5,24.9,74.7
2025-03-16 00:00:00Z,26.0,15.8,35.8,26.2,75.9
2025-03-16 01:00:00Z,20.4,15.2,30.8,16.4,56.0
2025-03-16 02:00:00Z,23.4,13.3,29.1,13.4,49.6
2025-03-16 03:00:00Z,20.8,15.9,22.4,6.6,32.5
2025-03-16 04:00:00Z,25.6,19.2,24.4,9.9,39.5
2025-03-16 05:00:00Z,25.1,19.1,25.2,11.9,43.4
2025-03-16 06:00:00Z,23.1,23.2,27.7,13.4,48.3
2025-03-16 07:00:00Z,24.7,22.6,29.3,16.6,54.8
2025-03-16 08:00:00Z,34.4,17.8,29.9,20.4,61.2
2025-03-16 09:00:00Z,30.3,25.4,29.6,25.6,68.8
2025-03-16 10:00:00Z,30.7,21.5,29.4,29.0,73.8
2025-03-16 11:00:00Z,28.3,23.9,25.4,29.4,70.4
2025-03-16 12:00:00Z,28.9,21.9,29.6,42.4,94.5
2025-03-16 13:00:00Z,29.3,20.6,36.2,41.2,99.3
2025-03-16 14:00:00Z,32.6,25.0,34.8,43.5,101.4
2025-03-16 15:00:00Z,30.9,23.2,42.0,44.4,110.2
2025-03-16 16:00:00Z,30.2,25.5,45.5,45.9,115.9
2025-03-16 17:00:00Z,29.3,24.8,53.2,42.5,118.2
2025-03-16 18:00:00Z,32.8,22.2,60.0,35.8,114.9
2025-03-16 19:00:00Z,34.8,20.7,58.6,36.7,114.9
2025-03-16 20:00:00Z,33.4,22.5,54.8,34.1,107.0
2025-03-16 21:00:00Z,31.4,21.5,50.6,31.1,98.2
2025-03-16 22:00:00Z,34.2,24.2,57.5,37.9,115.6
2025-03-16 23:00:00Z,28.2,20.2,53.3,28.3,96.7
2025-03-17 00:00:00Z,26.7,20.1,38.9,13.9,60.2
2025-03-17 01:00:00Z,28.2,16.5,35.6,16.2,60.5
2025-03-17 02:00:00Z,26.3,16.2,30.7,7.8,42.6
2025-03-17 03:00:00Z,23.8,14.8,37.4,9.5,52.0
2025-03-17 04:00:00Z,24.9,17.2,36.9,17.1,63.1
2025-03-17 05:00:00Z,31.1,19.9,51.7,43.3,118.0
2025-03-17 06:00:00Z,29.5,19.8,68.7,78.9,189.6
2025-03-17 07:00:00Z,34.9,18.7,77.5,122.0,264.6
2025-03-17 08:00:00Z,28.4,15.9,65.1,99.1,217.0
2025-03-17 09:00:00Z,40.5,17.2,55.8,102.3,212.5
2025-03-17 10:00:00Z,34.0,17.8,48.5,69.5,154.8
2025-03-17 11:00:00Z,38.9,16.4,44.8,60.2,137.0
2025-03-17 12:00:00Z,35.5,13.8,42.3,56.3,128.4
2025-03-17 13:00:00Z,29.6,17.7,41.2,47.5,114.1
2025-03-17 14:00:00Z,30.6,15.2,40.6,46.3,111.6
2025-03-17 15:00:00Z,29.6,17.6,45.9,59.5,137.0
2025-03-17 16:00:00Z,26.9,14.5,46.1,53.8,128.6
2025-03-17 17:00:00Z,21.5,11.5,44.1,43.6,111.0
2025-03-17 18:00:00Z,26.2,12.3,51.6,50.2,128.6
2025-03-17 19:00:00Z,36.7,10.1,50.8,36.2,106.2
2025-03-17 20:00:00Z,27.2,11.9,46.6,30.0,92.7
2025-03-17 21:00:00Z,28.7,13.4,42.3,25.4,81.0
2025-03-17 22:00:00Z,21.1,12.3,38.6,24.4,76.4
2025-03-17 23:00:00Z,24.7,15.2,30.5,19.6,59.4
2025-03-18 00:00:00Z,20.9,11.7,32.1,19.1,61.6
2025-03-18 01:00:00Z,23.3,13.2,30.1,15.3,53.2
2025-03-18 02:00:00Z,17.7,16.2,25.8,13.7,46.9
2025-03-18 03:00:00Z,19.3,8.3,27.2,14.2,49.3
2025-03-18 04:00:00Z,19.4,11.6,31.6,23.4,67.5
2025-03-18 05:00:00Z,25.3,10.4,44.0,44.9,111.4
2025-03-18 06:00:00Z,26.7,11.7,58.1,72.5,168.9
2025-03-18 07:00:00Z,23.5,9.3,60.0,91.1,199.5
2025-03-18 08:00:00Z,28.1,7.4,50.4,85.0,180.6
2025-03-18 09:00:00Z,28.6,8.7,48.8,94.7,194.1
2025-03-18 10:00:00Z,24.6,6.6,43.5,69.0,149.3
2025-03-18 11:00:00Z,28.0,12.0,39.3,66.3,140.9
2025-03-18 12:00:00Z,30.6,12.7,44.5,72.9,156.3
2025-03-18 13:00:00Z,32.9,11.2,41.7,62.4,137.4
2025-03-18 14:00:00Z,34.6,17.0,45.9,68.5,150.9
2025-03-18 15:00:00Z,32.0,11.4,45.9,69.3,152.2
2025-03-18 16:00:00Z,29.7,11.1,54.7,74.5,168.9
2025-03-18 17:00:00Z,27.2,13.3,55.3,68.9,160.9
2025-03-18 18:00:00Z,28.4,18.6,72.1,84.1,201.2
2025-03-18 19:00:00Z,45.1,21.0,84.5,67.3,187.6
2025-03-18 20:00:00Z,52.3,24.5,86.7,63.8,184.4
2025-03-18 21:00:00Z,47.3,24.4,77.0,45.1,146.1
2025-03-18 22:00:00Z,45.8,20.1,71.4,42.6,136.6
2025-03-18 23:00:00Z,36.6,15.1,65.8,38.2,124.5
2025-03-19 00:00:00Z,29.7,17.6,53.7,19.0,82.9
2025-03-19 01:00:00Z,32.3,16.2,45.5,18.3,73.5
2025-03-19 02:00:00Z,25.7,15.8,40.4,18.6,68.9
2025-03-19 03:00:00Z,29.6,14.1,50.8,29.1,95.5
2025-03-19 04:00:00Z,31.5,12.7,54.7,39.7,115.4
2025-03-19 05:00:00Z,30.8,14.0,70.6,81.6,195.7
2025-03-19 06:00:00Z,35.3,13.8,77.0,122.1,264.2
2025-03-19 07:00:00Z,51.8,20.0,79.6,144.9,301.8
2025-03-19 08:00:00Z,37.3,18.6,79.3,167.8,336.6
2025-03-19 09:00:00Z,66.1,12.4,69.9,132.7,273.3
2025-03-19 10:00:00Z,88.3,13.5,66.3,114.8,242.4
2025-03-19 11:00:00Z,47.0,12.4,61.0,100.8,215.6
2025-03-19 12:00:00Z,33.3,7.7,46.7,60.4,139.2
2025-03-19 13:00:00Z,30.4,5.0,51.1,59.2,141.9
2025-03-19 14:00:00Z,31.4,9.5,54.5,68.6,159.8
2025-03-19 15:00:00Z,35.0,7.9,59.0,64.7,158.2
2025-03-19 16:00:00Z,28.2,7.0,63.7,69.9,170.8
2025-03-19 17:00:00Z,21.0,6.5,61.6,61.1,155.2
2025-03-19 18:00:00Z,20.1,5.8,73.1,64.4,171.8
2025-03-19 19:00:00Z,37.0,8.7,91.6,74.9,206.4
2025-03-19 20:00:00Z,41.6,11.4,94.7,73.7,207.7
2025-03-19 21:00:00Z,37.4,11.4,89.4,43.8,156.4
2025-03-19 22:00:00Z,46.5,20.4,95.4,86.0,227.4
2025-03-19 23:00:00Z,39.6,13.1,86.5,53.2,168.0
2025-03-20 00:00:00Z,44.2,18.7,90.5,75.3,206.0
2025-03-20 01:00:00Z,51.5,19.8,81.5,72.2,192.3
2025-03-20 02:00:00Z,34.9,13.4,74.2,51.8,153.6
2025-03-20 03:00:00Z,32.8,12.5,75.1,51.5,154.0
2025-03-20 04:00:00Z,30.0,11.5,73.6,62.5,169.5
2025-03-20 05:00:00Z,26.1,12.1,72.6,82.1,198.5
2025-03-20 06:00:00Z,37.5,16.7,85.6,174.5,353.2
2025-03-20 07:00:00Z,49.6,18.7,87.8,241.2,457.6
2025-03-20 08:00:00Z,57.1,15.2,75.5,177.7,348.0
2025-03-20 09:00:00Z,36.6,7.0,68.9,133.7,274.0
2025-03-20 10:00:00Z,48.0,7.9,61.6,106.6,225.1
2025-03-20 11:00:00Z,46.9,4.1,52.2,66.8,154.7
2025-03-20 12:00:00Z,25.4,0.7,53.5,72.8,165.1
2025-03-20 13:00:00Z,40.3,4.3,53.5,67.3,156.6
2025-03-20 14:00:00Z,28.1,7.8,58.7,69.1,164.5
2025-03-20 15:00:00Z,27.0,8.5,62.0,72.1,172.4
2025-03-20 16:00:00Z,21.5,5.4,63.4,82.0,189.2
2025-03-20 17:00:00Z,19.2,5.2,67.2,77.4,185.9
2025-03-20 18:00:00Z,22.5,8.5,81.5,86.1,213.7
2025-03-20 19:00:00Z,42.0,16.9,95.9,83.4,223.7
2025-03-20 20:00:00Z,49.3,15.2,92.0,68.0,196.3
2025-03-20 21:00:00Z,44.2,17.5,85.0,57.1,173.0
2025-03-20 22:00:00Z,42.7,18.3,81.1,45.7,151.1
2025-03-20 23:00:00Z,41.2,15.8,77.6,39.5,137.7
2025-03-21 00:00:00Z,35.6,10.2,69.9,28.6,113.3
2025-03-21 01:00:00Z,25.6,10.0,59.6,23.4,94.9
2025-03-21 02:00:00Z,26.2,8.8,55.6,27.2,97.1
2025-03-21 03:00:00Z,27.9,10.5,49.1,23.5,84.9
2025-03-21 04:00:00Z,43.6,11.2,55.8,37.7,113.4
2025-03-21 05:00:00Z,34.3,8.8,60.2,61.0,153.3
2025-03-21 06:00:00Z,30.2,11.0,69.1,94.9,214.3
2025-03-21 07:00:00Z,35.2,15.8,73.6,108.2,239.6
2025-03-21 08:00:00Z,50.6,18.3,63.9,103.4,222.5
2025-03-21 09:00:00Z,59.4,14.8,58.6,78.2,178.4
2025-03-21 10:00:00Z,71.2,13.5,51.9,73.2,163.9
2025-03-21 11:00:00Z,67.0,17.1,57.8,88.5,193.6
2025-03-21 12:00:00Z,61.1,13.2,54.7,77.2,172.9
2025-03-21 13:00:00Z,54.6,11.8,50.0,75.5,165.9
2025-03-21 14:00:00Z,51.8,13.8,57.9,87.6,192.2
2025-03-21 15:00:00Z,66.6,13.0,73.3,101.2,228.3
2025-03-21 16:00:00Z,58.8,12.7,68.4,90.8,207.5
2025-03-21 17:00:00Z,53.1,11.7,62.2,58.6,152.1
2025-03-21 18:00:00Z,67.6,15.2,86.8,119.4,269.8
2025-03-21 19:00:00Z,54.1,22.2,77.3,75.0,192.3
2025-03-21 20:00:00Z,42.9,17.6,72.0,74.9,186.8
2025-03-21 21:00:00Z,41.3,16.9,66.8,61.5,161.0
2025-03-21 22:00:00Z,50.8,14.3,57.5,44.1,125.3
2025-03-21 23:00:00Z,45.3,17.0,52.7,41.4,116.3
2025-03-22 00:00:00Z,43.6,15.9,50.8,34.3,103.5
2025-03-22 01:00:00Z,33.0,16.6,49.1,26.7,90.1
2025-03-22 02:00:00Z,34.4,13.9,58.0,41.6,121.8
2025-03-22 03:00:00Z,34.4,12.7,49.2,40.2,110.8
2025-03-22 04:00:00Z,30.1,13.7,43.4,38.6,102.5
2025-03-22 05:00:00Z,24.6,11.9,51.7,53.1,133.0
2025-03-22 06:00:00Z,22.7,9.9,54.9,64.4,153.6
2025-03-22 07:00:00Z,18.9,8.9,51.2,58.1,140.2
2025-03-22 08:00:00Z,12.1,6.4,54.8,61.4,148.9
2025-03-22 09:00:00Z,14.6,4.5,54.2,63.1,150.9
2025-03-22 10:00:00Z,24.7,4.2,62.0,84.0,190.8
2025-03-22 11:00:00Z,16.0,6.1,47.6,63.3,144.6
2025-03-22 12:00:00Z,11.4,8.4,47.6,53.1,129.0
2025-03-22 13:00:00Z,19.5,10.3,45.6,46.3,116.5
2025-03-22 14:00:00Z,20.6,7.1,47.2,45.7,117.3
2025-03-22 15:00:00Z,15.7,6.0,43.4,47.3,115.7
2025-03-22 16:00:00Z,10.9,5.5,46.3,43.5,113.0
2025-03-22 17:00:00Z,17.8,7.4,56.7,56.6,143.5
2025-03-22 18:00:00Z,17.8,9.4,69.3,79.8,191.5
2025-03-22 19:00:00Z,17.0,11.2,75.8,96.9,224.5
2025-03-22 20:00:00Z,14.6,8.8,68.4,66.1,169.7
2025-03-22 21:00:00Z,13.8,10.4,65.9,53.5,147.9
2025-03-22 22:00:00Z,14.5,8.9,59.7,43.4,126.2
2025-03-22 23:00:00Z,13.3,6.9,59.6,49.9,136.0
2025-03-23 00:00:00Z,11.9,5.7,54.3,39.7,115.1
2025-03-23 01:00:00Z,9.6,6.7,45.9,31.4,94.1
2025-03-23 02:00:00Z,13.7,3.8,39.5,24.8,77.5
2025-03-23 03:00:00Z,12.7,5.9,38.2,23.5,74.4
2025-03-23 04:00:00Z,16.5,4.8,34.7,22.6,69.5
2025-03-23 05:00:00Z,10.6,4.0,37.1,28.8,81.2
2025-03-23 06:00:00Z,15.5,6.8,40.0,31.9,88.8
2025-03-23 07:00:00Z,10.5,4.2,33.6,26.7,74.5
2025-03-23 08:00:00Z,10.4,4.7,33.7,32.0,82.7
2025-03-23 09:00:00Z,10.6,4.0,38.0,36.0,93.2
2025-03-23 10:00:00Z,10.4,8.8,44.3,50.7,121.9
2025-03-23 11:00:00Z,7.3,5.6,37.2,36.0,93.2
2025-03-23 12:00:00Z,7.8,4.0,21.2,20.9,53.3
2025-03-23 13:00:00Z,5.0,4.8,29.1,27.5,71.2
2025-03-23 14:00:00Z,8.2,5.3,57.8,77.3,175.5
2025-03-23 15:00:00Z,11.9,3.2,40.5,46.2,111.0
2025-03-23 16:00:00Z,12.8,3.4,51.3,58.4,140.3
2025-03-23 17:00:00Z,21.0,7.1,59.1,64.4,157.8
2025-03-23 18:00:00Z,22.7,11.0,70.7,71.8,180.5
2025-03-23 19:00:00Z,26.5,7.3,72.7,72.5,183.7
2025-03-23 20:00:00Z,27.2,5.9,67.7,58.0,156.7
2025-03-23 21:00:00Z,26.4,10.9,74.9,65.8,175.7
2025-03-23 22:00:00Z,22.5,7.5,65.7,50.6,143.3
2025-03-23 23:00:00Z,26.2,8.4,63.9,47.3,136.5
2025-03-24 00:00:00Z,24.5,9.6,65.0,51.0,143.2
2025-03-24 01:00:00Z,22.9,12.1,56.7,38.1,115.1
2025-03-24 02:00:00Z,19.7,12.4,50.2,27.1,91.9
2025-03-24 03:00:00Z,18.5,8.3,47.2,26.4,87.7
2025-03-24 04:00:00Z,23.3,9.3,50.2,45.5,120.1
2025-03-24 05:00:00Z,22.3,13.4,54.4,73.2,166.5
2025-03-24 06:00:00Z,39.8,19.6,71.1,186.7,357.4
2025-03-24 07:00:00Z,35.6,17.6,62.9,202.0,372.7
2025-03-24 08:00:00Z,25.1,13.7,48.1,82.3,174.2
2025-03-24 09:00:00Z,36.8,18.3,56.5,114.5,231.8
2025-03-24 10:00:00Z,33.9,13.4,56.8,77.3,175.3
2025-03-24 11:00:00Z,35.1,10.6,51.3,67.5,154.7
2025-03-24 12:00:00Z,25.1,11.9,52.1,59.6,143.4
2025-03-24 13:00:00Z,25.6,8.3,51.3,62.7,147.3
2025-03-24 14:00:00Z,20.3,4.6,45.7,53.7,128.0
2025-03-24 15:00:00Z,20.2,4.6,34.5,12.1,53.0
2025-03-24 16:00:00Z,16.2,8.4,32.5,6.7,42.7
2025-03-24 17:00:00Z,16.6,9.0,24.9,8.1,37.4
2025-03-24 18:00:00Z,18.5,7.8,21.3,3.7,26.9
2025-03-24 19:00:00Z,16.6,4.3,23.7,3.9,29.8
2025-03-24 20:00:00Z,25.9,15.9,29.4,6.0,38.5
2025-03-24 21:00:00Z,40.6,29.8,43.4,13.0,63.3
2025-03-24 22:00:00Z,39.5,,33.8,11.4,51.2
2025-03-24 23:00:00Z,46.1,36.1,28.4,11.0,45.1
2025-03-25 00:00:00Z,45.3,38.9,23.1,9.3,37.3
2025-03-25 01:00:00Z,42.9,38.0,18.3,5.7,26.9
2025-03-25 02:00:00Z,47.6,37.4,15.0,5.5,23.5
2025-03-25 03:00:00Z,51.2,36.5,20.8,8.0,33.0
2025-03-25 04:00:00Z,51.6,39.5,26.0,15.3,49.5
2025-03-25 05:00:00Z,47.9,43.0,26.0,17.4,52.7
2025-03-25 06:00:00Z,50.6,38.6,36.8,29.0,81.4
2025-03-25 07:00:00Z,56.5,42.8,39.4,26.3,79.8
2025-03-25 08:00:00Z,54.5,38.8,52.5,48.7,127.0
2025-03-25 09:00:00Z,55.1,38.3,43.2,51.7,122.4
2025-03-25 10:00:00Z,56.0,38.7,38.3,38.7,97.7
2025-03-25 11:00:00Z,50.6,31.2,34.0,33.8,85.8
2025-03-25 12:00:00Z,55.8,30.0,31.7,28.2,75.1
2025-03-25 13:00:00Z,50.3,27.7,31.5,33.3,82.5
2025-03-25 14:00:00Z,45.5,27.7,21.5,21.2,53.8
2025-03-25 15:00:00Z,32.9,19.6,15.9,9.1,29.8
2025-03-25 16:00:00Z,29.6,17.0,16.5,8.8,30.0
2025-03-25 17:00:00Z,32.9,20.0,13.9,3.9,19.8
2025-03-25 18:00:00Z,36.1,22.4,20.1,4.8,27.4
2025-03-25 19:00:00Z,43.0,29.6,18.8,2.5,22.6
2025-03-25 20:00:00Z,47.3,36.4,19.2,2.6,23.3
2025-03-25 21:00:00Z,44.8,33.7,19.1,2.1,22.4
2025-03-25 22:00:00Z,51.1,37.3,23.4,2.8,27.7
2025-03-25 23:00:00Z,47.4,36.2,20.0,3.4,25.3
2025-03-26 00:00:00Z,49.7,34.2,19.0,5.6,27.6
2025-03-26 01:00:00Z,41.0,29.8,14.4,3.6,19.8
2025-03-26 02:00:00Z,35.6,27.4,12.6,2.9,17.0
2025-03-26 03:00:00Z,32.9,23.3,12.4,3.5,17.8
2025-03-26 04:00:00Z,32.5,25.7,14.9,5.4,23.2
2025-03-26 05:00:00Z,33.6,27.3,22.7,10.6,39.3
2025-03-26 06:00:00Z,38.4,29.2,39.0,35.8,93.3
2025-03-26 07:00:00Z,38.7,25.8,43.5,34.5,96.9
2025-03-26 08:00:00Z,32.8,22.9,48.7,48.5,121.8
2025-03-26 09:00:00Z,34.7,22.9,50.7,105.6,211.6
2025-03-26 10:00:00Z,33.9,23.3,42.3,57.4,130.5
2025-03-26 11:00:00Z,25.2,12.6,27.2,17.2,53.6
2025-03-26 12:00:00Z,31.1,14.0,42.1,62.9,138.5
2025-03-26 13:00:00Z,24.9,9.9,37.0,45.0,106.0
2025-03-26 14:00:00Z,22.7,13.3,30.9,33.9,82.9
2025-03-26 15:00:00Z,20.3,11.3,30.5,35.5,84.8
2025-03-26 16:00:00Z,20.2,10.4,22.2,23.2,57.3
2025-03-26 17:00:00Z,22.2,10.8,28.9,19.6,58.9
2025-03-26 18:00:00Z,24.9,16.4,36.1,14.1,57.8
2025-03-26 19:00:00Z,37.8,19.5,51.2,43.0,117.1
2025-03-26 20:00:00Z,28.5,19.2,47.1,35.3,101.2
2025-03-26 21:00:00Z,28.4,22.1,39.2,28.5,82.9
2025-03-26 22:00:00Z,30.0,17.4,45.4,29.0,89.8
2025-03-26 23:00:00Z,29.2,16.3,52.3,30.4,98.8
2025-03-27 00:00:00Z,28.9,16.7,50.5,18.0,78.1
2025-03-27 01:00:00Z,28.1,17.6,44.2,12.9,63.9
2025-03-27 02:00:00Z,23.6,16.5,36.6,14.4,58.5
2025-03-27 03:00:00Z,24.1,12.3,37.7,19.9,68.2
2025-03-27 04:00:00Z,31.4,15.4,49.1,42.0,113.4
2025-03-27 05:00:00Z,32.7,18.7,51.9,50.0,128.5
2025-03-27 06:00:00Z,35.3,21.2,66.3,108.0,231.8
2025-03-27 07:00:00Z,38.8,24.3,66.2,132.5,269.3
2025-03-27 08:00:00Z,36.0,20.5,56.9,116.7,235.9
2025-03-27 09:00:00Z,43.3,20.0,57.4,126.1,250.7
2025-03-27 10:00:00Z,40.6,16.6,54.5,88.6,190.4
2025-03-27 11:00:00Z,37.8,17.5,41.1,52.0,120.9
2025-03-27 12:00:00Z,30.3,17.4,40.2,56.6,126.9
2025-03-27 13:00:00Z,43.1,18.7,48.4,63.5,145.8
2025-03-27 14:00:00Z,32.6,20.5,46.6,57.5,134.7
2025-03-27 15:00:00Z,35.7,18.9,41.0,40.3,102.8
2025-03-27 16:00:00Z,31.6,20.9,45.4,42.7,110.9
2025-03-27 17:00:00Z,31.3,20.1,45.8,30.7,92.9
2025-03-27 18:00:00Z,33.7,18.4,54.9,34.9,108.3
2025-03-27 19:00:00Z,36.3,20.9,70.7,34.6,123.8
2025-03-27 20:00:00Z,34.5,24.9,61.2,6.2,70.7
2025-03-27 21:00:00Z,37.2,28.0,52.8,6.0,62.0
2025-03-27 22:00:00Z,40.7,26.0,61.3,9.6,76.1
2025-03-27 23:00:00Z,45.9,30.3,72.1,23.1,107.6
2025-03-28 00:00:00Z,40.9,28.3,53.6,13.0,73.4
2025-03-28 01:00:00Z,39.2,27.8,36.9,5.5,45.3
2025-03-28 02:00:00Z,38.1,27.7,31.3,9.1,45.3
2025-03-28 03:00:00Z,36.7,24.6,25.3,4.3,32.0
2025-03-28 04:00:00Z,36.6,26.3,26.8,7.2,37.8
2025-03-28 05:00:00Z,32.3,25.4,22.8,4.1,29.0
2025-03-28 06:00:00Z,31.1,23.6,25.3,4.8,32.7
2025-03-28 07:00:00Z,24.5,10.4,30.0,14.2,51.8
2025-03-28 08:00:00Z,50.3,13.0,46.8,76.4,164.0
2025-03-28 09:00:00Z,31.7,10.8,37.5,37.0,94.2
2025-03-28 10:00:00Z,,13.1,38.1,36.6,94.2
2025-03-28 11:00:00Z,43.4,16.1,28.1,22.3,62.3
2025-03-28 12:00:00Z,27.6,10.5,21.2,19.3,50.7
2025-03-28 13:00:00Z,21.0,9.3,14.1,8.4,26.6
2025-03-28 14:00:00Z,16.1,6.1,15.3,14.1,36.5
2025-03-28 15:00:00Z,19.7,9.0,13.0,6.3,22.7
2025-03-28 16:00:00Z,10.4,5.1,11.5,4.1,17.7
2025-03-28 17:00:00Z,8.3,-0.1,14.1,3.1,18.8
2025-03-28 18:00:00Z,10.9,3.0,19.3,4.1,25.6
2025-03-28 19:00:00Z,13.1,6.9,13.6,2.4,17.2
2025-03-28 20:00:00Z,23.1,7.3,16.1,3.1,21.0
2025-03-28 21:00:00Z,21.8,12.0,16.2,2.6,20.2
2025-03-28 22:00:00Z,22.3,12.8,13.5,2.1,16.7
2025-03-28 23:00:00Z,21.4,7.9,12.5,2.8,16.8
2025-03-29 00:00:00Z,20.2,10.3,14.0,2.4,17.7
2025-03-29 01:00:00Z,12.3,5.7,16.9,1.8,19.5
2025-03-29 02:00:00Z,17.8,3.5,18.8,1.9,21.8
2025-03-29 03:00:00Z,14.2,3.4,15.5,2.2,18.8
2025-03-29 04:00:00Z,18.7,6.1,17.4,3.7,22.9
2025-03-29 05:00:00Z,15.1,7.4,20.5,5.6,29.1
2025-03-29 06:00:00Z,19.3,11.5,24.5,6.9,35.1
2025-03-29 07:00:00Z,15.8,9.3,23.2,7.8,35.1
2025-03-29 08:00:00Z,25.0,10.4,26.6,17.6,53.6
2025-03-29 09:00:00Z,25.4,9.5,28.6,21.4,61.3
2025-03-29 10:00:00Z,15.5,5.9,16.7,11.7,34.5
2025-03-29 11:00:00Z,18.2,4.3,16.2,13.5,36.8
2025-03-29 12:00:00Z,13.6,3.0,16.0,11.8,34.0
2025-03-29 13:00:00Z,13.1,3.7,14.8,12.1,33.3
2025-03-29 14:00:00Z,11.5,2.6,13.9,8.7,27.2
2025-03-29 15:00:00Z,11.3,2.3,18.6,15.6,42.5
2025-03-29 16:00:00Z,12.8,4.1,26.4,20.9,58.4
2025-03-29 17:00:00Z,10.7,4.2,20.7,14.2,42.5
2025-03-29 18:00:00Z,13.1,5.4,14.6,3.3,19.7
2025-03-29 19:00:00Z,17.2,7.6,17.2,4.2,23.6
2025-03-29 20:00:00Z,13.5,5.7,19.4,3.2,24.2
2025-03-29 21:00:00Z,23.5,8.8,34.7,11.2,51.8
2025-03-29 22:00:00Z,14.9,,32.3,8.9,45.9
2025-03-29 23:00:00Z,27.9,11.9,49.9,22.1,83.8
2025-03-30 00:00:00Z,34.0,12.7,57.1,20.5,88.5
2025-03-30 01:00:00Z,20.1,10.5,40.3,11.5,58.0
2025-03-30 02:00:00Z,28.5,8.7,70.6,45.4,140.2
2025-03-30 03:00:00Z,9.4,4.3,22.8,9.1,36.8
2025-03-30 04:00:00Z,17.8,3.0,34.3,17.3,61.0
2025-03-30 05:00:00Z,24.8,8.7,62.5,40.7,125.0
2025-03-30 06:00:00Z,23.0,8.4,37.3,17.7,64.4
2025-03-30 07:00:00Z,13.5,6.2,32.3,14.0,53.9
2025-03-30 08:00:00Z,12.0,6.0,25.0,14.5,47.2
2025-03-30 09:00:00Z,8.3,5.8,10.5,4.2,16.9
2025-03-30 10:00:00Z,11.9,2.4,8.4,3.6,14.0
2025-03-30 11:00:00Z,9.0,2.7,7.8,3.3,12.9
2025-03-30 12:00:00Z,12.7,2.4,7.2,4.0,13.3
2025-03-30 13:00:00Z,9.7,0.6,7.8,4.9,15.1
2025-03-30 14:00:00Z,16.7,1.4,6.0,3.0,10.7
2025-03-30 15:00:00Z,13.6,5.8,7.5,3.4,12.6
